timestamp,ue_id,latitude,longitude,cell_id,sector,rsrp_dbm,sinr_db,dl_tp_mbps,latency_ms,coverage_status,beam_id,beam_health_score,hotspot_type
2026-07-01 03:00:00,UE00819,32.96612870301791,-96.9913006756013,XYZ401,B,-111,-1,151,65,Fair,4,15,low_sinr
2026-07-01 04:00:00,UE00820,32.93095297932588,-97.03568708328352,XYZ402,B,-120,0,149,90,Good,5,21,low_sinr
2026-07-01 09:00:00,UE00825,32.95297205501637,-97.02694652542984,XYZ401,A,-118,-4,94,69,Fair,4,5,low_sinr
2026-07-01 10:00:00,UE00826,32.96645006060795,-96.9667045888423,XYZ402,C,-104,0,185,72,Coverage_Hole,5,21,low_sinr
2026-07-01 11:00:00,UE00827,32.892145538267094,-96.99323565332124,XYZ403,A,-125,0,162,70,Poor,6,21,low_sinr
2026-07-01 15:00:00,UE00831,32.96201238781934,-96.94896323996362,XYZ401,C,-117,-4,94,31,Coverage_Hole,4,5,low_sinr
2026-07-01 18:00:00,UE00834,32.90259118674205,-96.96479135216693,XYZ401,C,-116,3,217,102,Poor,1,32,low_sinr
2026-07-01 19:00:00,UE00835,32.90438788791149,-97.01705663971208,XYZ402,A,-117,-3,159,95,Coverage_Hole,2,10,low_sinr
2026-07-01 20:00:00,UE00836,32.936671514401326,-96.9389461563964,XYZ403,C,-114,0,157,42,Fair,3,20,low_sinr
2026-07-01 23:00:00,UE00839,32.91228118744967,-96.95411625302636,XYZ403,C,-108,3,212,66,Fair,6,31,low_sinr
2026-07-01 00:00:00,UE00840,32.940082516411785,-96.93993076844296,XYZ401,A,-123,4,310,100,Poor,1,36,low_sinr
2026-07-01 01:00:00,UE00841,32.95492804339728,-96.95075994243768,XYZ402,A,-114,3,210,119,Fair,2,31,low_sinr
2026-07-01 05:00:00,UE00845,32.91668846071598,-97.01865871994478,XYZ403,B,-107,-2,125,51,Coverage_Hole,6,12,low_sinr
2026-07-01 06:00:00,UE00846,32.92857443920134,-97.0285488402406,XYZ401,B,-115,1,151,39,Coverage_Hole,1,23,low_sinr
2026-07-01 07:00:00,UE00847,32.89537366812785,-96.99246106300252,XYZ402,A,-116,-2,121,125,Coverage_Hole,2,13,low_sinr
2026-07-01 08:00:00,UE00848,32.97212939834272,-96.9743192135181,XYZ403,C,-107,-1,137,21,Good,3,15,low_sinr
2026-07-01 09:00:00,UE00849,32.95410293344154,-97.01362040748664,XYZ401,C,-106,1,151,78,Poor,4,23,low_sinr
2026-07-01 12:00:00,UE00852,32.93342546182178,-96.94093356398372,XYZ401,B,-110,-2,134,33,Excellent,1,12,low_sinr
2026-07-01 13:00:00,UE00853,32.94338934911705,-97.02187978426424,XYZ402,C,-114,3,238,89,Good,2,32,low_sinr
2026-07-01 17:00:00,UE00857,32.95685980621879,-96.94267835425886,XYZ403,C,-111,-3,129,89,Good,6,10,low_sinr
2026-07-01 18:00:00,UE00858,32.9169049464404,-97.01808783948152,XYZ401,B,-110,0,161,124,Good,1,20,low_sinr
2026-07-01 21:00:00,UE00861,32.90835021386003,-97.02437858486034,XYZ401,C,-115,0,180,24,Coverage_Hole,4,21,low_sinr
2026-07-01 22:00:00,UE00862,32.92262842873991,-97.03356470915566,XYZ402,C,-125,-5,77,33,Fair,5,5,low_sinr
2026-07-01 03:00:00,UE00867,32.90634409006913,-96.95764665618744,XYZ401,A,-111,3,238,28,Fair,4,31,low_sinr
2026-07-01 04:00:00,UE00868,32.898896647146834,-97.0119725314426,XYZ402,C,-117,-3,125,42,Good,5,9,low_sinr
2026-07-01 05:00:00,UE00869,32.973633369408674,-96.99916723611358,XYZ403,C,-120,-2,129,90,Coverage_Hole,6,12,low_sinr
2026-07-01 06:00:00,UE00870,32.90922600390988,-97.0231449798727,XYZ401,C,-112,0,173,56,Poor,1,20,low_sinr
2026-07-01 10:00:00,UE00874,32.96873406527795,-97.00098131087476,XYZ402,C,-102,4,285,87,Good,5,36,low_sinr
2026-07-01 13:00:00,UE00877,32.91562140596224,-97.02223260898867,XYZ402,A,-113,-3,131,64,Good,2,10,low_sinr
2026-07-01 14:00:00,UE00878,32.96915068607285,-97.00048147287436,XYZ403,C,-113,-3,140,125,Coverage_Hole,3,9,low_sinr
2026-07-01 15:00:00,UE00879,32.916578524972145,-96.95210920925784,XYZ401,B,-113,4,319,63,Coverage_Hole,4,37,low_sinr
2026-07-01 19:00:00,UE00883,32.934018593680015,-96.93736821421896,XYZ402,B,-111,-2,130,118,Good,2,13,low_sinr
2026-07-01 20:00:00,UE00884,32.97717580344816,-96.98909898935314,XYZ403,A,-111,-2,124,32,Coverage_Hole,3,12,low_sinr
2026-07-01 00:00:00,UE00888,32.935337966848635,-97.03494545329788,XYZ401,C,-110,0,198,61,Excellent,1,21,low_sinr
2026-07-01 03:00:00,UE00891,32.943053244616266,-97.02458917289428,XYZ401,B,-105,0,167,55,Coverage_Hole,4,20,low_sinr
2026-07-01 04:00:00,UE00892,32.900627155466125,-96.9822876361048,XYZ402,C,-105,0,203,21,Fair,5,21,low_sinr
2026-07-01 05:00:00,UE00893,32.93271943397979,-96.94182116436616,XYZ403,C,-111,3,212,82,Coverage_Hole,6,30,low_sinr
2026-07-01 08:00:00,UE00896,32.96322674607962,-97.02126797130316,XYZ403,A,-116,-2,126,101,Fair,3,12,low_sinr
2026-07-01 10:00:00,UE00898,32.91975360050667,-96.95783042795658,XYZ402,C,-97,4,317,24,Fair,5,37,low_sinr
2026-07-01 12:00:00,UE00900,32.90800035948821,-96.946977438621,XYZ401,A,-121,-3,151,30,Excellent,1,10,low_sinr
2026-07-01 13:00:00,UE00901,32.921374434685234,-96.95832567431488,XYZ402,A,-100,2,198,48,Poor,2,28,low_sinr
2026-07-01 14:00:00,UE00902,32.9151319874975,-96.94734605975196,XYZ403,A,-116,0,177,97,Excellent,3,21,low_sinr
2026-07-01 18:00:00,UE00906,32.91835959132692,-97.02655774802696,XYZ401,C,-109,0,165,32,Coverage_Hole,1,21,low_sinr
2026-07-01 19:00:00,UE00907,32.94898450936017,-97.0127178430446,XYZ402,C,-97,4,234,20,Excellent,2,37,low_sinr
2026-07-01 22:00:00,UE00910,32.92126379939859,-97.03024715125974,XYZ402,B,-112,0,203,125,Poor,5,21,low_sinr
2026-07-01 23:00:00,UE00911,32.93472365834023,-96.95749120554974,XYZ403,C,-99,1,198,95,Excellent,6,22,low_sinr
2026-07-01 02:00:00,UE00914,32.92082736045911,-97.0096121898642,XYZ403,C,-98,2,263,33,Coverage_Hole,3,28,low_sinr
2026-07-01 06:00:00,UE00918,32.955430330341365,-97.02725305364112,XYZ401,A,-115,0,186,35,Excellent,1,20,low_sinr
2026-07-01 08:00:00,UE00920,32.935305415298934,-96.9462541235834,XYZ403,C,-100,0,147,83,Good,3,21,low_sinr
2026-07-01 10:00:00,UE00922,32.89936722974743,-97.00819780884515,XYZ402,C,-107,-4,72,81,Fair,5,5,low_sinr
2026-07-01 11:00:00,UE00923,32.95523036724644,-96.95873229412275,XYZ403,B,-110,3,213,77,Coverage_Hole,6,31,low_sinr
2026-07-01 16:00:00,UE00928,32.9763463084162,-96.98060218114507,XYZ402,B,-117,0,145,34,Coverage_Hole,5,21,low_sinr
2026-07-01 17:00:00,UE00929,32.964129247605655,-96.977851831924,XYZ403,A,-107,3,204,82,Excellent,6,30,low_sinr
2026-07-01 21:00:00,UE00933,32.920508312071284,-97.02608171228616,XYZ401,C,-116,-1,147,22,Excellent,4,16,low_sinr
2026-07-01 22:00:00,UE00934,32.9639349241687,-96.9669750589244,XYZ402,B,-109,0,201,124,Excellent,5,21,low_sinr
2026-07-01 00:00:00,UE00936,32.95747518039033,-97.02458709275986,XYZ401,A,-117,-1,127,41,Coverage_Hole,1,15,low_sinr
2026-07-01 01:00:00,UE00937,32.956084742012976,-97.00942571851536,XYZ402,C,-105,3,188,25,Excellent,2,31,low_sinr
2026-07-01 02:00:00,UE00938,32.89424694918422,-96.97525490878088,XYZ403,A,-119,-3,136,42,Excellent,3,11,low_sinr
2026-07-01 03:00:00,UE00939,32.97118672209922,-97.00016340794885,XYZ401,A,-114,2,208,79,Excellent,4,28,low_sinr
2026-07-01 07:00:00,UE00943,32.93071946721705,-97.01969863163932,XYZ402,C,-105,2,252,117,Fair,2,28,low_sinr
2026-07-01 11:00:00,UE00947,32.93318191248427,-97.0335549253196,XYZ403,B,-119,3,268,50,Coverage_Hole,6,31,low_sinr
2026-07-01 12:00:00,UE00948,32.976056101926446,-96.99968266191144,XYZ401,B,-114,-1,126,60,Excellent,1,16,low_sinr
2026-07-01 13:00:00,UE00949,32.914947523949145,-96.94002701998784,XYZ402,B,-118,-1,144,82,Excellent,2,14,low_sinr
2026-07-01 15:00:00,UE00951,32.96949879948787,-96.9778320561706,XYZ401,A,-111,-2,115,42,Good,4,13,low_sinr
2026-07-01 16:00:00,UE00952,32.900607036984574,-97.0090234918943,XYZ402,B,-112,-1,151,19,Excellent,5,16,low_sinr
2026-07-01 17:00:00,UE00953,32.92017722253931,-97.02353556648208,XYZ403,C,-110,0,151,67,Fair,6,21,low_sinr
2026-07-01 21:00:00,UE00957,32.95903537429097,-96.96434828666216,XYZ401,B,-109,0,177,55,Coverage_Hole,4,21,low_sinr
2026-07-01 00:00:00,UE00960,32.94917850742748,-97.01908141861313,XYZ401,A,-107,4,226,79,Good,1,36,low_sinr
2026-07-01 01:00:00,UE00961,32.903342946660864,-97.00292106981053,XYZ402,A,-108,0,146,85,Fair,2,20,low_sinr
2026-07-01 03:00:00,UE00963,32.96279237057307,-96.96252345065658,XYZ401,C,-106,2,211,98,Coverage_Hole,4,28,low_sinr
2026-07-01 08:00:00,UE00968,32.9150749169718,-96.94629602608198,XYZ403,A,-115,0,154,19,Excellent,3,20,low_sinr
2026-07-01 10:00:00,UE00970,32.96325947870233,-96.99417075919928,XYZ402,A,-101,1,191,26,Coverage_Hole,5,22,low_sinr
2026-07-01 11:00:00,UE00971,32.91444349578884,-97.01397671270236,XYZ403,C,-105,-1,118,53,Poor,6,16,low_sinr
2026-07-01 14:00:00,UE00974,32.905176370706094,-97.01633461523622,XYZ403,A,-115,0,144,70,Poor,3,21,low_sinr
2026-07-01 15:00:00,UE00975,32.97329788307907,-96.98077252283603,XYZ401,A,-115,2,200,125,Fair,4,29,low_sinr
2026-07-01 17:00:00,UE00977,32.910066678386464,-96.9713880375896,XYZ403,C,-103,4,257,44,Good,6,36,low_sinr
2026-07-01 19:00:00,UE00979,32.92125757551281,-96.94449247679732,XYZ402,C,-107,-2,158,44,Fair,2,12,low_sinr
2026-07-01 21:00:00,UE00981,32.9477954107163,-96.94748862743302,XYZ401,A,-107,0,166,118,Fair,4,21,low_sinr
2026-07-01 22:00:00,UE00982,32.96179212438692,-96.99648818158944,XYZ402,C,-106,3,234,34,Coverage_Hole,5,32,low_sinr
2026-07-01 00:00:00,UE00984,32.94265955747607,-97.02670870530584,XYZ401,A,-108,2,261,73,Coverage_Hole,1,29,low_sinr
2026-07-01 02:00:00,UE00986,32.92628001131901,-97.03454756973392,XYZ403,B,-115,0,174,62,Fair,3,21,low_sinr
2026-07-01 04:00:00,UE00988,32.949546450679364,-97.01839879564054,XYZ402,B,-102,4,285,50,Coverage_Hole,5,36,low_sinr
2026-07-01 05:00:00,UE00989,32.932592674176604,-97.02437976070236,XYZ403,B,-110,3,228,109,Excellent,6,32,low_sinr
2026-07-01 06:00:00,UE00990,32.92301127738336,-97.01484928221096,XYZ401,A,-107,0,158,67,Good,1,21,low_sinr
2026-07-01 08:00:00,UE00992,32.95681828704414,-96.9446979679636,XYZ403,B,-121,-1,138,16,Coverage_Hole,3,15,low_sinr
2026-07-01 10:00:00,UE00994,32.894857528915246,-97.00411648943138,XYZ402,C,-120,-1,115,33,Excellent,5,16,low_sinr
2026-07-01 11:00:00,UE00995,32.95842087359824,-96.95113863387294,XYZ403,C,-112,1,176,28,Coverage_Hole,6,22,low_sinr
2026-07-01 17:00:00,UE01001,32.91332689405599,-96.94604850396514,XYZ403,B,-116,-2,141,61,Poor,6,12,low_sinr
2026-07-01 21:00:00,UE01005,32.97522798241624,-96.9854998787826,XYZ401,B,-118,-2,140,123,Poor,4,12,low_sinr
2026-07-01 22:00:00,UE01006,32.90122803511651,-96.9561644234005,XYZ402,C,-118,-4,92,62,Coverage_Hole,5,5,low_sinr
2026-07-01 23:00:00,UE01007,32.90579714268873,-96.99359031478534,XYZ403,C,-100,4,229,116,Fair,6,36,low_sinr
2026-07-01 00:00:00,UE01008,32.95588366582732,-97.01892533307166,XYZ401,C,-112,2,215,45,Excellent,1,28,low_sinr
2026-07-01 04:00:00,UE01012,32.911654812408976,-96.96142787515552,XYZ402,A,-108,4,310,80,Fair,5,36,low_sinr
2026-07-01 08:00:00,UE01016,32.96688507506452,-97.01934642730934,XYZ403,C,-111,0,189,48,Excellent,3,21,low_sinr
2026-07-01 10:00:00,UE01018,32.89204855766774,-96.97946618286451,XYZ402,C,-110,0,202,89,Coverage_Hole,5,20,low_sinr
2026-07-01 11:00:00,UE01019,32.90063633836094,-96.96086880581584,XYZ403,A,-115,-1,159,45,Poor,6,14,low_sinr
2026-07-01 12:00:00,UE01020,32.967242102416485,-96.984355232676,XYZ401,C,-109,1,169,85,Excellent,1,23,low_sinr
2026-07-01 13:00:00,UE01021,32.904055541439625,-96.99549685397824,XYZ402,B,-107,4,314,52,Good,2,37,low_sinr
2026-07-01 14:00:00,UE01022,32.89670044093484,-97.00497093706883,XYZ403,A,-119,-3,146,62,Poor,3,10,low_sinr
2026-07-01 15:00:00,UE01023,32.97114451317108,-96.99210679077298,XYZ401,A,-108,-1,128,127,Poor,4,16,low_sinr
2026-07-01 19:00:00,UE01027,32.97183014086134,-97.0003973437733,XYZ402,B,-116,-1,147,54,Good,2,15,low_sinr
2026-07-01 20:00:00,UE01028,32.965754443333424,-97.00797095036822,XYZ403,C,-120,1,206,35,Good,3,24,low_sinr
2026-07-01 21:00:00,UE01029,32.91917750866494,-97.012560329958,XYZ401,A,-106,1,152,102,Excellent,4,24,low_sinr
2026-07-01 22:00:00,UE01030,32.93641686395088,-96.95457000531172,XYZ402,B,-101,3,228,45,Fair,5,31,low_sinr
2026-07-01 23:00:00,UE01031,32.9290377803834,-97.03195081708115,XYZ403,B,-117,1,189,52,Excellent,6,23,low_sinr
2026-07-01 00:00:00,UE01032,32.97161704918841,-97.00592970296908,XYZ401,C,-117,-1,129,89,Poor,1,15,low_sinr
2026-07-01 01:00:00,UE01033,32.96944863050935,-96.96231948664264,XYZ402,C,-112,-2,139,104,Fair,2,13,low_sinr
2026-07-01 03:00:00,UE01035,32.93755830151808,-96.94208108451272,XYZ401,B,-109,-3,124,80,Good,4,11,low_sinr
2026-07-01 04:00:00,UE01036,32.917730606193295,-97.01234664344318,XYZ402,B,-107,1,211,118,Excellent,5,23,low_sinr
2026-07-01 07:00:00,UE01039,32.923452510085134,-97.02066067426784,XYZ402,B,-102,2,185,123,Fair,2,28,low_sinr
2026-07-01 08:00:00,UE01040,32.89969882076149,-96.96993114323764,XYZ403,B,-114,0,209,35,Excellent,3,20,low_sinr
2026-07-01 12:00:00,UE01044,32.97397081069734,-96.98982952327334,XYZ401,B,-113,3,197,80,Poor,1,31,low_sinr
2026-07-01 15:00:00,UE01047,32.975534734999854,-96.9944299467989,XYZ401,C,-110,0,155,27,Fair,4,21,low_sinr
2026-07-01 16:00:00,UE01048,32.931434695572854,-97.0269307606604,XYZ402,B,-115,-3,158,31,Good,5,10,low_sinr
2026-07-01 20:00:00,UE01052,32.90799059995013,-96.9835089471158,XYZ403,B,-98,4,294,46,Good,3,37,low_sinr
2026-07-01 21:00:00,UE01053,32.911707413615964,-97.022263401827,XYZ401,A,-104,0,194,54,Fair,4,21,low_sinr
2026-07-01 22:00:00,UE01054,32.91877870522414,-96.9452744975468,XYZ402,A,-116,-1,110,45,Coverage_Hole,5,15,low_sinr
2026-07-01 02:00:00,UE01058,32.90349286090977,-96.97729321905985,XYZ403,A,-108,4,260,87,Poor,3,37,low_sinr
2026-07-01 03:00:00,UE01059,32.89680443347402,-96.96101951157144,XYZ401,B,-119,0,162,94,Good,4,21,low_sinr
2026-07-01 04:00:00,UE01060,32.90393283195274,-97.00635637352836,XYZ402,A,-106,1,168,93,Coverage_Hole,5,24,low_sinr
2026-07-01 07:00:00,UE01063,32.97268805017707,-96.99322771600222,XYZ402,B,-117,-5,77,26,Poor,2,5,low_sinr
2026-07-01 08:00:00,UE01064,32.90881472196759,-96.99645208435533,XYZ403,A,-104,1,145,17,Fair,3,23,low_sinr
2026-07-01 09:00:00,UE01065,32.959862811139004,-97.0101163847054,XYZ401,B,-111,2,247,53,Good,4,29,low_sinr
2026-07-01 13:00:00,UE01069,32.89956654260172,-96.97747972605669,XYZ402,C,-111,4,312,21,Excellent,2,37,low_sinr
2026-07-01 14:00:00,UE01070,32.90598037418751,-97.01591864357172,XYZ403,B,-112,-3,155,33,Good,3,11,low_sinr
2026-07-01 21:00:00,UE01077,32.963373916574795,-96.97284501505152,XYZ401,A,-109,4,297,18,Fair,4,36,low_sinr
2026-07-01 23:00:00,UE01079,32.94358650281483,-97.0309732000203,XYZ403,B,-113,-3,122,113,Poor,6,11,low_sinr
2026-07-01 00:00:00,UE01080,32.96212053857054,-96.95202541223986,XYZ401,B,-119,-2,114,30,Good,1,13,low_sinr
2026-07-01 04:00:00,UE01084,32.95304252421131,-96.9512580718777,XYZ402,C,-111,0,180,107,Coverage_Hole,5,20,low_sinr
2026-07-01 07:00:00,UE01087,32.895384772600735,-97.0015256914772,XYZ402,C,-113,2,266,64,Poor,2,29,low_sinr
2026-07-01 09:00:00,UE01089,32.89552513532752,-96.9688632598302,XYZ401,C,-118,-3,117,84,Good,4,10,low_sinr
2026-07-01 10:00:00,UE01090,32.902977803357324,-97.01943270191587,XYZ402,B,-115,-5,87,25,Coverage_Hole,5,5,low_sinr
2026-07-01 11:00:00,UE01091,32.97212286529246,-96.97879904479475,XYZ403,A,-112,1,205,67,Excellent,6,24,low_sinr
2026-07-01 12:00:00,UE01092,32.915878480198764,-96.9468748564644,XYZ401,A,-112,-6,50,88,Fair,1,5,low_sinr
2026-07-01 13:00:00,UE01093,32.97051031898319,-96.9779660274156,XYZ402,C,-112,3,248,111,Coverage_Hole,2,31,low_sinr
2026-07-01 17:00:00,UE01097,32.90581240121927,-97.00329049828328,XYZ403,C,-108,4,278,52,Good,6,36,low_sinr
2026-07-01 18:00:00,UE01098,32.97011856824227,-96.9810790217227,XYZ401,A,-105,0,161,73,Excellent,1,20,low_sinr
2026-07-01 21:00:00,UE01101,32.93606193832598,-97.02083496687612,XYZ401,C,-101,2,229,35,Fair,4,29,low_sinr
2026-07-01 22:00:00,UE01102,32.91664822110077,-97.0086105113436,XYZ402,A,-94,3,267,82,Good,5,32,low_sinr
2026-07-01 23:00:00,UE01103,32.95219262225121,-96.96441239456418,XYZ403,B,-89,2,267,27,Fair,6,28,low_sinr
2026-07-01 00:00:00,UE01104,32.97187652608745,-96.98085916589136,XYZ401,B,-108,-3,124,52,Coverage_Hole,1,11,low_sinr
2026-07-01 02:00:00,UE01106,32.89756452007485,-96.99115650572996,XYZ403,B,-116,-2,114,38,Good,3,12,low_sinr
2026-07-01 04:00:00,UE01108,32.91876932195161,-96.94409601652497,XYZ402,B,-111,1,191,129,Good,5,23,low_sinr
2026-07-01 06:00:00,UE01110,32.900303463143025,-97.01617080430722,XYZ401,C,-118,-2,148,50,Excellent,1,13,low_sinr
2026-07-01 08:00:00,UE01112,32.93396661808183,-96.95434790087518,XYZ403,B,-104,2,183,119,Fair,3,28,low_sinr
2026-07-01 10:00:00,UE01114,32.92135790589316,-97.025020264798,XYZ402,C,-115,4,280,56,Coverage_Hole,5,36,low_sinr
2026-07-01 11:00:00,UE01115,32.942616179891274,-96.95100541878108,XYZ403,A,-106,4,289,58,Poor,6,37,low_sinr
2026-07-01 12:00:00,UE01116,32.96898983261299,-97.00878757121625,XYZ401,C,-113,0,149,50,Fair,1,21,low_sinr
2026-07-01 13:00:00,UE01117,32.97433800595661,-96.96639534679356,XYZ402,A,-118,0,174,47,Good,2,21,low_sinr
2026-07-01 16:00:00,UE01120,32.96530299315227,-96.96414617832876,XYZ402,C,-110,-2,115,111,Excellent,5,12,low_sinr
2026-07-01 17:00:00,UE01121,32.90251266362195,-96.969301726195,XYZ403,A,-107,4,221,60,Fair,6,37,low_sinr
2026-07-01 18:00:00,UE01122,32.96391639588065,-96.95152519607394,XYZ401,C,-117,1,182,81,Excellent,1,23,low_sinr
2026-07-01 00:00:00,UE01128,32.89707774551764,-96.99370085845908,XYZ401,C,-108,1,183,99,Coverage_Hole,1,23,low_sinr
2026-07-01 01:00:00,UE01129,32.94895566348967,-96.93697268305785,XYZ402,A,-117,0,151,65,Good,2,20,low_sinr
2026-07-01 02:00:00,UE01130,32.97586108114847,-96.97872112277,XYZ403,C,-110,-4,95,56,Fair,3,5,low_sinr
2026-07-01 03:00:00,UE01131,32.967236130934424,-97.01829264800368,XYZ401,A,-117,-6,42,23,Good,4,5,low_sinr
2026-07-01 05:00:00,UE01133,32.96211016586614,-97.00432933380226,XYZ403,A,-108,4,223,124,Poor,6,37,low_sinr
2026-07-01 06:00:00,UE01134,32.94229745001063,-96.94129441421018,XYZ401,C,-111,0,199,32,Excellent,1,21,low_sinr
2026-07-01 07:00:00,UE01135,32.96584553888341,-96.9775191960482,XYZ402,B,-102,3,263,55,Poor,2,31,low_sinr
2026-07-01 11:00:00,UE01139,32.933271885439844,-96.9374654907654,XYZ403,B,-115,-8,47,109,Good,6,5,low_sinr
2026-07-01 12:00:00,UE01140,32.924091264398704,-97.01282783123062,XYZ401,B,-103,2,248,125,Excellent,1,29,low_sinr
2026-07-01 14:00:00,UE01142,32.901607579279855,-97.01143744559975,XYZ403,B,-110,2,190,118,Excellent,3,29,low_sinr
2026-07-01 15:00:00,UE01143,32.957994426786165,-97.02143208027698,XYZ401,B,-110,3,243,26,Fair,4,31,low_sinr
2026-07-01 16:00:00,UE01144,32.97429683847577,-96.96438020755365,XYZ402,A,-118,0,192,86,Excellent,5,20,low_sinr
2026-07-01 22:00:00,UE01150,32.94744793175605,-96.94588526802008,XYZ402,B,-113,0,158,28,Excellent,5,21,low_sinr
2026-07-01 00:00:00,UE01152,32.95017534580395,-96.93964731426978,XYZ401,A,-111,-6,42,66,Good,1,5,low_sinr
2026-07-01 01:00:00,UE01153,32.90515217104238,-96.99814606850724,XYZ402,B,-111,4,302,124,Good,2,37,low_sinr
2026-07-01 02:00:00,UE01154,32.95654695647698,-96.96306107126487,XYZ403,B,-110,-1,113,70,Poor,3,15,low_sinr
2026-07-01 03:00:00,UE01155,32.897046807482674,-96.9899557985044,XYZ401,B,-107,2,231,115,Coverage_Hole,4,29,low_sinr
2026-07-01 04:00:00,UE01156,32.93985216885893,-96.94960123236676,XYZ402,B,-103,4,289,31,Good,5,37,low_sinr
2026-07-01 05:00:00,UE01157,32.90489597858743,-97.0214048679786,XYZ403,B,-121,-3,158,57,Coverage_Hole,6,10,low_sinr
2026-07-01 06:00:00,UE01158,32.90497890301572,-96.9600083952092,XYZ401,C,-111,-3,160,83,Poor,1,11,low_sinr
2026-07-01 08:00:00,UE01160,32.916131145313635,-96.95890684762573,XYZ403,B,-104,4,216,70,Excellent,3,37,low_sinr
2026-07-01 10:00:00,UE01162,32.93583420665305,-96.94353330803696,XYZ402,A,-103,0,166,86,Excellent,5,20,low_sinr
2026-07-01 12:00:00,UE01164,32.97265641058145,-96.97892595024238,XYZ401,C,-119,0,207,88,Coverage_Hole,1,21,low_sinr
2026-07-01 13:00:00,UE01165,32.902671394337524,-96.97699686809966,XYZ402,A,-104,2,186,92,Fair,2,29,low_sinr
2026-07-01 15:00:00,UE01167,32.905813422520424,-96.98663646098623,XYZ401,A,-103,0,187,67,Excellent,4,20,low_sinr
2026-07-01 17:00:00,UE01169,32.910854510125084,-97.02590096403728,XYZ403,B,-120,2,200,34,Coverage_Hole,6,29,low_sinr
2026-07-01 18:00:00,UE01170,32.907457424777974,-96.97500072717008,XYZ401,B,-102,0,200,38,Fair,1,21,low_sinr
2026-07-01 20:00:00,UE01172,32.908527125117025,-97.02241045746794,XYZ403,C,-117,1,167,82,Coverage_Hole,3,24,low_sinr
2026-07-01 04:00:00,UE01180,32.91493085136478,-96.95810377879148,XYZ402,B,-105,-2,144,117,Excellent,5,13,low_sinr
2026-07-01 05:00:00,UE01181,32.92189573125912,-97.01365119792948,XYZ403,C,-112,4,242,32,Fair,6,37,low_sinr
2026-07-01 08:00:00,UE01184,32.96623247844479,-96.95458470424222,XYZ403,A,-118,-2,114,66,Excellent,3,13,low_sinr
2026-07-01 09:00:00,UE01185,32.93237857064674,-96.9550556035309,XYZ401,B,-105,4,292,103,Coverage_Hole,4,36,low_sinr
2026-07-01 14:00:00,UE01190,32.96496049008845,-97.01410564437047,XYZ403,A,-121,2,188,73,Coverage_Hole,3,28,low_sinr
2026-07-01 16:00:00,UE01192,32.97254707027319,-97.00326083406516,XYZ402,C,-116,-4,104,67,Fair,5,5,low_sinr
2026-07-01 18:00:00,UE01194,32.9724478343609,-96.99884042387448,XYZ401,A,-117,-1,139,60,Excellent,1,15,low_sinr
2026-07-01 19:00:00,UE01195,32.95766362929021,-96.95707474889778,XYZ402,B,-99,3,264,28,Fair,2,30,low_sinr
2026-07-01 20:00:00,UE01196,32.91295712639877,-96.96503951466327,XYZ403,B,-100,3,193,35,Coverage_Hole,3,31,low_sinr
2026-07-01 21:00:00,UE01197,32.8954387044431,-96.96958950018691,XYZ401,A,-109,-1,156,35,Fair,4,15,low_sinr
2026-07-01 22:00:00,UE01198,32.93714124548166,-96.93759833292678,XYZ402,A,-116,0,169,55,Poor,5,20,low_sinr
2026-07-01 00:00:00,UE01200,32.934106428130576,-97.03102044657072,XYZ401,A,-112,-4,78,95,Excellent,1,5,low_sinr
2026-07-01 01:00:00,UE01201,32.92146482289583,-96.95374732297482,XYZ402,C,-113,2,210,120,Good,2,29,low_sinr
2026-07-01 03:00:00,UE01203,32.92117679578484,-97.01698788594706,XYZ401,B,-104,4,244,65,Coverage_Hole,4,36,low_sinr
2026-07-01 05:00:00,UE01205,32.92683224358584,-97.03134859439092,XYZ403,B,-114,-1,136,61,Good,6,15,low_sinr
2026-07-01 06:00:00,UE01206,32.89676089782582,-96.99374800714811,XYZ401,B,-109,4,307,21,Fair,1,37,low_sinr
2026-07-01 08:00:00,UE01208,32.902631671112296,-96.97141112411096,XYZ403,A,-108,0,149,63,Excellent,3,21,low_sinr
2026-07-01 13:00:00,UE01213,32.92623674557799,-97.02180923172077,XYZ402,A,-102,1,177,125,Fair,2,23,low_sinr
2026-07-01 14:00:00,UE01214,32.91309629569027,-97.02804418320164,XYZ403,A,-114,0,178,69,Excellent,3,21,low_sinr
2026-07-01 16:00:00,UE01216,32.96130396805842,-97.02597317927888,XYZ402,B,-123,-3,116,36,Poor,5,11,low_sinr
2026-07-01 17:00:00,UE01217,32.934116128512684,-97.02988037844244,XYZ403,C,-107,4,218,27,Excellent,6,37,low_sinr
2026-07-01 18:00:00,UE01218,32.897441226207114,-96.97677566410204,XYZ401,A,-109,-2,118,21,Poor,1,12,low_sinr
2026-07-01 22:00:00,UE01222,32.89955564264572,-97.01360680013045,XYZ402,C,-119,0,200,53,Good,5,21,low_sinr
2026-07-01 23:00:00,UE01223,32.96787054195624,-96.98584930119353,XYZ403,B,-108,4,265,64,Fair,6,37,low_sinr
2026-07-01 01:00:00,UE01225,32.957797966464184,-97.00560683889036,XYZ402,A,-108,3,252,90,Excellent,2,30,low_sinr
2026-07-01 02:00:00,UE01226,32.93742960253188,-96.93970993903582,XYZ403,A,-116,2,268,79,Excellent,3,29,low_sinr
