timestamp,cell_id,ho_attempt,rach_attempt,dl_tp,ul_tp,cqi,ho_success,rach_success,rsrp,rsrq,sinr
2026-07-02 04:00:00,XYZ405,1728,862,313,67,10,1472,613,-108.3,-11.5,-3.2
2026-07-02 04:00:00,XYZ406,1871,709,345,70,9,1614,562,-112.3,-10.8,8.3
2026-07-02 04:00:00,XYZ407,860,716,374,56,9,760,598,-100.6,-10.9,10.5
2026-07-02 04:00:00,XYZ408,1960,350,439,66,10,1818,290,-101.3,-9.0,14.2
2026-07-02 04:00:00,XYZ409,890,227,679,141,15,865,212,-94.9,-7.6,16.5
2026-07-02 04:00:00,XYZ410,2142,609,611,59,15,2035,587,-86.5,-8.5,22.3
2026-07-02 05:00:00,XYZ401,2178,708,172,22,6,1601,379,-103.2,-11.6,-4.3
2026-07-02 05:00:00,XYZ402,1932,647,190,31,5,1616,327,-114.8,-14.0,-5.5
2026-07-02 05:00:00,XYZ403,1810,739,197,39,6,1451,427,-115.8,-12.5,-6.2
2026-07-02 05:00:00,XYZ404,819,523,131,15,8,677,354,-111.9,-13.0,7.6
2026-07-02 05:00:00,XYZ405,1807,325,261,34,6,1695,225,-108.4,-9.7,2.9
2026-07-02 05:00:00,XYZ406,973,774,360,77,8,850,617,-104.8,-11.5,7.8
2026-07-02 05:00:00,XYZ407,1284,582,450,85,11,1136,509,-106.5,-12.5,1.8
2026-07-02 05:00:00,XYZ408,1997,291,447,49,7,1855,251,-101.5,-10.9,6.0
2026-07-02 05:00:00,XYZ409,1431,272,757,95,11,1306,260,-89.5,-7.6,19.8
2026-07-02 05:00:00,XYZ410,986,434,662,141,15,980,433,-88.4,-7.8,22.4
2026-07-02 06:00:00,XYZ401,1726,276,210,21,6,1181,146,-128.5,-13.1,1.4
2026-07-02 06:00:00,XYZ402,1620,561,205,45,7,1142,248,-125.8,-11.3,8.0
2026-07-02 06:00:00,XYZ403,1204,311,202,42,5,934,172,-107.9,-11.2,6.4
2026-07-02 06:00:00,XYZ404,1687,584,114,16,8,1343,339,-111.9,-12.5,-3.0
2026-07-02 06:00:00,XYZ405,1104,431,352,49,7,994,315,-110.8,-11.5,0.3
2026-07-02 06:00:00,XYZ406,2116,718,429,63,7,1894,560,-93.2,-10.8,6.0
2026-07-02 06:00:00,XYZ407,1792,509,489,43,10,1574,429,-106.4,-11.2,9.6
2026-07-02 06:00:00,XYZ408,1766,722,523,81,11,1568,589,-99.9,-9.7,10.3
2026-07-02 06:00:00,XYZ409,914,769,646,105,15,892,648,-88.9,-11.1,11.6
2026-07-02 06:00:00,XYZ410,1534,785,689,150,14,1479,785,-87.5,-8.3,23.7
2026-07-02 07:00:00,XYZ401,1808,218,228,25,7,1269,118,-114.3,-12.3,1.1
2026-07-02 07:00:00,XYZ402,1067,528,215,45,8,832,243,-126.0,-13.7,3.5
2026-07-02 07:00:00,XYZ403,1027,254,191,19,6,805,130,-124.4,-12.0,10.9
2026-07-02 07:00:00,XYZ404,1694,834,89,17,5,1381,563,-113.4,-8.5,9.2
2026-07-02 07:00:00,XYZ405,1257,567,409,55,10,1045,372,-110.1,-9.3,12.2
2026-07-02 07:00:00,XYZ406,1962,213,364,54,9,1681,169,-102.8,-12.3,9.5
2026-07-02 07:00:00,XYZ407,1478,507,353,50,11,1329,390,-101.9,-8.2,15.2
2026-07-02 07:00:00,XYZ408,1343,394,480,88,12,1171,334,-101.9,-10.0,9.9
2026-07-02 07:00:00,XYZ409,1140,567,509,57,11,1135,515,-93.7,-7.9,18.3
2026-07-02 07:00:00,XYZ410,1724,255,758,155,15,1648,245,-88.5,-8.0,22.3
2026-07-02 08:00:00,XYZ401,1129,275,151,25,4,808,137,-127.1,-9.2,17.8
2026-07-02 08:00:00,XYZ402,1689,340,191,30,3,1348,174,-113.5,-11.8,7.1
2026-07-02 08:00:00,XYZ403,2152,230,205,40,6,1604,140,-120.9,-12.8,4.5
2026-07-02 08:00:00,XYZ404,2080,794,118,11,8,1664,478,-111.8,-10.3,4.3
2026-07-02 08:00:00,XYZ405,1614,451,292,34,11,1286,331,-103.8,-9.9,8.4
2026-07-02 08:00:00,XYZ406,1752,449,363,47,9,1583,352,-102.9,-9.2,14.7
2026-07-02 08:00:00,XYZ407,1908,412,321,47,8,1634,343,-110.4,-11.2,5.5
2026-07-02 08:00:00,XYZ408,1282,667,450,72,9,1162,558,-100.1,-10.7,10.6
2026-07-02 08:00:00,XYZ409,2070,639,675,147,13,2070,639,-88.0,-5.7,23.7
2026-07-02 08:00:00,XYZ410,1691,386,610,55,15,1691,386,-88.0,-9.0,21.2
2026-07-02 09:00:00,XYZ401,1594,462,148,14,6,1090,245,-131.3,-12.3,-4.2
2026-07-02 09:00:00,XYZ402,1106,331,237,45,8,832,142,-117.7,-12.5,3.1
2026-07-02 09:00:00,XYZ403,1896,450,193,32,6,1507,235,-120.3,-12.6,4.4
2026-07-02 09:00:00,XYZ404,1622,219,122,16,5,1324,121,-107.0,-12.5,1.3
2026-07-02 09:00:00,XYZ405,1491,467,324,60,4,1297,321,-103.6,-13.9,-3.2
2026-07-02 09:00:00,XYZ406,1457,455,356,53,10,1318,351,-111.4,-10.1,11.6
2026-07-02 09:00:00,XYZ407,1857,707,432,69,8,1740,526,-104.7,-11.6,6.6
2026-07-02 09:00:00,XYZ408,1155,377,497,54,12,1021,327,-104.4,-10.5,11.0
2026-07-02 09:00:00,XYZ409,1554,830,442,65,15,1532,744,-88.0,-9.2,13.9
2026-07-02 09:00:00,XYZ410,1929,538,721,63,15,1929,493,-84.8,-6.0,19.7
2026-07-02 10:00:00,XYZ401,1971,406,217,41,7,1426,212,-123.4,-15.1,-11.6
2026-07-02 10:00:00,XYZ402,818,665,256,31,6,643,351,-118.8,-13.1,-0.7
2026-07-02 10:00:00,XYZ403,2116,537,173,14,8,1565,356,-119.4,-13.4,0.3
2026-07-02 10:00:00,XYZ404,2156,563,121,14,5,1664,321,-114.0,-10.9,0.1
2026-07-02 10:00:00,XYZ405,1465,847,344,56,5,1281,589,-108.7,-11.0,7.7
2026-07-02 10:00:00,XYZ406,2152,507,427,57,9,1784,381,-111.8,-16.4,-2.7
2026-07-02 10:00:00,XYZ407,872,374,302,39,8,711,275,-107.6,-11.1,13.3
2026-07-02 10:00:00,XYZ408,1414,354,512,99,11,1316,316,-108.2,-10.3,10.8
2026-07-02 10:00:00,XYZ409,1174,850,636,74,12,1174,775,-89.6,-8.9,17.5
2026-07-02 10:00:00,XYZ410,1402,654,699,143,15,1337,645,-89.8,-9.3,22.7
2026-07-02 11:00:00,XYZ401,1824,722,187,30,5,1373,426,-118.6,-12.5,0.5
2026-07-02 11:00:00,XYZ402,1737,326,198,33,5,1405,148,-107.8,-13.5,1.5
2026-07-02 11:00:00,XYZ403,809,352,212,30,3,590,207,-118.6,-12.9,-2.9
2026-07-02 11:00:00,XYZ404,1678,668,121,24,8,1381,408,-111.3,-10.9,3.8
2026-07-02 11:00:00,XYZ405,1190,434,287,26,9,1026,312,-106.8,-10.3,15.1
2026-07-02 11:00:00,XYZ406,893,485,408,40,7,785,398,-107.4,-12.4,1.0
2026-07-02 11:00:00,XYZ407,1803,593,479,47,9,1600,486,-102.9,-10.1,8.3
2026-07-02 11:00:00,XYZ408,2132,218,470,45,10,1971,176,-100.0,-12.1,10.7
2026-07-02 11:00:00,XYZ409,840,634,585,71,13,826,599,-94.8,-9.6,18.6
2026-07-02 11:00:00,XYZ410,2155,283,675,122,15,2026,266,-89.4,-9.1,18.7
2026-07-02 12:00:00,XYZ401,1041,689,190,23,7,738,426,-116.7,-12.5,3.1
2026-07-02 12:00:00,XYZ402,880,741,211,44,8,725,335,-114.9,-12.3,5.7
2026-07-02 12:00:00,XYZ403,1975,272,179,39,3,1464,152,-115.6,-13.8,-3.7
2026-07-02 12:00:00,XYZ404,1340,655,137,19,5,1037,451,-109.7,-12.6,10.3
2026-07-02 12:00:00,XYZ405,1037,226,395,46,7,935,171,-105.8,-12.2,5.2
2026-07-02 12:00:00,XYZ406,990,561,425,85,9,825,443,-108.3,-11.1,-3.4
2026-07-02 12:00:00,XYZ407,1663,295,508,75,9,1443,219,-101.7,-7.9,12.8
2026-07-02 12:00:00,XYZ408,1965,874,390,71,13,1886,698,-101.4,-12.0,11.0
2026-07-02 12:00:00,XYZ409,1067,601,681,125,13,998,567,-93.0,-9.3,16.4
2026-07-02 12:00:00,XYZ410,1957,409,674,116,14,1865,409,-88.4,-7.5,18.1
2026-07-02 13:00:00,XYZ401,1309,836,209,21,4,884,465,-126.6,-15.4,8.1
2026-07-02 13:00:00,XYZ402,1761,687,208,23,6,1399,337,-116.4,-13.6,-5.2
2026-07-02 13:00:00,XYZ403,2117,260,184,28,7,1503,164,-124.7,-15.1,2.2
2026-07-02 13:00:00,XYZ404,2138,198,131,22,8,1720,129,-109.5,-12.2,1.9
2026-07-02 13:00:00,XYZ405,1423,850,327,52,8,1266,584,-112.6,-13.8,-5.8
2026-07-02 13:00:00,XYZ406,2069,794,348,44,9,1888,573,-105.0,-11.9,6.5
2026-07-02 13:00:00,XYZ407,2097,714,456,63,8,1938,565,-106.0,-9.8,9.4
2026-07-02 13:00:00,XYZ408,1320,805,447,57,11,1155,689,-101.6,-11.0,11.7
2026-07-02 13:00:00,XYZ409,1648,868,659,99,14,1648,830,-96.4,-11.5,13.3
2026-07-02 13:00:00,XYZ410,1886,229,527,93,15,1840,210,-88.7,-10.7,14.1
2026-07-02 14:00:00,XYZ401,1155,576,154,27,8,829,304,-122.5,-15.9,-11.1
2026-07-02 14:00:00,XYZ402,1308,460,236,48,7,1046,207,-112.3,-11.1,-3.5
2026-07-02 14:00:00,XYZ403,1849,501,181,23,5,1360,320,-118.8,-16.0,-16.9
2026-07-02 14:00:00,XYZ404,2177,315,108,10,6,1703,213,-112.7,-11.7,8.9
2026-07-02 14:00:00,XYZ405,1521,863,349,29,7,1252,603,-109.5,-11.7,-2.3
2026-07-02 14:00:00,XYZ406,1018,205,253,44,10,873,157,-105.1,-10.3,10.7
2026-07-02 14:00:00,XYZ407,1099,482,364,58,11,1015,360,-103.9,-11.1,12.8
2026-07-02 14:00:00,XYZ408,1259,842,563,118,10,1120,692,-103.8,-12.6,11.5
2026-07-02 14:00:00,XYZ409,1593,881,526,106,13,1472,859,-93.5,-7.8,19.5
2026-07-02 14:00:00,XYZ410,1261,828,621,134,12,1190,781,-90.8,-10.0,20.1
2026-07-02 15:00:00,XYZ401,1402,256,155,15,5,895,150,-116.6,-13.6,2.6
2026-07-02 15:00:00,XYZ402,1996,441,195,37,8,1590,231,-114.8,-12.6,1.8
2026-07-02 15:00:00,XYZ403,2080,682,137,21,7,1491,368,-114.4,-12.5,-9.6
2026-07-02 15:00:00,XYZ404,1834,343,133,17,7,1445,197,-109.5,-11.2,5.6
2026-07-02 15:00:00,XYZ405,1247,666,300,62,8,1121,468,-100.5,-11.1,4.8
2026-07-02 15:00:00,XYZ406,2056,816,359,42,9,1750,636,-104.9,-11.4,10.7
2026-07-02 15:00:00,XYZ407,1379,563,394,36,10,1290,454,-108.6,-12.3,7.6
2026-07-02 15:00:00,XYZ408,996,351,559,61,11,894,322,-103.9,-11.9,4.5
2026-07-02 15:00:00,XYZ409,1668,899,722,60,14,1635,824,-88.4,-11.6,12.6
2026-07-02 15:00:00,XYZ410,1479,218,682,79,14,1478,211,-87.7,-9.7,21.1
2026-07-02 16:00:00,XYZ401,1594,503,153,25,5,1101,282,-109.1,-14.2,-0.7
2026-07-02 16:00:00,XYZ402,948,546,232,33,8,707,271,-116.0,-13.6,1.4
2026-07-02 16:00:00,XYZ403,1609,340,138,14,7,1212,194,-118.6,-14.9,-1.8
2026-07-02 16:00:00,XYZ404,2187,843,121,20,7,1702,465,-105.0,-13.5,-5.2
2026-07-02 16:00:00,XYZ405,1900,395,292,30,9,1611,282,-108.1,-14.0,-5.8
2026-07-02 16:00:00,XYZ406,1252,811,309,65,11,1066,643,-108.3,-8.9,10.7
2026-07-02 16:00:00,XYZ407,1924,477,465,81,11,1660,387,-106.1,-11.0,5.3
2026-07-02 16:00:00,XYZ408,1280,282,555,98,9,1166,238,-101.9,-9.1,11.6
2026-07-02 16:00:00,XYZ409,1112,503,595,71,15,1049,465,-90.2,-10.0,15.5
2026-07-02 16:00:00,XYZ410,1536,317,613,58,15,1441,299,-89.6,-8.8,16.8
2026-07-02 17:00:00,XYZ401,2122,323,174,35,3,1432,162,-114.9,-13.7,-5.3
2026-07-02 17:00:00,XYZ402,2093,211,214,44,7,1501,105,-121.1,-13.8,0.6
2026-07-02 17:00:00,XYZ403,1905,554,213,20,4,1331,327,-124.2,-14.0,8.2
2026-07-02 17:00:00,XYZ404,1545,694,98,10,5,1276,450,-111.8,-10.6,18.6
2026-07-02 17:00:00,XYZ405,1126,855,383,43,4,1003,690,-106.4,-12.2,3.0
2026-07-02 17:00:00,XYZ406,1341,558,446,91,6,1197,438,-100.1,-12.5,-1.8
2026-07-02 17:00:00,XYZ407,881,900,362,48,12,816,716,-100.8,-11.3,6.9
2026-07-02 17:00:00,XYZ408,1575,554,473,65,12,1419,430,-106.4,-10.0,12.7
2026-07-02 17:00:00,XYZ409,1506,798,560,57,13,1409,753,-85.8,-9.7,16.3
2026-07-02 17:00:00,XYZ410,1122,550,747,130,14,1097,495,-90.2,-9.8,18.4
2026-07-02 18:00:00,XYZ401,1781,600,176,28,5,1290,343,-116.2,-13.7,-1.7
2026-07-02 18:00:00,XYZ402,914,350,208,38,6,707,167,-111.9,-11.7,9.1
2026-07-02 18:00:00,XYZ403,2155,401,210,40,5,1684,197,-130.9,-12.2,5.9
2026-07-02 18:00:00,XYZ404,1172,818,126,14,5,895,493,-114.6,-13.6,1.1
2026-07-02 18:00:00,XYZ405,1589,715,356,59,8,1372,518,-105.0,-12.8,0.4
2026-07-02 18:00:00,XYZ406,879,724,328,67,7,790,550,-106.0,-11.6,4.4
2026-07-02 18:00:00,XYZ407,2189,559,334,43,11,1922,425,-101.7,-14.1,3.6
2026-07-02 18:00:00,XYZ408,1979,280,519,81,12,1832,230,-102.0,-13.1,10.9
2026-07-02 18:00:00,XYZ409,1327,187,595,78,13,1310,186,-93.3,-7.6,15.3
2026-07-02 18:00:00,XYZ410,1116,616,761,133,14,1066,580,-89.2,-9.2,21.9
2026-07-02 19:00:00,XYZ401,1217,674,147,20,6,821,395,-114.7,-15.2,7.2
2026-07-02 19:00:00,XYZ402,1082,855,228,43,7,817,428,-112.5,-15.0,3.5
2026-07-02 19:00:00,XYZ403,1927,233,228,32,6,1379,125,-109.1,-9.8,14.3
2026-07-02 19:00:00,XYZ404,931,449,118,18,9,795,279,-110.4,-11.1,7.7
2026-07-02 19:00:00,XYZ405,2023,359,330,28,10,1837,267,-110.7,-11.9,0.9
2026-07-02 19:00:00,XYZ406,2027,702,381,39,9,1736,527,-106.3,-10.9,7.7
2026-07-02 19:00:00,XYZ407,1365,584,476,86,10,1235,445,-106.7,-9.0,9.5
2026-07-02 19:00:00,XYZ408,1945,776,605,97,12,1753,613,-96.7,-8.9,9.1
2026-07-02 19:00:00,XYZ409,1334,752,766,148,12,1315,738,-89.8,-6.9,17.1
2026-07-02 19:00:00,XYZ410,1977,436,493,71,15,1904,402,-92.9,-10.1,15.3
2026-07-02 20:00:00,XYZ401,1743,673,173,21,2,1337,337,-116.3,-15.4,-0.0
2026-07-02 20:00:00,XYZ402,1523,708,235,30,4,1158,296,-116.7,-11.9,-0.5
2026-07-02 20:00:00,XYZ403,1935,542,209,38,8,1511,304,-114.7,-10.7,8.0
2026-07-02 20:00:00,XYZ404,1280,427,114,11,6,1013,272,-114.0,-11.3,3.3
2026-07-02 20:00:00,XYZ405,960,808,297,61,7,806,539,-100.1,-8.9,5.4
2026-07-02 20:00:00,XYZ406,1976,461,439,38,9,1776,306,-105.3,-11.2,10.5
2026-07-02 20:00:00,XYZ407,1666,694,464,58,8,1437,559,-108.4,-10.0,14.5
2026-07-02 20:00:00,XYZ408,817,192,452,53,11,771,159,-105.6,-9.6,13.1
2026-07-02 20:00:00,XYZ409,1351,554,570,82,14,1255,526,-90.7,-10.5,18.9
2026-07-02 20:00:00,XYZ410,1970,314,608,122,15,1970,314,-88.4,-9.9,21.9
2026-07-02 21:00:00,XYZ401,1201,333,204,32,6,920,209,-118.8,-13.8,-1.8
2026-07-02 21:00:00,XYZ402,1446,678,202,39,6,1089,314,-108.9,-13.9,-6.4
2026-07-02 21:00:00,XYZ403,1775,522,182,24,5,1343,294,-116.3,-14.0,5.6
2026-07-02 21:00:00,XYZ404,2191,800,107,19,7,1809,509,-107.0,-13.0,-0.2
2026-07-02 21:00:00,XYZ405,1798,260,355,45,7,1555,176,-110.4,-11.8,7.8
2026-07-02 21:00:00,XYZ406,2092,807,419,51,9,1939,572,-109.4,-10.7,9.7
2026-07-02 21:00:00,XYZ407,1347,635,391,78,8,1180,492,-103.6,-12.4,-1.3
2026-07-02 21:00:00,XYZ408,1056,420,503,45,11,977,336,-109.1,-11.5,9.5
2026-07-02 21:00:00,XYZ409,1769,586,769,103,14,1704,549,-101.9,-8.6,14.5
2026-07-02 21:00:00,XYZ410,1269,433,730,95,15,1269,414,-90.2,-7.1,22.6
2026-07-02 22:00:00,XYZ401,1466,733,152,22,8,1087,378,-111.1,-11.5,-6.0
2026-07-02 22:00:00,XYZ402,2102,757,212,20,5,1618,323,-112.2,-15.4,-15.0
2026-07-02 22:00:00,XYZ403,1430,490,188,33,5,1050,295,-109.9,-12.5,-0.4
2026-07-02 22:00:00,XYZ404,1807,668,103,11,7,1510,400,-105.5,-13.2,4.4
2026-07-02 22:00:00,XYZ405,1948,841,324,67,10,1634,615,-111.0,-11.4,8.1
2026-07-02 22:00:00,XYZ406,1356,471,390,37,10,1262,353,-110.0,-10.7,6.6
2026-07-02 22:00:00,XYZ407,1732,817,554,66,13,1528,636,-107.6,-9.3,8.2
2026-07-02 22:00:00,XYZ408,1056,628,522,100,10,983,531,-105.2,-9.2,12.7
2026-07-02 22:00:00,XYZ409,1560,518,547,58,14,1432,495,-87.6,-8.0,18.4
2026-07-02 22:00:00,XYZ410,1312,570,619,113,15,1312,552,-88.9,-9.3,20.3
2026-07-02 23:00:00,XYZ401,868,276,173,29,6,638,168,-134.9,-16.3,-5.0
2026-07-02 23:00:00,XYZ402,886,742,177,20,8,712,333,-115.5,-13.8,-3.0
2026-07-02 23:00:00,XYZ403,1031,195,202,38,8,776,121,-114.0,-10.6,3.9
2026-07-02 23:00:00,XYZ404,1773,884,131,28,8,1419,520,-114.2,-11.6,5.0
2026-07-02 23:00:00,XYZ405,2080,337,387,72,9,1843,247,-110.1,-12.4,-3.4
2026-07-02 23:00:00,XYZ406,1698,377,398,63,11,1483,308,-105.5,-12.2,6.4
2026-07-02 23:00:00,XYZ407,1911,371,339,35,10,1707,287,-107.6,-13.7,7.0
2026-07-02 23:00:00,XYZ408,1887,338,413,75,11,1670,263,-101.3,-11.6,5.7
2026-07-02 23:00:00,XYZ409,838,815,551,82,11,795,744,-91.7,-9.3,20.8
2026-07-02 23:00:00,XYZ410,1929,337,705,139,14,1929,314,-89.2,-9.0,19.1
2026-07-03 00:00:00,XYZ401,1065,289,166,30,4,770,161,-120.7,-15.3,-1.7
2026-07-03 00:00:00,XYZ402,1324,230,238,49,6,992,102,-109.9,-9.1,14.6
2026-07-03 00:00:00,XYZ403,963,549,184,22,7,681,324,-127.0,-15.4,-6.9
2026-07-03 00:00:00,XYZ404,883,252,126,17,7,658,158,-113.4,-10.7,3.5
2026-07-03 00:00:00,XYZ405,1195,820,325,57,7,1000,586,-103.2,-13.6,2.9
2026-07-03 00:00:00,XYZ406,2162,617,403,89,9,1817,492,-107.6,-9.9,9.1
2026-07-03 00:00:00,XYZ407,1707,743,347,57,11,1637,568,-102.3,-12.4,7.8
2026-07-03 00:00:00,XYZ408,1953,738,465,63,12,1836,638,-98.0,-10.4,12.7
2026-07-03 00:00:00,XYZ409,870,710,634,119,13,870,663,-87.8,-4.8,20.7
2026-07-03 00:00:00,XYZ410,1365,746,722,85,14,1365,677,-88.2,-8.8,18.8
2026-07-03 01:00:00,XYZ401,1992,487,174,18,4,1434,282,-112.9,-10.6,2.4
2026-07-03 01:00:00,XYZ402,1980,277,214,40,6,1440,125,-117.4,-14.6,-1.1
2026-07-03 01:00:00,XYZ403,1512,303,235,31,4,1169,166,-113.5,-14.3,-4.7
2026-07-03 01:00:00,XYZ404,1424,716,125,23,7,1144,478,-110.7,-10.5,6.2
2026-07-03 01:00:00,XYZ405,1604,769,331,53,9,1458,544,-110.8,-12.1,4.9
2026-07-03 01:00:00,XYZ406,900,741,398,63,10,800,567,-105.0,-12.5,-1.6
2026-07-03 01:00:00,XYZ407,1799,754,427,89,10,1563,627,-108.7,-11.9,3.7
2026-07-03 01:00:00,XYZ408,983,295,473,58,10,878,244,-105.8,-10.2,8.0
2026-07-03 01:00:00,XYZ409,1516,632,603,110,12,1367,542,-94.3,-8.9,13.7
2026-07-03 01:00:00,XYZ410,975,295,649,83,15,939,282,-89.5,-9.1,18.8
2026-07-03 02:00:00,XYZ401,1027,519,179,33,7,727,307,-116.1,-11.2,7.6
2026-07-03 02:00:00,XYZ402,1089,891,214,26,7,886,425,-115.9,-15.0,-9.0
2026-07-03 02:00:00,XYZ403,2065,188,188,23,3,1539,117,-109.3,-13.4,3.2
2026-07-03 02:00:00,XYZ404,2129,575,147,23,5,1726,359,-108.1,-11.8,4.7
2026-07-03 02:00:00,XYZ405,1181,754,301,31,10,1044,617,-107.3,-11.7,4.5
2026-07-03 02:00:00,XYZ406,1510,880,379,64,6,1367,656,-101.5,-7.5,8.2
2026-07-03 02:00:00,XYZ407,1592,210,399,73,11,1500,158,-98.1,-11.0,4.6
2026-07-03 02:00:00,XYZ408,1866,874,605,125,13,1735,705,-105.7,-9.8,10.4
2026-07-03 02:00:00,XYZ409,1474,848,578,89,10,1407,802,-89.6,-7.9,18.9
2026-07-03 02:00:00,XYZ410,1076,620,673,106,15,1076,620,-88.1,-5.6,24.3
2026-07-03 03:00:00,XYZ401,1042,329,160,34,4,774,203,-119.5,-14.4,-15.5
2026-07-03 03:00:00,XYZ402,2104,460,207,34,8,1677,227,-112.4,-12.3,1.1
2026-07-03 03:00:00,XYZ403,2054,883,210,36,5,1545,537,-114.0,-12.7,-0.5
2026-07-03 03:00:00,XYZ404,1176,576,118,14,7,908,344,-111.9,-11.9,2.5
2026-07-03 03:00:00,XYZ405,1645,387,350,44,6,1427,301,-107.9,-8.8,3.2
2026-07-03 03:00:00,XYZ406,1737,432,335,71,9,1483,310,-103.0,-13.6,-0.3
2026-07-03 03:00:00,XYZ407,1971,219,481,65,9,1713,169,-108.3,-11.1,7.4
2026-07-03 03:00:00,XYZ408,880,751,524,99,8,808,599,-99.7,-10.3,12.5
2026-07-03 03:00:00,XYZ409,1385,807,600,90,12,1301,766,-88.0,-8.2,13.8
2026-07-03 03:00:00,XYZ410,1168,779,726,118,14,1132,779,-89.2,-7.2,22.0
2026-07-03 04:00:00,XYZ401,1213,511,188,27,3,885,275,-122.7,-15.3,-18.3
2026-07-03 04:00:00,XYZ402,1543,267,202,27,7,1219,117,-115.7,-13.9,2.1
2026-07-03 04:00:00,XYZ403,1149,855,214,39,8,899,472,-114.1,-12.1,-4.2
2026-07-03 04:00:00,XYZ404,1713,475,112,16,6,1384,287,-113.4,-11.4,4.7
2026-07-03 04:00:00,XYZ405,1821,685,366,42,8,1560,492,-107.6,-11.9,11.6
2026-07-03 04:00:00,XYZ406,1920,464,433,37,10,1726,344,-109.5,-11.7,7.7
2026-07-03 04:00:00,XYZ407,866,485,442,76,13,754,355,-105.6,-7.9,9.5
2026-07-03 04:00:00,XYZ408,2018,766,469,57,11,1898,655,-104.8,-11.1,4.9
2026-07-03 04:00:00,XYZ409,1554,617,662,91,13,1554,552,-91.4,-9.9,15.1
2026-07-03 04:00:00,XYZ410,1229,892,703,128,14,1178,859,-87.3,-10.9,12.5
2026-07-03 05:00:00,XYZ401,2038,474,145,24,7,1631,238,-128.4,-12.8,4.9
2026-07-03 05:00:00,XYZ402,1816,712,231,25,6,1329,337,-120.8,-14.6,5.2
2026-07-03 05:00:00,XYZ403,1042,300,216,42,5,824,176,-116.3,-14.6,-5.8
2026-07-03 05:00:00,XYZ404,1234,191,137,26,6,996,111,-116.7,-12.1,1.9
2026-07-03 05:00:00,XYZ405,1033,762,290,60,9,877,523,-108.7,-11.3,4.2
2026-07-03 05:00:00,XYZ406,872,841,349,68,10,800,668,-104.2,-12.0,-2.7
2026-07-03 05:00:00,XYZ407,914,874,452,59,12,834,673,-106.5,-10.0,12.5
2026-07-03 05:00:00,XYZ408,1105,467,548,58,12,950,406,-105.3,-10.2,6.5
2026-07-03 05:00:00,XYZ409,1039,502,523,64,15,1039,446,-92.6,-7.5,13.7
2026-07-03 05:00:00,XYZ410,1875,489,766,147,15,1875,478,-86.3,-7.8,22.0
2026-07-03 06:00:00,XYZ401,1824,675,208,44,5,1341,391,-118.8,-14.6,-11.7
2026-07-03 06:00:00,XYZ402,2185,315,224,19,7,1616,152,-113.7,-12.7,-10.7
2026-07-03 06:00:00,XYZ403,2017,227,197,22,5,1550,125,-109.2,-11.5,6.2
2026-07-03 06:00:00,XYZ404,1210,377,128,12,6,916,229,-107.2,-13.6,3.3
2026-07-03 06:00:00,XYZ405,2075,735,314,28,10,1757,524,-110.1,-10.1,8.5
2026-07-03 06:00:00,XYZ406,2055,526,394,36,10,1853,403,-106.3,-9.2,17.6
2026-07-03 06:00:00,XYZ407,1602,786,403,75,10,1469,666,-108.2,-12.9,3.6
2026-07-03 06:00:00,XYZ408,1892,260,361,53,12,1773,238,-103.8,-10.9,7.9
2026-07-03 06:00:00,XYZ409,1733,656,616,65,15,1653,651,-99.2,-7.8,17.3
2026-07-03 06:00:00,XYZ410,2162,518,722,104,13,2162,507,-92.0,-8.6,19.3
2026-07-03 07:00:00,XYZ401,1149,768,166,32,3,820,450,-116.1,-11.8,0.7
2026-07-03 07:00:00,XYZ402,1891,652,206,26,7,1547,291,-112.0,-14.6,-6.4
2026-07-03 07:00:00,XYZ403,2010,760,243,39,8,1354,476,-114.5,-14.0,-9.5
2026-07-03 07:00:00,XYZ404,1796,297,152,14,8,1495,173,-114.4,-14.8,-8.5
2026-07-03 07:00:00,XYZ405,1022,568,353,66,8,862,380,-110.7,-10.0,11.4
2026-07-03 07:00:00,XYZ406,800,330,390,79,8,728,249,-109.7,-10.1,5.2
2026-07-03 07:00:00,XYZ407,1413,491,487,81,6,1186,374,-98.9,-12.0,3.4
2026-07-03 07:00:00,XYZ408,1845,593,480,76,11,1692,530,-107.8,-8.7,18.0
2026-07-03 07:00:00,XYZ409,1535,211,566,88,14,1517,202,-91.6,-9.3,20.6
2026-07-03 07:00:00,XYZ410,2156,357,668,147,15,2155,333,-87.8,-7.3,14.9
2026-07-03 08:00:00,XYZ401,2172,843,189,32,6,1570,467,-108.5,-13.8,-0.7
2026-07-03 08:00:00,XYZ402,1651,646,217,42,4,1286,341,-119.8,-12.4,8.9
2026-07-03 08:00:00,XYZ403,1587,799,189,30,3,1171,479,-110.1,-12.8,-0.6
2026-07-03 08:00:00,XYZ404,868,218,113,21,6,753,122,-114.6,-10.8,7.2
2026-07-03 08:00:00,XYZ405,1372,804,368,71,4,1163,581,-104.2,-11.2,8.0
2026-07-03 08:00:00,XYZ406,1439,807,376,69,7,1295,657,-104.8,-12.4,8.0
2026-07-03 08:00:00,XYZ407,1662,481,411,36,8,1412,427,-105.2,-9.1,9.0
2026-07-03 08:00:00,XYZ408,1769,772,447,41,10,1559,661,-102.1,-9.6,17.3
2026-07-03 08:00:00,XYZ409,1835,438,655,107,13,1835,425,-90.4,-8.7,17.8
