ue_id,cell_id,rsrp,rsrq,sinr,msg_failure
UE10440,XYZ401,-118.6,-12.3,24.6,MSG2
UE10441,XYZ402,-108.0,-10.9,12.0,MSG1
UE10442,XYZ403,-115.3,-11.6,1.4,MSG2
UE10443,XYZ404,-112.1,-8.8,10.7,SUCCESS
UE10444,XYZ405,-108.6,-11.0,5.8,SUCCESS
UE10445,XYZ406,-111.3,-11.7,1.2,SUCCESS
UE10446,XYZ407,-104.0,-9.8,10.1,SUCCESS
UE10447,XYZ408,-102.8,-10.8,7.6,SUCCESS
UE10448,XYZ409,-95.7,-9.7,18.4,SUCCESS
UE10449,XYZ410,-86.5,-8.7,22.0,SUCCESS
UE10450,XYZ401,-122.8,-11.8,1.3,MSG1
UE10451,XYZ402,-106.8,-12.5,6.8,SUCCESS
UE10452,XYZ403,-114.9,-12.5,0.4,MSG3
UE10453,XYZ404,-111.4,-14.1,-0.9,MSG1
UE10454,XYZ405,-109.2,-10.5,15.1,SUCCESS
UE10455,XYZ406,-108.6,-11.7,5.8,SUCCESS
UE10456,XYZ407,-104.6,-11.2,6.9,SUCCESS
UE10457,XYZ408,-104.0,-9.4,10.4,SUCCESS
UE10458,XYZ409,-95.9,-8.6,16.3,MSG2
UE10459,XYZ410,-85.7,-6.6,16.6,SUCCESS
UE10460,XYZ401,-115.4,-16.8,-16.0,MSG2
UE10461,XYZ402,-115.4,-12.9,-11.1,MSG4
UE10462,XYZ403,-118.9,-13.3,-1.1,SUCCESS
UE10463,XYZ404,-102.1,-11.5,2.7,SUCCESS
UE10464,XYZ405,-98.4,-11.9,0.2,SUCCESS
UE10465,XYZ406,-105.1,-12.3,4.8,SUCCESS
UE10466,XYZ407,-107.5,-9.9,3.9,SUCCESS
UE10467,XYZ408,-107.5,-11.0,6.9,SUCCESS
UE10468,XYZ409,-92.1,-8.6,12.9,SUCCESS
UE10469,XYZ410,-86.8,-6.5,23.4,SUCCESS
UE10470,XYZ401,-122.2,-14.0,-5.6,MSG2
UE10471,XYZ402,-109.5,-10.1,1.4,SUCCESS
UE10472,XYZ403,-112.1,-15.8,-11.3,SUCCESS
UE10473,XYZ404,-116.5,-11.8,2.8,SUCCESS
UE10474,XYZ405,-111.3,-16.4,1.0,SUCCESS
UE10475,XYZ406,-102.5,-9.5,11.1,SUCCESS
UE10476,XYZ407,-107.3,-12.3,11.2,SUCCESS
UE10477,XYZ408,-105.4,-11.1,4.2,MSG3
UE10478,XYZ409,-93.8,-8.5,20.5,SUCCESS
UE10479,XYZ410,-90.4,-10.1,17.8,SUCCESS
UE10480,XYZ401,-122.4,-14.6,-2.0,MSG1
UE10481,XYZ402,-115.4,-12.5,-2.7,MSG2
UE10482,XYZ403,-109.5,-14.0,-5.3,MSG1
UE10483,XYZ404,-114.0,-14.2,-2.2,SUCCESS
UE10484,XYZ405,-111.8,-12.7,2.2,MSG4
UE10485,XYZ406,-101.7,-10.2,11.2,MSG1
UE10486,XYZ407,-100.3,-12.2,9.2,SUCCESS
UE10487,XYZ408,-100.5,-8.6,13.3,SUCCESS
UE10488,XYZ409,-95.4,-10.9,12.7,SUCCESS
UE10489,XYZ410,-84.2,-7.3,23.8,SUCCESS
UE10490,XYZ401,-117.5,-14.2,-0.7,SUCCESS
UE10491,XYZ402,-103.1,-13.4,2.6,MSG1
UE10492,XYZ403,-102.3,-14.2,-21.9,SUCCESS
UE10493,XYZ404,-104.2,-13.8,-1.2,SUCCESS
UE10494,XYZ405,-113.6,-10.2,8.8,SUCCESS
UE10495,XYZ406,-101.6,-10.8,7.3,SUCCESS
UE10496,XYZ407,-106.7,-10.3,11.3,SUCCESS
UE10497,XYZ408,-101.2,-12.2,10.0,SUCCESS
UE10498,XYZ409,-93.5,-9.7,13.8,SUCCESS
UE10499,XYZ410,-87.2,-7.7,19.0,SUCCESS
UE10500,XYZ401,-115.9,-9.8,3.6,MSG3
UE10501,XYZ402,-111.9,-9.5,-1.2,MSG3
UE10502,XYZ403,-118.4,-11.4,0.4,MSG3
UE10503,XYZ404,-113.3,-13.2,3.0,SUCCESS
UE10504,XYZ405,-119.1,-10.7,6.1,SUCCESS
UE10505,XYZ406,-108.2,-10.3,13.7,SUCCESS
UE10506,XYZ407,-100.7,-11.1,7.0,SUCCESS
UE10507,XYZ408,-104.1,-9.3,21.2,SUCCESS
UE10508,XYZ409,-93.1,-7.9,13.9,SUCCESS
UE10509,XYZ410,-91.3,-7.1,24.7,SUCCESS
UE10510,XYZ401,-109.5,-11.3,7.7,MSG3
UE10511,XYZ402,-112.4,-10.9,-0.6,MSG2
UE10512,XYZ403,-114.0,-12.0,-7.7,MSG1
UE10513,XYZ404,-114.1,-13.8,-4.5,SUCCESS
UE10514,XYZ405,-100.9,-10.1,9.2,SUCCESS
UE10515,XYZ406,-105.0,-9.8,16.0,SUCCESS
UE10516,XYZ407,-99.7,-11.0,6.4,SUCCESS
UE10517,XYZ408,-103.2,-11.2,8.9,SUCCESS
UE10518,XYZ409,-89.9,-7.7,17.1,SUCCESS
UE10519,XYZ410,-88.8,-6.1,21.5,SUCCESS
UE10520,XYZ401,-118.9,-12.0,11.6,SUCCESS
UE10521,XYZ402,-115.6,-11.9,-1.7,MSG4
UE10522,XYZ403,-113.0,-10.7,0.8,SUCCESS
UE10523,XYZ404,-116.1,-13.8,-3.4,MSG4
UE10524,XYZ405,-102.9,-10.7,0.7,SUCCESS
UE10525,XYZ406,-107.9,-11.7,6.9,SUCCESS
UE10526,XYZ407,-101.2,-8.4,11.2,SUCCESS
UE10527,XYZ408,-106.9,-7.6,19.6,SUCCESS
UE10528,XYZ409,-93.7,-7.8,22.0,SUCCESS
UE10529,XYZ410,-84.9,-6.7,20.0,SUCCESS
UE10530,XYZ401,-122.9,-12.8,4.1,MSG4
UE10531,XYZ402,-120.3,-16.6,-10.7,MSG4
UE10532,XYZ403,-117.4,-10.9,6.7,MSG4
UE10533,XYZ404,-114.0,-13.8,1.8,MSG1
UE10534,XYZ405,-113.6,-11.5,6.2,SUCCESS
UE10535,XYZ406,-103.5,-15.1,2.8,MSG1
UE10536,XYZ407,-104.5,-10.3,8.0,SUCCESS
UE10537,XYZ408,-99.4,-8.6,11.9,SUCCESS
UE10538,XYZ409,-94.6,-10.0,13.5,SUCCESS
UE10539,XYZ410,-85.1,-6.1,21.7,SUCCESS
UE10540,XYZ401,-112.3,-13.4,-4.6,MSG3
UE10541,XYZ402,-120.3,-15.7,-6.1,MSG1
UE10542,XYZ403,-120.1,-15.9,-13.0,MSG2
UE10543,XYZ404,-117.7,-13.0,-5.0,SUCCESS
UE10544,XYZ405,-108.7,-13.0,-3.1,SUCCESS
UE10545,XYZ406,-112.1,-9.9,8.6,SUCCESS
UE10546,XYZ407,-104.6,-10.2,9.2,SUCCESS
UE10547,XYZ408,-99.5,-9.7,11.1,SUCCESS
UE10548,XYZ409,-94.0,-9.9,13.0,MSG1
UE10549,XYZ410,-86.8,-8.9,21.1,SUCCESS
UE10550,XYZ401,-119.6,-10.2,3.3,SUCCESS
UE10551,XYZ402,-109.9,-12.1,4.7,MSG3
UE10552,XYZ403,-111.3,-12.1,2.1,SUCCESS
UE10553,XYZ404,-115.2,-13.6,-3.9,SUCCESS
UE10554,XYZ405,-110.4,-9.9,10.0,MSG1
UE10555,XYZ406,-99.9,-12.5,9.4,SUCCESS
UE10556,XYZ407,-106.4,-12.9,1.8,SUCCESS
UE10557,XYZ408,-104.1,-8.7,10.3,SUCCESS
UE10558,XYZ409,-85.6,-8.6,13.7,MSG4
UE10559,XYZ410,-83.8,-9.5,18.0,SUCCESS
UE10560,XYZ401,-119.2,-12.5,-8.6,MSG4
UE10561,XYZ402,-116.6,-15.2,-4.2,SUCCESS
UE10562,XYZ403,-115.6,-10.9,-4.6,MSG1
UE10563,XYZ404,-107.4,-12.4,6.9,SUCCESS
UE10564,XYZ405,-105.9,-11.3,-0.0,SUCCESS
UE10565,XYZ406,-108.3,-10.6,6.8,SUCCESS
UE10566,XYZ407,-106.6,-10.6,4.3,SUCCESS
UE10567,XYZ408,-100.7,-10.6,9.4,SUCCESS
UE10568,XYZ409,-90.3,-6.2,23.1,SUCCESS
UE10569,XYZ410,-89.7,-7.9,24.3,SUCCESS
UE10570,XYZ401,-123.7,-12.8,-2.7,SUCCESS
UE10571,XYZ402,-117.2,-10.1,12.1,SUCCESS
UE10572,XYZ403,-118.9,-12.0,1.1,SUCCESS
UE10573,XYZ404,-111.5,-12.9,-9.6,SUCCESS
UE10574,XYZ405,-119.3,-11.2,14.3,SUCCESS
UE10575,XYZ406,-105.2,-11.3,0.5,SUCCESS
UE10576,XYZ407,-103.9,-12.2,6.5,MSG1
UE10577,XYZ408,-102.8,-9.6,11.8,SUCCESS
UE10578,XYZ409,-93.3,-8.8,17.9,SUCCESS
UE10579,XYZ410,-89.9,-7.8,20.0,SUCCESS
UE10580,XYZ401,-117.4,-16.3,-16.4,SUCCESS
UE10581,XYZ402,-129.3,-12.5,6.6,MSG1
UE10582,XYZ403,-112.1,-10.7,3.6,SUCCESS
UE10583,XYZ404,-121.2,-11.6,1.9,SUCCESS
UE10584,XYZ405,-111.2,-12.5,2.9,SUCCESS
UE10585,XYZ406,-107.8,-10.7,5.1,SUCCESS
UE10586,XYZ407,-106.2,-11.7,3.1,MSG1
UE10587,XYZ408,-104.6,-8.5,15.5,SUCCESS
UE10588,XYZ409,-93.0,-11.0,13.3,SUCCESS
UE10589,XYZ410,-86.4,-10.0,13.2,SUCCESS
UE10590,XYZ401,-117.6,-15.5,-9.5,SUCCESS
UE10591,XYZ402,-124.1,-13.9,-1.6,SUCCESS
UE10592,XYZ403,-109.2,-13.0,-1.1,SUCCESS
UE10593,XYZ404,-114.1,-13.5,3.8,SUCCESS
UE10594,XYZ405,-107.1,-10.0,11.8,SUCCESS
UE10595,XYZ406,-109.6,-11.8,15.1,SUCCESS
UE10596,XYZ407,-107.7,-11.5,5.8,SUCCESS
UE10597,XYZ408,-100.6,-8.7,17.5,SUCCESS
UE10598,XYZ409,-90.4,-9.4,13.7,SUCCESS
UE10599,XYZ410,-88.8,-9.1,22.9,SUCCESS
UE10600,XYZ401,-130.2,-14.8,-11.9,SUCCESS
UE10601,XYZ402,-109.0,-13.5,5.8,MSG3
UE10602,XYZ403,-109.0,-16.4,-3.3,MSG1
UE10603,XYZ404,-111.8,-13.4,7.1,MSG2
UE10604,XYZ405,-110.3,-13.0,2.8,SUCCESS
UE10605,XYZ406,-104.5,-12.2,5.0,SUCCESS
UE10606,XYZ407,-103.8,-11.7,4.8,SUCCESS
UE10607,XYZ408,-103.7,-9.3,9.3,SUCCESS
UE10608,XYZ409,-94.8,-10.0,20.0,SUCCESS
UE10609,XYZ410,-86.9,-9.3,21.6,SUCCESS
UE10610,XYZ401,-117.5,-13.0,0.4,MSG3
UE10611,XYZ402,-123.9,-13.9,-5.7,MSG3
UE10612,XYZ403,-113.5,-12.6,-2.5,SUCCESS
UE10613,XYZ404,-110.6,-13.2,-7.8,SUCCESS
UE10614,XYZ405,-104.6,-12.8,-5.0,SUCCESS
UE10615,XYZ406,-109.9,-9.9,7.0,MSG3
UE10616,XYZ407,-111.1,-13.0,2.5,SUCCESS
UE10617,XYZ408,-105.5,-11.2,13.2,SUCCESS
UE10618,XYZ409,-84.0,-6.1,18.2,SUCCESS
UE10619,XYZ410,-86.6,-6.6,23.4,SUCCESS
UE10620,XYZ401,-124.3,-14.9,-10.1,SUCCESS
UE10621,XYZ402,-109.7,-10.5,-3.3,SUCCESS
UE10622,XYZ403,-116.9,-11.6,-0.9,MSG2
UE10623,XYZ404,-111.7,-13.1,-3.5,SUCCESS
UE10624,XYZ405,-110.7,-15.8,-7.1,SUCCESS
UE10625,XYZ406,-109.7,-11.1,3.5,SUCCESS
UE10626,XYZ407,-107.6,-14.1,7.0,SUCCESS
UE10627,XYZ408,-109.6,-11.7,7.5,SUCCESS
UE10628,XYZ409,-92.6,-7.9,16.6,MSG2
UE10629,XYZ410,-87.3,-7.0,21.9,SUCCESS
UE10630,XYZ401,-119.4,-11.8,3.2,SUCCESS
UE10631,XYZ402,-108.4,-13.5,1.3,MSG3
UE10632,XYZ403,-110.9,-12.4,-2.3,MSG4
UE10633,XYZ404,-118.2,-11.2,5.0,SUCCESS
UE10634,XYZ405,-98.2,-11.6,7.2,SUCCESS
UE10635,XYZ406,-101.8,-11.8,4.1,MSG4
UE10636,XYZ407,-110.0,-10.4,10.6,MSG1
UE10637,XYZ408,-103.1,-10.1,12.0,SUCCESS
UE10638,XYZ409,-91.3,-11.4,14.5,SUCCESS
UE10639,XYZ410,-91.4,-7.3,21.6,SUCCESS
UE10640,XYZ401,-112.3,-13.7,-5.0,SUCCESS
UE10641,XYZ402,-107.8,-14.0,-5.7,MSG2
UE10642,XYZ403,-115.1,-12.6,10.0,SUCCESS
UE10643,XYZ404,-107.6,-8.8,9.6,SUCCESS
UE10644,XYZ405,-104.7,-12.2,4.5,MSG1
UE10645,XYZ406,-106.3,-8.1,10.7,SUCCESS
UE10646,XYZ407,-107.9,-11.2,11.7,SUCCESS
UE10647,XYZ408,-99.6,-11.5,6.9,SUCCESS
UE10648,XYZ409,-94.5,-9.0,18.5,SUCCESS
UE10649,XYZ410,-91.7,-7.6,20.3,SUCCESS
UE10650,XYZ401,-111.6,-13.4,1.6,SUCCESS
UE10651,XYZ402,-114.8,-13.7,-3.8,SUCCESS
UE10652,XYZ403,-116.5,-15.0,-11.4,SUCCESS
UE10653,XYZ404,-117.6,-12.0,1.8,MSG3
UE10654,XYZ405,-114.7,-13.5,5.7,MSG1
UE10655,XYZ406,-108.3,-10.2,1.5,SUCCESS
UE10656,XYZ407,-108.9,-11.6,5.0,SUCCESS
UE10657,XYZ408,-100.6,-9.8,9.7,SUCCESS
UE10658,XYZ409,-88.6,-8.2,18.3,SUCCESS
UE10659,XYZ410,-88.1,-7.7,23.6,SUCCESS
UE10660,XYZ401,-124.1,-16.2,-16.8,MSG1
UE10661,XYZ402,-121.1,-13.3,-3.6,MSG1
UE10662,XYZ403,-119.2,-13.5,5.3,SUCCESS
UE10663,XYZ404,-114.6,-13.4,-8.8,SUCCESS
UE10664,XYZ405,-109.5,-7.9,12.5,SUCCESS
UE10665,XYZ406,-108.9,-8.5,20.0,SUCCESS
UE10666,XYZ407,-104.7,-11.2,8.4,MSG2
UE10667,XYZ408,-100.0,-11.4,3.2,SUCCESS
UE10668,XYZ409,-93.0,-9.9,19.2,SUCCESS
UE10669,XYZ410,-90.0,-6.5,23.4,SUCCESS
UE10670,XYZ401,-111.5,-16.3,-10.9,SUCCESS
UE10671,XYZ402,-114.1,-14.4,-3.7,SUCCESS
UE10672,XYZ403,-121.5,-11.6,-1.7,MSG1
UE10673,XYZ404,-110.5,-12.2,6.0,SUCCESS
UE10674,XYZ405,-112.1,-11.8,0.8,MSG1
UE10675,XYZ406,-107.9,-11.5,10.5,SUCCESS
UE10676,XYZ407,-102.4,-12.0,11.1,MSG1
UE10677,XYZ408,-107.6,-11.7,4.7,SUCCESS
UE10678,XYZ409,-88.6,-9.7,15.9,SUCCESS
UE10679,XYZ410,-85.7,-7.1,22.7,SUCCESS
UE10680,XYZ401,-107.1,-9.9,6.4,MSG4
UE10681,XYZ402,-116.0,-12.0,6.4,MSG3
UE10682,XYZ403,-122.3,-14.9,-12.4,MSG1
UE10683,XYZ404,-116.3,-16.8,-9.7,MSG3
UE10684,XYZ405,-101.8,-11.8,9.1,MSG3
UE10685,XYZ406,-110.2,-12.2,6.8,SUCCESS
UE10686,XYZ407,-105.5,-12.8,13.8,MSG2
UE10687,XYZ408,-105.4,-9.3,15.2,SUCCESS
UE10688,XYZ409,-90.9,-8.2,17.8,SUCCESS
UE10689,XYZ410,-89.3,-9.2,17.2,SUCCESS
UE10690,XYZ401,-122.6,-16.1,-3.9,MSG2
UE10691,XYZ402,-110.8,-12.9,-7.8,SUCCESS
UE10692,XYZ403,-118.9,-13.1,-4.1,SUCCESS
UE10693,XYZ404,-109.4,-10.9,6.7,SUCCESS
UE10694,XYZ405,-108.1,-13.4,10.2,SUCCESS
UE10695,XYZ406,-115.8,-12.3,6.3,SUCCESS
UE10696,XYZ407,-104.9,-12.0,8.0,SUCCESS
UE10697,XYZ408,-101.6,-9.2,8.9,SUCCESS
UE10698,XYZ409,-90.4,-6.8,16.8,SUCCESS
UE10699,XYZ410,-88.5,-6.9,18.3,SUCCESS
UE10700,XYZ401,-123.9,-12.2,4.6,SUCCESS
UE10701,XYZ402,-115.7,-15.8,-8.7,MSG1
UE10702,XYZ403,-115.1,-14.7,-4.9,SUCCESS
UE10703,XYZ404,-110.3,-11.9,6.4,SUCCESS
UE10704,XYZ405,-113.9,-11.2,10.9,SUCCESS
UE10705,XYZ406,-101.7,-11.2,2.4,MSG1
UE10706,XYZ407,-99.1,-12.5,2.8,SUCCESS
UE10707,XYZ408,-97.5,-10.4,8.1,SUCCESS
UE10708,XYZ409,-92.7,-9.1,17.2,SUCCESS
UE10709,XYZ410,-87.5,-9.2,16.2,SUCCESS
UE10710,XYZ401,-106.9,-13.2,-6.2,MSG3
UE10711,XYZ402,-119.3,-14.1,-2.5,MSG2
UE10712,XYZ403,-115.3,-13.9,-12.0,MSG3
UE10713,XYZ404,-114.7,-12.0,3.3,SUCCESS
UE10714,XYZ405,-109.9,-11.1,2.8,SUCCESS
UE10715,XYZ406,-101.4,-12.7,9.6,SUCCESS
UE10716,XYZ407,-105.6,-12.0,11.3,SUCCESS
UE10717,XYZ408,-103.5,-11.4,4.2,SUCCESS
UE10718,XYZ409,-88.8,-8.6,18.4,SUCCESS
UE10719,XYZ410,-87.1,-6.3,20.4,SUCCESS
UE10720,XYZ401,-108.1,-11.5,1.1,SUCCESS
UE10721,XYZ402,-118.0,-14.1,-3.3,SUCCESS
UE10722,XYZ403,-115.5,-11.0,13.3,MSG2
UE10723,XYZ404,-108.5,-12.1,4.2,SUCCESS
UE10724,XYZ405,-105.9,-10.9,3.1,MSG2
UE10725,XYZ406,-107.9,-12.4,6.2,SUCCESS
UE10726,XYZ407,-104.7,-11.7,4.9,SUCCESS
UE10727,XYZ408,-105.0,-11.4,3.0,SUCCESS
UE10728,XYZ409,-95.2,-10.0,12.8,SUCCESS
UE10729,XYZ410,-89.9,-8.1,19.7,SUCCESS
UE10730,XYZ401,-120.4,-12.2,0.4,MSG3
UE10731,XYZ402,-109.4,-13.5,-8.9,MSG4
UE10732,XYZ403,-114.5,-14.4,-9.3,SUCCESS
UE10733,XYZ404,-110.0,-12.1,-0.3,MSG1
UE10734,XYZ405,-106.8,-11.6,15.6,SUCCESS
UE10735,XYZ406,-104.7,-11.4,11.2,SUCCESS
UE10736,XYZ407,-110.0,-10.5,8.8,MSG3
UE10737,XYZ408,-98.8,-12.8,4.7,SUCCESS
UE10738,XYZ409,-95.6,-9.6,14.5,MSG3
UE10739,XYZ410,-87.7,-7.0,23.8,SUCCESS
UE10740,XYZ401,-119.7,-10.2,1.5,SUCCESS
UE10741,XYZ402,-114.5,-12.7,-6.3,MSG4
UE10742,XYZ403,-108.9,-11.1,1.9,MSG1
UE10743,XYZ404,-105.5,-14.1,-1.0,SUCCESS
UE10744,XYZ405,-104.0,-10.0,4.8,MSG1
UE10745,XYZ406,-105.3,-12.9,3.5,SUCCESS
UE10746,XYZ407,-106.2,-10.0,11.0,SUCCESS
UE10747,XYZ408,-100.6,-13.1,11.4,SUCCESS
UE10748,XYZ409,-89.6,-9.8,20.9,SUCCESS
UE10749,XYZ410,-85.1,-10.3,20.4,MSG2
UE10750,XYZ401,-127.0,-13.0,2.7,MSG1
UE10751,XYZ402,-120.4,-12.4,3.3,SUCCESS
UE10752,XYZ403,-116.0,-14.9,-4.6,SUCCESS
UE10753,XYZ404,-101.7,-13.0,-7.5,SUCCESS
UE10754,XYZ405,-101.6,-12.6,8.4,SUCCESS
UE10755,XYZ406,-114.6,-10.9,7.3,SUCCESS
UE10756,XYZ407,-107.1,-11.4,4.2,SUCCESS
UE10757,XYZ408,-107.2,-9.4,17.4,SUCCESS
UE10758,XYZ409,-91.1,-6.8,14.9,SUCCESS
UE10759,XYZ410,-88.3,-10.0,18.0,SUCCESS
UE10760,XYZ401,-123.7,-15.1,-4.2,SUCCESS
UE10761,XYZ402,-106.2,-9.0,2.8,SUCCESS
UE10762,XYZ403,-115.8,-16.7,-3.1,SUCCESS
UE10763,XYZ404,-104.0,-12.6,-3.5,MSG4
UE10764,XYZ405,-113.1,-9.8,8.1,MSG1
UE10765,XYZ406,-102.2,-12.4,0.5,SUCCESS
UE10766,XYZ407,-103.6,-10.2,12.4,SUCCESS
UE10767,XYZ408,-104.6,-11.3,13.0,MSG2
UE10768,XYZ409,-89.9,-10.3,6.4,SUCCESS
UE10769,XYZ410,-86.7,-8.4,16.9,SUCCESS
UE10770,XYZ401,-119.9,-11.6,1.2,SUCCESS
UE10771,XYZ402,-113.9,-12.1,6.1,MSG4
UE10772,XYZ403,-108.9,-14.7,-8.4,MSG4
UE10773,XYZ404,-107.0,-13.5,-2.0,SUCCESS
UE10774,XYZ405,-107.0,-11.6,3.9,SUCCESS
UE10775,XYZ406,-112.9,-11.4,9.6,SUCCESS
UE10776,XYZ407,-107.5,-11.5,2.9,SUCCESS
UE10777,XYZ408,-104.1,-11.5,10.0,SUCCESS
UE10778,XYZ409,-93.9,-9.3,20.2,SUCCESS
UE10779,XYZ410,-89.2,-7.0,17.6,SUCCESS
UE10780,XYZ401,-128.8,-13.1,-1.9,MSG3
UE10781,XYZ402,-110.4,-12.7,-1.9,MSG3
UE10782,XYZ403,-125.3,-15.9,-8.2,MSG3
UE10783,XYZ404,-107.5,-12.9,-3.5,SUCCESS
UE10784,XYZ405,-102.4,-12.4,-2.2,SUCCESS
UE10785,XYZ406,-101.3,-11.6,7.1,MSG3
UE10786,XYZ407,-107.4,-9.2,4.4,SUCCESS
UE10787,XYZ408,-96.2,-11.4,12.7,SUCCESS
UE10788,XYZ409,-88.1,-8.2,16.6,SUCCESS
UE10789,XYZ410,-84.6,-9.4,19.0,SUCCESS
UE10790,XYZ401,-121.3,-14.0,-8.7,SUCCESS
UE10791,XYZ402,-109.4,-11.2,7.8,MSG1
UE10792,XYZ403,-116.6,-11.2,13.9,SUCCESS
UE10793,XYZ404,-114.0,-12.2,-0.1,SUCCESS
UE10794,XYZ405,-106.9,-10.9,-0.8,SUCCESS
UE10795,XYZ406,-108.9,-11.5,8.0,MSG1
UE10796,XYZ407,-102.2,-11.9,8.4,SUCCESS
UE10797,XYZ408,-103.4,-10.7,8.5,MSG1
UE10798,XYZ409,-90.6,-7.1,18.4,SUCCESS
UE10799,XYZ410,-86.8,-8.9,17.2,SUCCESS
UE10800,XYZ401,-111.8,-13.6,-5.1,MSG2
UE10801,XYZ402,-108.2,-14.4,0.1,SUCCESS
UE10802,XYZ403,-107.3,-11.1,-3.7,SUCCESS
UE10803,XYZ404,-111.3,-12.0,4.6,MSG2
UE10804,XYZ405,-110.2,-11.1,8.1,SUCCESS
UE10805,XYZ406,-104.2,-9.6,13.1,SUCCESS
UE10806,XYZ407,-107.0,-10.0,10.9,SUCCESS
UE10807,XYZ408,-106.3,-11.1,13.2,SUCCESS
UE10808,XYZ409,-91.2,-8.7,17.2,SUCCESS
UE10809,XYZ410,-88.7,-7.8,19.8,SUCCESS
UE10810,XYZ401,-120.7,-11.1,4.7,SUCCESS
UE10811,XYZ402,-118.9,-11.8,12.2,MSG4
UE10812,XYZ403,-112.7,-11.3,6.2,SUCCESS
UE10813,XYZ404,-114.8,-13.3,0.7,SUCCESS
UE10814,XYZ405,-112.4,-12.0,10.3,SUCCESS
UE10815,XYZ406,-101.4,-9.7,14.3,SUCCESS
UE10816,XYZ407,-105.9,-10.6,9.4,SUCCESS
UE10817,XYZ408,-102.8,-9.5,9.0,SUCCESS
UE10818,XYZ409,-87.7,-8.6,16.2,SUCCESS
UE10819,XYZ410,-85.5,-8.2,13.4,SUCCESS
UE10820,XYZ401,-121.5,-9.3,23.2,MSG4
UE10821,XYZ402,-117.1,-13.3,-9.2,MSG1
UE10822,XYZ403,-122.1,-13.9,-5.8,MSG4
UE10823,XYZ404,-110.0,-12.3,2.7,SUCCESS
UE10824,XYZ405,-106.8,-11.8,4.6,SUCCESS
UE10825,XYZ406,-104.8,-13.1,4.0,MSG3
UE10826,XYZ407,-104.8,-10.4,12.2,SUCCESS
UE10827,XYZ408,-100.1,-9.9,13.1,SUCCESS
UE10828,XYZ409,-92.4,-8.9,12.2,SUCCESS
UE10829,XYZ410,-88.1,-7.3,18.2,SUCCESS
UE10830,XYZ401,-111.2,-10.4,10.3,SUCCESS
UE10831,XYZ402,-116.6,-14.0,-2.1,MSG3
UE10832,XYZ403,-109.4,-13.2,-7.1,SUCCESS
UE10833,XYZ404,-109.8,-12.0,-6.2,MSG1
UE10834,XYZ405,-108.6,-11.1,3.3,SUCCESS
UE10835,XYZ406,-102.9,-10.5,14.5,SUCCESS
UE10836,XYZ407,-103.6,-11.9,10.7,SUCCESS
UE10837,XYZ408,-104.6,-11.1,11.2,MSG3
UE10838,XYZ409,-95.1,-7.9,15.9,SUCCESS
UE10839,XYZ410,-91.5,-10.9,19.9,SUCCESS
UE10840,XYZ401,-118.3,-13.9,-3.1,MSG2
UE10841,XYZ402,-110.4,-15.6,-13.5,MSG4
UE10842,XYZ403,-116.5,-8.6,9.4,SUCCESS
UE10843,XYZ404,-116.1,-14.4,3.5,SUCCESS
UE10844,XYZ405,-110.2,-15.4,-6.0,SUCCESS
UE10845,XYZ406,-99.9,-11.0,10.4,MSG2
UE10846,XYZ407,-104.4,-9.5,8.4,SUCCESS
UE10847,XYZ408,-100.4,-9.3,10.1,SUCCESS
UE10848,XYZ409,-94.3,-11.0,14.9,SUCCESS
UE10849,XYZ410,-86.7,-7.5,22.1,SUCCESS
UE10850,XYZ401,-115.7,-12.7,-4.0,MSG3
UE10851,XYZ402,-117.7,-13.4,-11.2,SUCCESS
UE10852,XYZ403,-109.6,-13.9,-9.0,MSG4
UE10853,XYZ404,-109.5,-15.2,-3.5,SUCCESS
UE10854,XYZ405,-111.9,-12.1,-3.1,SUCCESS
UE10855,XYZ406,-108.7,-13.0,14.7,SUCCESS
UE10856,XYZ407,-104.0,-11.9,8.8,SUCCESS
UE10857,XYZ408,-105.1,-12.5,8.3,SUCCESS
UE10858,XYZ409,-88.2,-7.9,14.2,SUCCESS
UE10859,XYZ410,-87.8,-8.7,18.2,SUCCESS
UE10860,XYZ401,-118.3,-11.4,0.9,MSG2
UE10861,XYZ402,-114.9,-14.2,3.3,MSG3
UE10862,XYZ403,-121.5,-12.5,8.9,SUCCESS
UE10863,XYZ404,-121.4,-12.3,-1.1,SUCCESS
UE10864,XYZ405,-107.8,-12.8,3.4,SUCCESS
UE10865,XYZ406,-107.7,-10.6,7.5,SUCCESS
UE10866,XYZ407,-105.2,-11.4,10.4,SUCCESS
UE10867,XYZ408,-106.4,-11.6,12.1,SUCCESS
UE10868,XYZ409,-95.0,-9.9,16.9,MSG2
UE10869,XYZ410,-88.5,-7.9,22.2,SUCCESS
UE10870,XYZ401,-115.5,-14.4,-2.5,MSG4
UE10871,XYZ402,-108.8,-16.6,-18.7,SUCCESS
UE10872,XYZ403,-108.4,-9.5,20.1,SUCCESS
UE10873,XYZ404,-113.0,-11.2,4.1,SUCCESS
UE10874,XYZ405,-104.8,-9.8,2.8,SUCCESS
UE10875,XYZ406,-104.3,-11.6,14.0,SUCCESS
UE10876,XYZ407,-102.5,-13.1,4.6,SUCCESS
UE10877,XYZ408,-107.0,-11.4,12.6,SUCCESS
UE10878,XYZ409,-86.6,-8.6,13.9,SUCCESS
UE10879,XYZ410,-86.0,-7.0,24.9,MSG1
