ue_id,cell_id,rsrp,sinr,failure_type
UE10597,XYZ405,-124,1,SUCCESS
UE10508,XYZ409,-95,-5,SUCCESS
UE10152,XYZ406,-98,5,SUCCESS
UE10513,XYZ401,-119,15,SUCCESS
UE10502,XYZ406,-96,-6,PING_PONG
UE10853,XYZ406,-83,-2,SUCCESS
UE10900,XYZ406,-119,3,SUCCESS
UE10771,XYZ408,-90,19,TOO_EARLY_HO
UE10675,XYZ406,-97,15,SUCCESS
UE10005,XYZ405,-102,18,SUCCESS
UE10499,XYZ402,-87,8,SUCCESS
UE10660,XYZ404,-122,-3,SUCCESS
UE10716,XYZ410,-97,12,TOO_LATE_HO
UE10117,XYZ405,-82,24,TOO_EARLY_HO
UE10484,XYZ410,-121,20,SUCCESS
UE10600,XYZ404,-97,24,PING_PONG
UE10665,XYZ402,-96,21,SUCCESS
UE10950,XYZ407,-97,-6,TOO_LATE_HO
UE10678,XYZ410,-100,5,PING_PONG
UE10467,XYZ410,-107,6,N2_FAILURE
UE10160,XYZ402,-100,21,SUCCESS
UE10269,XYZ401,-89,21,TOO_EARLY_HO
UE10055,XYZ405,-99,9,SUCCESS
UE10227,XYZ401,-96,-9,TOO_LATE_HO
UE10848,XYZ401,-96,9,SUCCESS
UE10148,XYZ401,-123,7,SUCCESS
UE10045,XYZ406,-83,-10,SUCCESS
UE10143,XYZ409,-119,18,SUCCESS
UE10749,XYZ410,-77,18,TOO_EARLY_HO
UE10783,XYZ401,-117,8,SUCCESS
UE10631,XYZ405,-85,-5,SUCCESS
UE10339,XYZ409,-84,-3,SUCCESS
UE10412,XYZ409,-113,13,TOO_LATE_HO
UE10731,XYZ401,-111,9,SUCCESS
UE10519,XYZ408,-121,3,SUCCESS
UE10343,XYZ401,-97,-6,SUCCESS
UE10386,XYZ408,-91,23,TOO_EARLY_HO
UE10472,XYZ401,-99,5,SUCCESS
UE10274,XYZ405,-99,-4,PING_PONG
UE10352,XYZ408,-118,5,SUCCESS
UE10065,XYZ406,-94,-4,SUCCESS
UE10078,XYZ409,-106,16,SUCCESS
UE10597,XYZ401,-116,3,SUCCESS
UE10635,XYZ409,-113,3,SUCCESS
UE10201,XYZ401,-97,22,SUCCESS
UE10977,XYZ410,-91,22,TOO_EARLY_HO
UE10661,XYZ410,-118,9,SUCCESS
UE10557,XYZ403,-97,-4,SUCCESS
UE10112,XYZ401,-95,21,SUCCESS
UE10090,XYZ403,-85,-8,SUCCESS
UE10140,XYZ402,-96,18,SUCCESS
UE10288,XYZ402,-104,13,PING_PONG
UE10900,XYZ409,-105,11,SUCCESS
UE10729,XYZ408,-114,-5,SUCCESS
UE10588,XYZ401,-115,13,PING_PONG
UE10410,XYZ404,-124,12,SUCCESS
UE10376,XYZ401,-76,-1,SUCCESS
UE10383,XYZ401,-85,5,SUCCESS
UE10845,XYZ404,-124,0,SUCCESS
UE10151,XYZ402,-92,21,TOO_EARLY_HO
UE10834,XYZ403,-123,-5,SUCCESS
UE10750,XYZ409,-110,13,SUCCESS
UE10626,XYZ402,-122,22,SUCCESS
UE10318,XYZ404,-103,1,TOO_LATE_HO
UE10368,XYZ401,-76,16,TOO_EARLY_HO
UE10605,XYZ402,-106,7,SUCCESS
UE10994,XYZ405,-101,2,PREP_FAILURE
UE10559,XYZ410,-96,19,SUCCESS
UE10702,XYZ401,-108,2,SUCCESS
UE10461,XYZ407,-84,23,TOO_LATE_HO
UE10011,XYZ404,-115,19,SUCCESS
UE10155,XYZ406,-97,14,SUCCESS
UE10683,XYZ408,-109,-9,SUCCESS
UE10476,XYZ406,-100,7,SUCCESS
UE10938,XYZ402,-103,-6,SUCCESS
UE10400,XYZ401,-78,8,SUCCESS
UE10807,XYZ408,-106,7,SUCCESS
UE10176,XYZ408,-81,21,TOO_EARLY_HO
UE10340,XYZ409,-124,10,SUCCESS
UE10056,XYZ406,-102,-1,SUCCESS
UE10854,XYZ401,-95,11,SUCCESS
UE10851,XYZ409,-99,2,SUCCESS
UE10447,XYZ403,-124,6,SUCCESS
UE10202,XYZ406,-112,-2,SUCCESS
UE10696,XYZ410,-122,13,SUCCESS
UE10632,XYZ410,-77,3,SUCCESS
UE10737,XYZ409,-113,-3,N2_FAILURE
UE10201,XYZ403,-90,8,SUCCESS
UE10329,XYZ405,-91,17,TOO_LATE_HO
UE10362,XYZ405,-82,19,TOO_EARLY_HO
UE10891,XYZ410,-118,-4,SUCCESS
UE10453,XYZ407,-124,15,N2_FAILURE
UE10355,XYZ404,-120,0,SUCCESS
UE10215,XYZ404,-95,3,SUCCESS
UE10971,XYZ407,-116,10,PREP_FAILURE
UE10554,XYZ409,-82,-3,N2_FAILURE
UE10886,XYZ404,-105,-8,TOO_LATE_HO
UE10022,XYZ404,-84,17,TOO_EARLY_HO
UE10154,XYZ406,-116,18,SUCCESS
UE10185,XYZ406,-103,12,SUCCESS
UE10248,XYZ407,-123,7,SUCCESS
UE10748,XYZ401,-94,24,PREP_FAILURE
UE10804,XYZ403,-106,2,SUCCESS
UE10133,XYZ409,-116,1,SUCCESS
UE10320,XYZ406,-97,-6,SUCCESS
UE10389,XYZ406,-85,0,SUCCESS
UE10433,XYZ405,-80,0,TOO_LATE_HO
UE10021,XYZ403,-92,20,TOO_EARLY_HO
UE10872,XYZ405,-89,20,TOO_EARLY_HO
UE10599,XYZ401,-106,2,N2_FAILURE
UE10664,XYZ403,-118,3,SUCCESS
UE10124,XYZ404,-119,14,SUCCESS
UE10078,XYZ405,-120,22,SUCCESS
UE10857,XYZ410,-115,22,SUCCESS
UE10967,XYZ409,-82,4,SUCCESS
UE10050,XYZ404,-108,5,PREP_FAILURE
UE10727,XYZ403,-84,-5,SUCCESS
UE10175,XYZ410,-97,14,PING_PONG
UE10869,XYZ401,-101,4,PREP_FAILURE
UE10252,XYZ410,-105,-7,SUCCESS
UE10965,XYZ406,-80,-7,SUCCESS
UE10245,XYZ407,-123,19,SUCCESS
UE10738,XYZ410,-108,23,SUCCESS
UE10105,XYZ408,-102,16,PING_PONG
UE10192,XYZ401,-79,20,TOO_EARLY_HO
UE10315,XYZ404,-88,21,TOO_EARLY_HO
UE10301,XYZ405,-116,-2,SUCCESS
UE10547,XYZ402,-99,-3,SUCCESS
UE10953,XYZ401,-114,3,SUCCESS
UE10715,XYZ408,-119,22,SUCCESS
UE10933,XYZ406,-109,12,SUCCESS
UE10778,XYZ405,-125,10,SUCCESS
UE10267,XYZ409,-76,1,SUCCESS
UE10169,XYZ402,-100,-9,SUCCESS
UE10550,XYZ410,-111,2,SUCCESS
UE10454,XYZ408,-93,-7,SUCCESS
UE10650,XYZ410,-89,9,SUCCESS
UE10291,XYZ409,-79,3,SUCCESS
UE10563,XYZ401,-95,19,PING_PONG
UE10798,XYZ407,-91,18,TOO_EARLY_HO
UE10800,XYZ408,-125,-3,SUCCESS
UE10140,XYZ403,-118,1,N2_FAILURE
UE10145,XYZ404,-114,15,PREP_FAILURE
UE10424,XYZ403,-107,-9,SUCCESS
UE10313,XYZ407,-101,3,SUCCESS
UE10183,XYZ409,-94,-5,SUCCESS
UE10663,XYZ403,-114,20,SUCCESS
UE10712,XYZ406,-113,6,PREP_FAILURE
UE10127,XYZ408,-98,14,SUCCESS
UE10286,XYZ406,-125,21,SUCCESS
UE10822,XYZ402,-120,1,SUCCESS
UE10252,XYZ407,-118,2,SUCCESS
UE10777,XYZ402,-122,8,SUCCESS
UE10699,XYZ402,-121,14,PREP_FAILURE
UE10385,XYZ402,-101,20,SUCCESS
UE10229,XYZ401,-104,14,SUCCESS
UE10270,XYZ401,-98,5,SUCCESS
UE10770,XYZ407,-87,12,SUCCESS
UE10810,XYZ405,-103,3,SUCCESS
UE10414,XYZ403,-122,-5,PING_PONG
UE10197,XYZ401,-122,14,SUCCESS
UE10322,XYZ410,-79,12,PREP_FAILURE
UE10055,XYZ406,-105,1,SUCCESS
UE10830,XYZ401,-89,2,SUCCESS
UE10202,XYZ409,-85,23,TOO_EARLY_HO
UE10782,XYZ402,-124,-5,SUCCESS
UE10620,XYZ401,-119,-3,PING_PONG
UE10627,XYZ407,-77,-3,SUCCESS
UE10603,XYZ406,-110,22,SUCCESS
UE10137,XYZ406,-109,23,SUCCESS
UE10421,XYZ405,-106,4,PING_PONG
UE10814,XYZ404,-103,24,SUCCESS
UE10056,XYZ404,-92,11,SUCCESS
UE10561,XYZ403,-115,12,SUCCESS
UE10070,XYZ410,-92,11,SUCCESS
UE10910,XYZ408,-93,-6,SUCCESS
UE10913,XYZ407,-100,20,N2_FAILURE
UE10593,XYZ409,-124,2,SUCCESS
UE10371,XYZ401,-103,17,SUCCESS
UE10616,XYZ407,-85,9,SUCCESS
UE10599,XYZ410,-104,22,SUCCESS
UE10513,XYZ404,-92,5,SUCCESS
UE10871,XYZ407,-111,18,TOO_LATE_HO
UE10083,XYZ401,-116,12,PREP_FAILURE
UE10993,XYZ405,-111,13,N2_FAILURE
UE10042,XYZ403,-84,23,PREP_FAILURE
UE10665,XYZ405,-97,-4,SUCCESS
UE10838,XYZ404,-103,-7,SUCCESS
UE10933,XYZ402,-109,23,SUCCESS
UE10605,XYZ404,-117,11,SUCCESS
UE10809,XYZ403,-76,-6,SUCCESS
UE10132,XYZ401,-90,12,SUCCESS
UE10394,XYZ410,-117,4,SUCCESS
UE10064,XYZ408,-110,20,N2_FAILURE
UE10289,XYZ405,-90,-2,SUCCESS
UE10375,XYZ404,-78,14,PING_PONG
UE10768,XYZ410,-93,14,TOO_EARLY_HO
UE10466,XYZ405,-95,10,SUCCESS
UE10897,XYZ404,-120,-2,SUCCESS
UE10212,XYZ403,-116,11,SUCCESS
UE10147,XYZ405,-110,12,SUCCESS
UE10572,XYZ404,-122,-7,SUCCESS
UE10470,XYZ401,-104,18,SUCCESS
UE10148,XYZ403,-113,4,SUCCESS
UE10087,XYZ410,-110,-10,SUCCESS
UE10323,XYZ410,-97,19,SUCCESS
UE10894,XYZ408,-120,18,SUCCESS
UE10395,XYZ407,-100,9,SUCCESS
UE10789,XYZ402,-115,22,SUCCESS
UE10403,XYZ401,-102,11,SUCCESS
UE10081,XYZ403,-97,2,SUCCESS
UE10640,XYZ405,-123,-4,SUCCESS
UE10285,XYZ410,-116,-3,SUCCESS
UE10381,XYZ401,-125,17,SUCCESS
UE10864,XYZ403,-83,-2,SUCCESS
UE10791,XYZ403,-100,14,SUCCESS
UE10269,XYZ405,-114,5,SUCCESS
UE10291,XYZ403,-112,-1,SUCCESS
UE10452,XYZ409,-101,0,SUCCESS
UE10714,XYZ401,-118,20,SUCCESS
UE10023,XYZ404,-83,1,SUCCESS
UE10955,XYZ410,-122,20,SUCCESS
UE10862,XYZ410,-98,3,SUCCESS
UE10310,XYZ404,-119,21,SUCCESS
UE10460,XYZ401,-116,6,SUCCESS
UE10207,XYZ402,-90,24,TOO_EARLY_HO
UE10791,XYZ401,-124,-10,TOO_LATE_HO
UE10716,XYZ406,-100,18,TOO_LATE_HO
UE10663,XYZ403,-76,-7,SUCCESS
UE10437,XYZ407,-112,12,SUCCESS
UE10537,XYZ405,-110,17,SUCCESS
UE10705,XYZ409,-83,5,SUCCESS
UE10335,XYZ407,-84,1,PREP_FAILURE
UE10421,XYZ404,-109,10,TOO_LATE_HO
UE10749,XYZ405,-80,6,SUCCESS
UE10320,XYZ405,-104,2,SUCCESS
UE10496,XYZ405,-122,21,SUCCESS
UE10586,XYZ410,-107,4,SUCCESS
UE10946,XYZ409,-124,1,PING_PONG
UE10162,XYZ410,-87,4,N2_FAILURE
UE10810,XYZ403,-117,23,SUCCESS
UE10540,XYZ406,-107,-5,SUCCESS
UE10164,XYZ408,-110,6,SUCCESS
UE10848,XYZ409,-101,9,SUCCESS
UE10697,XYZ407,-78,-2,PREP_FAILURE
UE10565,XYZ403,-108,-6,SUCCESS
UE10294,XYZ401,-103,12,SUCCESS
UE10041,XYZ404,-105,22,SUCCESS
UE10923,XYZ406,-115,3,PREP_FAILURE
UE10284,XYZ403,-87,6,SUCCESS
UE10938,XYZ401,-85,8,N2_FAILURE
UE10386,XYZ406,-122,22,N2_FAILURE
UE10137,XYZ401,-101,-10,PING_PONG
UE10186,XYZ409,-94,2,SUCCESS
UE10909,XYZ401,-96,16,SUCCESS
UE10715,XYZ406,-81,-5,SUCCESS
UE10430,XYZ401,-100,-5,SUCCESS
UE10553,XYZ407,-90,22,TOO_EARLY_HO
UE10861,XYZ403,-92,19,TOO_EARLY_HO
UE10415,XYZ406,-117,24,SUCCESS
UE10799,XYZ407,-114,12,N2_FAILURE
UE10425,XYZ401,-124,-1,SUCCESS
UE10415,XYZ401,-88,8,SUCCESS
UE10025,XYZ405,-121,17,SUCCESS
UE10370,XYZ406,-121,12,SUCCESS
UE10384,XYZ409,-104,-7,N2_FAILURE
UE10055,XYZ401,-121,9,SUCCESS
UE10252,XYZ404,-122,8,PING_PONG
UE10633,XYZ410,-117,16,SUCCESS
UE10105,XYZ408,-97,23,SUCCESS
UE10129,XYZ410,-104,-7,SUCCESS
UE10848,XYZ409,-99,-4,SUCCESS
UE10669,XYZ403,-116,-4,SUCCESS
UE10375,XYZ402,-110,15,SUCCESS
UE10742,XYZ404,-84,15,TOO_EARLY_HO
UE10966,XYZ402,-84,8,SUCCESS
UE10307,XYZ401,-116,-2,SUCCESS
UE10090,XYZ403,-120,9,PING_PONG
UE10392,XYZ407,-77,5,SUCCESS
UE10533,XYZ401,-121,6,SUCCESS
UE10801,XYZ402,-120,11,SUCCESS
UE10109,XYZ401,-79,2,PING_PONG
UE10560,XYZ408,-101,1,N2_FAILURE
UE10640,XYZ405,-76,-1,SUCCESS
UE10584,XYZ408,-122,-10,SUCCESS
UE10339,XYZ403,-86,21,TOO_EARLY_HO
UE10564,XYZ407,-78,19,TOO_LATE_HO
UE10978,XYZ408,-94,-3,N2_FAILURE
UE10355,XYZ406,-91,10,N2_FAILURE
UE10891,XYZ407,-116,11,SUCCESS
UE10167,XYZ402,-92,7,SUCCESS
UE10556,XYZ408,-90,-9,N2_FAILURE
UE10451,XYZ405,-120,-2,SUCCESS
UE10904,XYZ407,-83,-8,SUCCESS
UE10104,XYZ401,-80,15,TOO_EARLY_HO
UE10149,XYZ405,-110,10,PING_PONG
UE10145,XYZ401,-107,19,SUCCESS
UE10715,XYZ408,-92,17,TOO_EARLY_HO
UE10873,XYZ404,-101,15,SUCCESS
UE10298,XYZ404,-95,23,SUCCESS
UE10166,XYZ402,-77,-3,SUCCESS
UE10712,XYZ405,-85,-1,SUCCESS
UE10645,XYZ401,-109,3,SUCCESS
UE10722,XYZ409,-79,4,SUCCESS
UE10047,XYZ405,-96,6,TOO_LATE_HO
UE10637,XYZ406,-87,7,PREP_FAILURE
UE10238,XYZ402,-95,21,SUCCESS
UE10006,XYZ410,-107,12,PING_PONG
UE10463,XYZ410,-91,12,SUCCESS
UE10452,XYZ401,-97,24,SUCCESS
UE10783,XYZ404,-125,4,SUCCESS
UE10896,XYZ407,-122,13,SUCCESS
UE10370,XYZ406,-98,17,SUCCESS
UE10548,XYZ410,-108,5,SUCCESS
UE10486,XYZ401,-100,5,SUCCESS
UE10210,XYZ401,-86,-5,SUCCESS
UE10164,XYZ408,-107,-9,SUCCESS
UE10124,XYZ404,-120,2,SUCCESS
UE10336,XYZ405,-125,-2,SUCCESS
UE10191,XYZ407,-118,23,SUCCESS
UE10729,XYZ408,-93,6,SUCCESS
UE10213,XYZ410,-83,16,TOO_EARLY_HO
UE10573,XYZ407,-105,18,SUCCESS
UE10327,XYZ402,-102,11,SUCCESS
UE10956,XYZ404,-101,13,N2_FAILURE
UE10380,XYZ410,-79,-4,PING_PONG
UE10672,XYZ401,-83,23,PREP_FAILURE
UE10577,XYZ410,-107,1,SUCCESS
UE10797,XYZ409,-97,12,SUCCESS
UE10238,XYZ403,-116,4,TOO_LATE_HO
UE10531,XYZ403,-114,22,SUCCESS
UE10699,XYZ410,-93,2,SUCCESS
UE10081,XYZ409,-119,12,SUCCESS
UE10362,XYZ410,-109,21,SUCCESS
UE10504,XYZ403,-116,24,TOO_LATE_HO
UE10201,XYZ408,-95,-10,SUCCESS
UE10919,XYZ402,-120,-6,SUCCESS
UE10503,XYZ403,-109,2,SUCCESS
UE10643,XYZ402,-76,-6,SUCCESS
UE10036,XYZ401,-89,21,TOO_EARLY_HO
UE10643,XYZ402,-108,10,SUCCESS
UE10588,XYZ408,-100,13,SUCCESS
UE10600,XYZ409,-77,7,SUCCESS
UE10972,XYZ402,-110,10,SUCCESS
UE10401,XYZ407,-118,-1,SUCCESS
UE10764,XYZ405,-102,13,SUCCESS
UE10855,XYZ403,-113,10,SUCCESS
UE10705,XYZ409,-97,14,SUCCESS
UE10175,XYZ406,-94,12,PREP_FAILURE
UE10544,XYZ401,-102,11,PREP_FAILURE
UE10569,XYZ405,-110,-7,SUCCESS
UE10466,XYZ407,-115,23,SUCCESS
UE10200,XYZ404,-94,-5,SUCCESS
UE10539,XYZ408,-120,17,SUCCESS
UE10546,XYZ410,-91,20,TOO_EARLY_HO
UE10998,XYZ405,-93,24,TOO_LATE_HO
UE10636,XYZ409,-108,12,SUCCESS
UE10393,XYZ409,-89,-5,TOO_LATE_HO
UE10832,XYZ409,-113,5,SUCCESS
UE10041,XYZ401,-116,-9,SUCCESS
UE10596,XYZ402,-89,13,TOO_EARLY_HO
UE10392,XYZ403,-100,6,SUCCESS
UE10699,XYZ404,-80,-10,SUCCESS
UE10622,XYZ410,-109,-5,SUCCESS
UE10782,XYZ409,-125,-6,SUCCESS
UE10994,XYZ410,-101,18,SUCCESS
UE10440,XYZ406,-92,1,SUCCESS
UE10836,XYZ401,-87,-8,SUCCESS
UE10616,XYZ409,-116,-10,SUCCESS
UE10505,XYZ406,-106,16,SUCCESS
UE10917,XYZ404,-119,13,SUCCESS
UE10319,XYZ404,-110,8,SUCCESS
UE10552,XYZ403,-89,-3,SUCCESS
UE10214,XYZ407,-97,-9,SUCCESS
UE10070,XYZ403,-114,19,SUCCESS
UE10567,XYZ402,-109,19,SUCCESS
UE10918,XYZ410,-78,21,TOO_EARLY_HO
UE10235,XYZ408,-106,-10,N2_FAILURE
UE10280,XYZ404,-100,2,SUCCESS
UE10986,XYZ408,-78,0,SUCCESS
UE10616,XYZ401,-107,-1,PREP_FAILURE
UE10901,XYZ405,-79,15,TOO_EARLY_HO
UE10886,XYZ409,-114,9,PREP_FAILURE
UE10161,XYZ401,-105,6,SUCCESS
UE10190,XYZ404,-84,6,SUCCESS
UE10008,XYZ406,-92,-7,TOO_LATE_HO
UE10059,XYZ410,-119,-6,SUCCESS
UE10892,XYZ408,-81,12,SUCCESS
UE10816,XYZ403,-91,-1,SUCCESS
UE10224,XYZ405,-111,17,SUCCESS
UE10818,XYZ407,-125,22,SUCCESS
UE10699,XYZ401,-100,15,SUCCESS
UE10581,XYZ407,-91,18,TOO_EARLY_HO
UE10804,XYZ408,-101,16,SUCCESS
UE10286,XYZ408,-84,7,SUCCESS
UE10993,XYZ409,-111,-1,SUCCESS
UE10168,XYZ406,-104,-6,SUCCESS
UE10061,XYZ406,-120,-1,PING_PONG
UE10348,XYZ402,-111,10,SUCCESS
UE10441,XYZ403,-102,13,SUCCESS
UE10013,XYZ404,-105,-8,SUCCESS
UE10163,XYZ404,-119,20,SUCCESS
UE10419,XYZ408,-97,-9,SUCCESS
UE10756,XYZ401,-94,-9,N2_FAILURE
UE10846,XYZ410,-94,23,SUCCESS
UE10519,XYZ404,-121,9,N2_FAILURE
UE10665,XYZ404,-122,22,SUCCESS
UE10547,XYZ401,-104,-7,SUCCESS
UE10559,XYZ403,-108,0,SUCCESS
UE10596,XYZ405,-91,-6,SUCCESS
UE10027,XYZ406,-109,14,SUCCESS
UE10707,XYZ409,-76,23,SUCCESS
UE10445,XYZ409,-76,-2,SUCCESS
UE10207,XYZ409,-102,-5,PING_PONG
UE10469,XYZ401,-124,7,PREP_FAILURE
UE10715,XYZ409,-113,3,SUCCESS
UE10975,XYZ408,-111,8,SUCCESS
UE10818,XYZ402,-121,3,SUCCESS
UE10103,XYZ401,-123,6,SUCCESS
UE10741,XYZ401,-89,24,PING_PONG
UE10425,XYZ406,-89,18,SUCCESS
UE10100,XYZ409,-89,6,SUCCESS
UE10540,XYZ407,-123,-3,SUCCESS
UE10638,XYZ405,-91,-10,SUCCESS
UE10849,XYZ402,-103,-4,SUCCESS
UE10521,XYZ401,-98,-6,SUCCESS
UE10105,XYZ402,-96,13,SUCCESS
UE10678,XYZ401,-108,17,SUCCESS
UE10977,XYZ403,-90,6,SUCCESS
