ue_id,cell_id,rsrp,sinr,failure_type,timestamp,source_cell,target_cell,serving_rsrp,target_rsrp,serving_sinr,target_sinr,serving_rsrq,target_rsrq,event_type,measurement_event,ho_type,failure_stage,speed_kmph,beam_id,beam_id_target,pci_source,pci_target,time_to_trigger_ms,hysteresis_db,xn_latency_ms,packet_loss_pct,t310_expiry,rlf_detected,result,neighbor_relation_status,missing_neighbor,rca_scenarios
UE10046,XYZ404,-120.0,1.0,WRONG_CELL,2026-07-01T10:22:33+00:00,XYZ404,XYZ405,-120.0,-135.0,1.0,-8.0,-137.0,-161.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,32.0,8,3,104,105,40,2.0,54.0,2.0,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10998,XYZ401,-105.0,9.0,SUCCESS,2026-07-01T10:22:19+00:00,XYZ401,XYZ403,-105.0,-102.0,9.0,9.0,-114.0,-111.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,3,3,101,103,40,0.0,25.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10838,XYZ408,-100.0,18.0,SUCCESS,2026-07-01T10:26:07+00:00,XYZ408,XYZ410,-100.0,-94.0,18.0,17.0,-103.0,-97.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,1,1,108,110,40,0.0,28.0,0.35,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10421,XYZ409,-107.0,19.0,SUCCESS,2026-07-01T10:24:28+00:00,XYZ409,XYZ408,-107.0,-103.0,19.0,18.0,-110.0,-106.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,5,5,109,108,80,1.0,34.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10479,XYZ409,-98.0,15.0,SUCCESS,2026-07-01T10:22:59+00:00,XYZ409,XYZ407,-98.0,-94.0,15.0,14.0,-101.0,-98.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,6,6,109,107,80,1.0,37.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10578,XYZ402,-118.0,11.0,WRONG_CELL,2026-07-01T10:25:27+00:00,XYZ402,XYZ403,-118.0,-142.0,11.0,1.0,-125.0,-159.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,39.0,8,7,102,103,80,1.0,45.0,2.2,True,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10061,XYZ409,-112.0,22.0,SUCCESS,2026-07-01T10:28:32+00:00,XYZ409,XYZ407,-112.0,-108.0,22.0,21.0,-115.0,-111.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,1,1,109,107,80,1.0,18.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10108,XYZ407,-102.0,18.0,SUCCESS,2026-07-01T10:27:15+00:00,XYZ407,XYZ406,-102.0,-96.0,18.0,17.0,-105.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,29.0,5,5,107,106,160,2.0,21.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10678,XYZ405,-78.0,11.0,SUCCESS,2026-07-01T10:27:04+00:00,XYZ405,XYZ404,-78.0,-73.0,11.0,12.0,-85.0,-79.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,3,3,105,104,80,0.0,17.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10548,XYZ407,-82.0,2.0,SUCCESS,2026-07-01T10:26:38+00:00,XYZ407,XYZ406,-82.0,-78.0,2.0,2.0,-98.0,-94.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,6,6,107,106,160,2.0,39.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10118,XYZ409,-89.0,-2.0,SUCCESS,2026-07-01T10:26:13+00:00,XYZ409,XYZ410,-89.0,-87.0,-2.0,-2.0,-109.0,-107.0,HANDOVER,A3,INTRA_NR,SUCCESS,27.0,4,4,109,110,80,1.0,17.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10597,XYZ408,-100.0,13.0,SUCCESS,2026-07-01T10:27:05+00:00,XYZ408,XYZ409,-100.0,-94.0,13.0,14.0,-105.0,-98.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,1,1,108,109,40,0.0,23.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10381,XYZ406,-95.0,4.0,SUCCESS,2026-07-01T10:27:46+00:00,XYZ406,XYZ404,-95.0,-90.0,4.0,5.0,-109.0,-103.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,2,2,106,104,120,1.0,35.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10391,XYZ404,-94.0,2.0,SUCCESS,2026-07-01T10:30:52+00:00,XYZ404,XYZ403,-94.0,-92.0,2.0,3.0,-110.0,-107.0,HANDOVER,A3,INTRA_NR,SUCCESS,36.0,6,6,104,103,40,2.0,16.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10976,XYZ401,-76.0,16.0,TOO_EARLY_HO,2026-07-01T10:33:35+00:00,XYZ401,XYZ402,-76.0,-67.0,16.0,12.0,-79.0,-73.0,HANDOVER,A3,INTRA_NR,HO_DECISION,83.0,8,6,101,102,40,0.0,60.0,0.05,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10051,XYZ406,-85.0,-4.0,SUCCESS,2026-07-01T10:31:39+00:00,XYZ406,XYZ404,-85.0,-83.0,-4.0,-4.0,-107.0,-105.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,3,3,106,104,120,1.0,18.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10602,XYZ403,-124.0,-3.0,WRONG_CELL,2026-07-01T10:31:02+00:00,XYZ403,XYZ405,-124.0,-143.0,-3.0,-11.0,-145.0,-172.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,42.0,6,8,103,105,160,2.0,41.0,3.0,True,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure|interference_induced_ho_failure
UE10288,XYZ406,-101.0,3.0,SUCCESS,2026-07-01T10:35:04+00:00,XYZ406,XYZ408,-101.0,-97.0,3.0,3.0,-116.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,5,5,106,108,120,1.0,22.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10336,XYZ406,-82.0,1.0,SUCCESS,2026-07-01T10:35:22+00:00,XYZ406,XYZ408,-82.0,-79.0,1.0,2.0,-99.0,-95.0,HANDOVER,A3,INTRA_NR,SUCCESS,45.0,4,4,106,108,120,1.0,20.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10809,XYZ404,-124.0,6.0,PING_PONG,2026-07-01T10:34:18+00:00,XYZ404,XYZ402,-124.0,-123.0,6.0,2.0,-136.0,-139.0,HANDOVER,A3,INTRA_NR,POST_HO,53.0,3,7,104,102,40,2.0,48.0,2.4,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10203,XYZ402,-84.0,18.0,TOO_EARLY_HO,2026-07-01T10:35:07+00:00,XYZ402,XYZ403,-84.0,-77.0,18.0,14.0,-87.0,-81.0,HANDOVER,A3,INTRA_NR,HO_DECISION,91.0,8,1,102,103,80,1.0,30.0,0.45,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10879,XYZ409,-125.0,16.0,WRONG_CELL,2026-07-01T10:34:49+00:00,XYZ409,XYZ410,-125.0,-145.0,16.0,6.0,-128.0,-157.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,43.0,7,4,109,110,80,1.0,25.0,2.9,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10237,XYZ402,-90.0,-10.0,SUCCESS,2026-07-01T10:34:48+00:00,XYZ402,XYZ403,-90.0,-86.0,-10.0,-10.0,-118.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,4,4,102,103,80,1.0,34.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10381,XYZ403,-114.0,23.0,PING_PONG,2026-07-01T10:34:33+00:00,XYZ403,XYZ405,-114.0,-116.0,23.0,21.0,-117.0,-119.0,HANDOVER,A3,INTRA_NR,POST_HO,59.0,2,4,103,105,160,2.0,37.0,1.1,True,True,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10666,XYZ410,-117.0,-7.0,WRONG_CELL,2026-07-01T10:39:08+00:00,XYZ410,XYZ408,-117.0,-132.0,-7.0,-15.0,-142.0,-165.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,45.0,1,3,110,108,120,2.0,31.0,1.1,True,True,FAILURE,ACTIVE,False,handover_execution_failure|post_ho_rlf|coverage_induced_ho_failure|interference_induced_ho_failure
UE10751,XYZ401,-90.0,13.0,TOO_EARLY_HO,2026-07-01T10:39:06+00:00,XYZ401,XYZ403,-90.0,-80.0,13.0,11.0,-95.0,-87.0,HANDOVER,A3,INTRA_NR,HO_DECISION,81.0,1,7,101,103,40,0.0,33.0,0.05,False,False,FAILURE,MISSING,True,too_early_handover|mobility_configuration_issue|missing_neighbor
UE10135,XYZ407,-85.0,10.0,PREP_FAILURE,2026-07-01T10:39:31+00:00,XYZ407,XYZ408,-85.0,-98.0,10.0,6.0,-93.0,-110.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,52.0,8,1,107,108,160,2.0,54.0,5.6,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor
UE10406,XYZ401,-98.0,22.0,SUCCESS,2026-07-01T10:40:45+00:00,XYZ401,XYZ403,-98.0,-95.0,22.0,21.0,-101.0,-98.0,HANDOVER,A3,INTRA_NR,SUCCESS,44.0,7,7,101,103,40,0.0,34.0,0.3,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10507,XYZ409,-88.0,-4.0,PREP_FAILURE,2026-07-01T10:38:07+00:00,XYZ409,XYZ407,-88.0,-104.0,-4.0,-8.0,-110.0,-130.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,50.0,5,4,109,107,80,1.0,43.0,4.8,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|interference_induced_ho_failure
UE10361,XYZ401,-93.0,-10.0,PREP_FAILURE,2026-07-01T10:41:10+00:00,XYZ401,XYZ403,-93.0,-109.0,-10.0,-14.0,-121.0,-141.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,40.0,1,3,101,103,40,0.0,97.0,6.9,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|interference_induced_ho_failure
UE10380,XYZ405,-84.0,-8.0,SUCCESS,2026-07-01T10:38:39+00:00,XYZ405,XYZ406,-84.0,-81.0,-8.0,-7.0,-110.0,-106.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,3,3,105,106,80,0.0,21.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10880,XYZ407,-80.0,4.0,SUCCESS,2026-07-01T10:42:45+00:00,XYZ407,XYZ406,-80.0,-77.0,4.0,3.0,-94.0,-92.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,7,7,107,106,160,2.0,27.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10575,XYZ403,-104.0,20.0,SUCCESS,2026-07-01T10:41:08+00:00,XYZ403,XYZ402,-104.0,-98.0,20.0,21.0,-107.0,-101.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,8,8,103,102,160,2.0,30.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10634,XYZ409,-101.0,5.0,SUCCESS,2026-07-01T10:41:29+00:00,XYZ409,XYZ407,-101.0,-99.0,5.0,4.0,-114.0,-113.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,3,3,109,107,80,1.0,25.0,0.35,False,False,SUCCESS,ACTIVE,False,
UE10253,XYZ408,-108.0,-1.0,SUCCESS,2026-07-01T10:42:55+00:00,XYZ408,XYZ407,-108.0,-102.0,-1.0,-1.0,-127.0,-121.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,7,7,108,107,40,0.0,16.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10476,XYZ403,-120.0,18.0,WRONG_CELL,2026-07-01T10:41:35+00:00,XYZ403,XYZ401,-120.0,-138.0,18.0,10.0,-123.0,-146.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,31.0,4,8,103,101,160,2.0,60.0,2.7,True,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10113,XYZ405,-108.0,-5.0,SUCCESS,2026-07-01T10:46:54+00:00,XYZ405,XYZ403,-108.0,-104.0,-5.0,-6.0,-131.0,-128.0,HANDOVER,A3,INTRA_NR,SUCCESS,33.0,2,2,105,103,80,0.0,18.0,0.0,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10019,XYZ407,-110.0,18.0,SUCCESS,2026-07-01T10:47:09+00:00,XYZ407,XYZ405,-110.0,-105.0,18.0,19.0,-113.0,-108.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,8,8,107,105,160,2.0,34.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10527,XYZ404,-111.0,6.0,SUCCESS,2026-07-01T10:48:00+00:00,XYZ404,XYZ405,-111.0,-107.0,6.0,5.0,-123.0,-120.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,5,5,104,105,40,2.0,19.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10144,XYZ405,-78.0,11.0,SUCCESS,2026-07-01T10:47:47+00:00,XYZ405,XYZ407,-78.0,-72.0,11.0,10.0,-85.0,-80.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,8,8,105,107,80,0.0,32.0,0.15,False,False,SUCCESS,MISSING,True,missing_neighbor
UE10207,XYZ403,-118.0,13.0,WRONG_CELL,2026-07-01T10:48:26+00:00,XYZ403,XYZ402,-118.0,-136.0,13.0,4.0,-123.0,-150.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,46.0,5,4,103,102,160,2.0,52.0,2.4,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10530,XYZ409,-113.0,6.0,SUCCESS,2026-07-01T10:45:27+00:00,XYZ409,XYZ407,-113.0,-110.0,6.0,6.0,-125.0,-122.0,HANDOVER,A3,INTRA_NR,SUCCESS,30.0,1,1,109,107,80,1.0,31.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10375,XYZ410,-83.0,10.0,SUCCESS,2026-07-01T10:49:28+00:00,XYZ410,XYZ409,-83.0,-80.0,10.0,11.0,-91.0,-87.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,6,6,110,109,120,2.0,38.0,0.45,False,False,SUCCESS,ACTIVE,False,
UE10503,XYZ409,-119.0,0.0,WRONG_CELL,2026-07-01T10:50:54+00:00,XYZ409,XYZ408,-119.0,-140.0,0.0,-8.0,-137.0,-166.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,31.0,6,1,109,108,80,1.0,57.0,0.9,True,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10903,XYZ407,-109.0,-4.0,SUCCESS,2026-07-01T10:49:06+00:00,XYZ407,XYZ405,-109.0,-107.0,-4.0,-4.0,-131.0,-129.0,HANDOVER,A3,INTRA_NR,SUCCESS,34.0,1,1,107,105,160,2.0,26.0,0.1,False,False,SUCCESS,ACTIVE,False,
UE10165,XYZ410,-76.0,-6.0,TOO_LATE_HO,2026-07-01T10:49:58+00:00,XYZ410,XYZ409,-76.0,-94.0,-6.0,-9.0,-100.0,-121.0,HANDOVER,A5,INTRA_NR,HO_DECISION,23.0,5,4,110,109,120,2.0,49.0,0.0,False,True,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|post_ho_rlf|interference_induced_ho_failure
UE10549,XYZ402,-94.0,10.0,SUCCESS,2026-07-01T10:49:48+00:00,XYZ402,XYZ403,-94.0,-92.0,10.0,10.0,-102.0,-100.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,3,3,102,103,80,1.0,39.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10180,XYZ407,-104.0,7.0,SUCCESS,2026-07-01T10:53:36+00:00,XYZ407,XYZ405,-104.0,-100.0,7.0,6.0,-115.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,2,2,107,105,160,2.0,37.0,0.0,False,False,SUCCESS,ACTIVE,False,
UE10860,XYZ407,-113.0,24.0,SUCCESS,2026-07-01T10:53:52+00:00,XYZ407,XYZ409,-113.0,-111.0,24.0,24.0,-116.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,38.0,5,5,107,109,160,2.0,27.0,0.4,False,False,SUCCESS,ACTIVE,False,
UE10616,XYZ405,-79.0,9.0,SUCCESS,2026-07-01T10:52:18+00:00,XYZ405,XYZ406,-79.0,-74.0,9.0,8.0,-88.0,-84.0,HANDOVER,A3,INTRA_NR,SUCCESS,43.0,4,4,105,106,80,0.0,25.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10611,XYZ409,-103.0,4.0,SUCCESS,2026-07-01T10:51:25+00:00,XYZ409,XYZ410,-103.0,-101.0,4.0,5.0,-117.0,-114.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,7,7,109,110,80,1.0,17.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10601,XYZ403,-97.0,-6.0,SUCCESS,2026-07-01T10:54:15+00:00,XYZ403,XYZ404,-97.0,-91.0,-6.0,-6.0,-121.0,-115.0,HANDOVER,A3,INTRA_NR,SUCCESS,35.0,8,8,103,104,160,2.0,18.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10926,XYZ404,-104.0,2.0,SUCCESS,2026-07-01T10:53:14+00:00,XYZ404,XYZ403,-104.0,-98.0,2.0,3.0,-120.0,-113.0,HANDOVER,A3,INTRA_NR,SUCCESS,31.0,6,6,104,103,40,2.0,32.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10811,XYZ401,-125.0,1.0,XN_FAILURE,2026-07-01T10:56:43+00:00,XYZ401,XYZ403,-125.0,-138.0,1.0,-3.0,-142.0,-159.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,53.0,3,4,101,103,40,0.0,292.0,2.3,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|xn_transport_failure|coverage_induced_ho_failure
UE10443,XYZ406,-97.0,10.0,SUCCESS,2026-07-01T10:56:00+00:00,XYZ406,XYZ405,-97.0,-92.0,10.0,11.0,-105.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,39.0,3,3,106,105,120,1.0,28.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10331,XYZ404,-78.0,-5.0,SUCCESS,2026-07-01T10:55:08+00:00,XYZ404,XYZ403,-78.0,-76.0,-5.0,-5.0,-101.0,-99.0,HANDOVER,A3,INTRA_NR,SUCCESS,28.0,2,2,104,103,40,2.0,26.0,0.15,False,False,SUCCESS,ACTIVE,False,
UE10502,XYZ401,-121.0,-4.0,XN_FAILURE,2026-07-01T10:55:04+00:00,XYZ401,XYZ403,-121.0,-136.0,-4.0,-7.0,-143.0,-161.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,42.0,6,5,101,103,40,0.0,257.0,4.5,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|xn_transport_failure|coverage_induced_ho_failure|interference_induced_ho_failure
UE10912,XYZ402,-91.0,15.0,TOO_EARLY_HO,2026-07-01T10:59:02+00:00,XYZ402,XYZ403,-91.0,-82.0,15.0,11.0,-94.0,-89.0,HANDOVER,A3,INTRA_NR,HO_DECISION,76.0,1,7,102,103,80,1.0,46.0,0.25,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10078,XYZ403,-116.0,-3.0,WRONG_CELL,2026-07-01T11:00:41+00:00,XYZ403,XYZ404,-116.0,-133.0,-3.0,-13.0,-137.0,-164.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,32.0,1,8,103,104,160,2.0,43.0,3.0,False,True,FAILURE,ACTIVE,False,handover_execution_failure|post_ho_rlf|coverage_induced_ho_failure|interference_induced_ho_failure
UE10584,XYZ409,-107.0,-2.0,SUCCESS,2026-07-01T10:58:29+00:00,XYZ409,XYZ408,-107.0,-103.0,-2.0,-3.0,-127.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,26.0,4,4,109,108,80,1.0,18.0,0.05,False,False,SUCCESS,ACTIVE,False,
UE10934,XYZ408,-89.0,16.0,TOO_EARLY_HO,2026-07-01T11:00:55+00:00,XYZ408,XYZ406,-89.0,-78.0,16.0,13.0,-92.0,-83.0,HANDOVER,A3,INTRA_NR,HO_DECISION,83.0,5,1,108,106,40,0.0,26.0,0.25,False,False,FAILURE,MISSING,True,too_early_handover|mobility_configuration_issue|missing_neighbor
UE10937,XYZ407,-119.0,-7.0,WRONG_CELL,2026-07-01T10:58:02+00:00,XYZ407,XYZ409,-119.0,-140.0,-7.0,-15.0,-144.0,-173.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,31.0,5,1,107,109,160,2.0,35.0,2.9,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure|interference_induced_ho_failure
UE10687,XYZ404,-80.0,10.0,SUCCESS,2026-07-01T10:59:46+00:00,XYZ404,XYZ403,-80.0,-75.0,10.0,10.0,-88.0,-83.0,HANDOVER,A3,INTRA_NR,SUCCESS,41.0,8,8,104,103,40,2.0,29.0,0.3,False,False,SUCCESS,ACTIVE,False,
UE10395,XYZ401,-91.0,20.0,PREP_FAILURE,2026-07-01T10:59:55+00:00,XYZ401,XYZ403,-91.0,-101.0,20.0,16.0,-94.0,-104.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,40.0,7,6,101,103,40,0.0,25.0,7.6,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor
UE10607,XYZ408,-81.0,10.0,TOO_LATE_HO,2026-07-01T11:04:24+00:00,XYZ408,XYZ406,-81.0,-92.0,10.0,8.0,-89.0,-102.0,HANDOVER,A5,INTRA_NR,HO_DECISION,23.0,7,5,108,106,40,0.0,58.0,0.0,False,False,FAILURE,MISSING,True,too_late_handover|mobility_configuration_issue|missing_neighbor
UE10856,XYZ404,-113.0,14.0,PING_PONG,2026-07-01T11:04:18+00:00,XYZ404,XYZ402,-113.0,-111.0,14.0,12.0,-117.0,-117.0,HANDOVER,A3,INTRA_NR,POST_HO,54.0,6,2,104,102,40,2.0,44.0,0.7,True,True,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10102,XYZ403,-116.0,4.0,PING_PONG,2026-07-01T11:01:41+00:00,XYZ403,XYZ404,-116.0,-119.0,4.0,2.0,-130.0,-135.0,HANDOVER,A3,INTRA_NR,POST_HO,56.0,2,3,103,104,160,2.0,58.0,0.4,True,False,FAILURE,ACTIVE,False,ping_pong_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure|beam_instability
UE10401,XYZ409,-124.0,24.0,WRONG_CELL,2026-07-01T11:01:46+00:00,XYZ409,XYZ408,-124.0,-144.0,24.0,16.0,-127.0,-147.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,36.0,5,8,109,108,80,1.0,46.0,0.9,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10974,XYZ410,-120.0,17.0,WRONG_CELL,2026-07-01T11:04:20+00:00,XYZ410,XYZ408,-120.0,-138.0,17.0,7.0,-123.0,-149.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,38.0,7,2,110,108,120,2.0,64.0,0.8,False,False,FAILURE,ACTIVE,False,handover_execution_failure|coverage_induced_ho_failure
UE10223,XYZ404,-118.0,3.0,WRONG_CELL,2026-07-01T11:05:16+00:00,XYZ404,XYZ403,-118.0,-134.0,3.0,-7.0,-133.0,-159.0,HANDOVER,A3,INTRA_NR,HO_EXECUTION,45.0,2,3,104,103,40,2.0,55.0,2.5,False,True,FAILURE,ACTIVE,False,handover_execution_failure|post_ho_rlf|coverage_induced_ho_failure
UE10517,XYZ404,-90.0,-7.0,SUCCESS,2026-07-01T11:04:45+00:00,XYZ404,XYZ405,-90.0,-87.0,-7.0,-7.0,-115.0,-112.0,HANDOVER,A3,INTRA_NR,SUCCESS,42.0,4,4,104,105,40,2.0,33.0,0.2,False,False,SUCCESS,ACTIVE,False,
UE10633,XYZ409,-101.0,9.0,XN_FAILURE,2026-07-01T11:04:05+00:00,XYZ409,XYZ408,-101.0,-113.0,9.0,6.0,-110.0,-125.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,48.0,1,7,109,108,80,1.0,265.0,6.6,False,False,FAILURE,ACTIVE,False,handover_preparation_failure|xn_transport_failure|coverage_induced_ho_failure
UE10235,XYZ402,-82.0,23.0,TOO_EARLY_HO,2026-07-01T11:04:32+00:00,XYZ402,XYZ403,-82.0,-73.0,23.0,21.0,-85.0,-76.0,HANDOVER,A3,INTRA_NR,HO_DECISION,91.0,4,6,102,103,80,1.0,53.0,0.2,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
UE10426,XYZ405,-79.0,1.0,PING_PONG,2026-07-01T11:08:30+00:00,XYZ405,XYZ403,-79.0,-78.0,1.0,-1.0,-96.0,-97.0,HANDOVER,A3,INTRA_NR,POST_HO,45.0,7,2,105,103,80,0.0,38.0,0.9,True,False,FAILURE,MISSING,True,ping_pong_handover|mobility_configuration_issue|missing_neighbor|post_ho_rlf|beam_instability
UE10115,XYZ404,-86.0,22.0,PREP_FAILURE,2026-07-01T11:07:27+00:00,XYZ404,XYZ405,-86.0,-103.0,22.0,20.0,-89.0,-106.0,HANDOVER,A3,INTRA_NR,HO_PREPARATION,35.0,3,2,104,105,40,2.0,47.0,8.5,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor
UE10162,XYZ409,-119.0,13.0,TOO_LATE_HO,2026-07-01T11:08:59+00:00,XYZ409,XYZ410,-119.0,-131.0,13.0,10.0,-124.0,-139.0,HANDOVER,A5,INTRA_NR,HO_DECISION,15.0,6,3,109,110,80,1.0,48.0,0.05,False,True,FAILURE,ACTIVE,False,too_late_handover|mobility_configuration_issue|post_ho_rlf|coverage_induced_ho_failure
UE10225,XYZ405,-80.0,9.0,XN_FAILURE,2026-07-01T11:10:49+00:00,XYZ405,XYZ403,-80.0,-98.0,9.0,6.0,-89.0,-110.0,HANDOVER,A3,INTER_GNB_XN,HO_PREPARATION,45.0,8,7,105,103,80,0.0,148.0,4.9,False,False,FAILURE,MISSING,True,handover_preparation_failure|missing_neighbor|xn_transport_failure
UE10229,XYZ409,-103.0,-6.0,SUCCESS,2026-07-01T11:08:45+00:00,XYZ409,XYZ408,-103.0,-101.0,-6.0,-5.0,-127.0,-124.0,HANDOVER,A3,INTRA_NR,SUCCESS,37.0,6,6,109,108,80,1.0,26.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10181,XYZ409,-107.0,19.0,SUCCESS,2026-07-01T11:08:38+00:00,XYZ409,XYZ408,-107.0,-103.0,19.0,18.0,-110.0,-106.0,HANDOVER,A3,INTRA_NR,SUCCESS,40.0,7,7,109,108,80,1.0,18.0,0.25,False,False,SUCCESS,ACTIVE,False,
UE10248,XYZ402,-80.0,13.0,TOO_EARLY_HO,2026-07-01T11:11:27+00:00,XYZ402,XYZ403,-80.0,-71.0,13.0,9.0,-85.0,-80.0,HANDOVER,A3,INTRA_NR,HO_DECISION,92.0,5,3,102,103,80,1.0,30.0,0.15,False,False,FAILURE,ACTIVE,False,too_early_handover|mobility_configuration_issue
