cell_id,cqi,prb_util,dl_tp,rsrq,sinr,issue
XYZ407,7.3,46.3,444,-12.1,12.0,None
XYZ408,11.4,59.4,460,-10.0,7.4,Scheduler
XYZ409,13.1,25.7,510,-6.8,15.6,None
XYZ410,14.4,32.2,621,-10.7,15.7,None
XYZ401,7.1,79.9,198,-10.6,6.6,Scheduler
XYZ402,6.1,56.5,133,-12.6,-5.8,Scheduler
XYZ403,6.9,50.0,133,-13.8,2.1,None
XYZ404,5.1,49.7,121,-9.4,4.1,RF
XYZ405,7.4,50.8,456,-11.6,8.5,None
XYZ406,11.6,52.4,343,-12.0,7.0,None
XYZ407,10.9,56.1,421,-10.0,13.1,Scheduler
XYZ408,10.8,61.6,568,-11.1,3.4,Scheduler
XYZ409,11.9,37.9,658,-11.7,17.6,None
XYZ410,15.0,42.1,536,-7.4,26.7,None
XYZ401,4.6,92.6,191,-14.8,-1.0,Congestion
XYZ402,7.9,32.4,248,-11.2,2.8,None
XYZ403,5.9,91.0,194,-11.0,13.6,Congestion
XYZ404,6.5,41.8,113,-12.0,-2.8,RF
XYZ405,5.3,59.1,248,-11.6,2.5,RF
XYZ406,8.1,59.1,398,-9.7,11.8,Scheduler
XYZ407,7.3,50.3,389,-12.4,6.2,None
XYZ408,10.5,39.4,402,-10.5,6.0,None
XYZ409,13.9,29.6,681,-6.4,21.5,None
XYZ410,15.0,85.8,778,-8.7,20.4,Congestion
XYZ401,7.0,55.2,214,-12.8,-8.0,Scheduler
XYZ402,6.3,98.0,225,-12.7,1.7,Congestion
XYZ403,8.2,43.9,234,-15.6,-12.4,None
XYZ404,5.6,46.9,114,-13.6,-1.7,Backhaul
XYZ405,7.1,75.6,296,-10.1,9.3,Scheduler
XYZ406,6.7,58.3,318,-9.8,14.6,Scheduler
XYZ407,10.4,68.3,407,-10.8,3.6,Scheduler
XYZ408,11.0,58.2,420,-8.9,12.4,Scheduler
XYZ409,10.3,24.3,693,-11.5,13.9,None
XYZ410,15.0,45.8,802,-10.2,18.6,None
XYZ401,5.5,37.6,179,-15.0,-6.9,RF
XYZ402,8.4,86.6,207,-15.3,-8.8,Congestion
XYZ403,4.7,69.6,169,-14.6,-12.6,RF
XYZ404,4.0,66.8,98,-13.5,-2.2,RF
XYZ405,11.5,72.1,291,-9.7,7.9,Scheduler
XYZ406,8.2,49.8,285,-11.0,1.5,None
XYZ407,10.0,71.5,365,-9.1,11.0,Scheduler
XYZ408,11.4,51.8,507,-10.7,10.2,None
XYZ409,13.0,46.8,601,-7.0,19.3,None
XYZ410,14.1,41.9,661,-9.3,21.4,None
XYZ401,2.0,45.0,227,-13.4,1.2,RF
XYZ402,6.6,45.4,187,-11.4,10.6,None
XYZ403,6.8,48.0,183,-16.3,-7.6,None
XYZ404,5.4,78.0,99,-9.6,5.4,Scheduler
XYZ405,9.8,84.3,270,-12.1,-0.5,Congestion
XYZ406,8.9,70.2,285,-10.6,0.3,Scheduler
XYZ407,8.2,38.8,572,-12.4,4.2,None
XYZ408,10.5,50.6,427,-10.1,9.9,None
XYZ409,14.9,47.6,868,-8.8,15.9,None
XYZ410,11.9,21.3,713,-7.6,19.2,None
XYZ401,3.8,81.6,167,-10.8,-2.6,RF
XYZ402,5.8,42.9,238,-11.1,8.6,RF
XYZ403,7.5,81.1,207,-13.0,1.1,Scheduler
XYZ404,5.9,59.4,148,-10.1,3.3,RF
XYZ405,7.9,26.2,394,-9.1,7.1,None
XYZ406,8.3,70.0,418,-12.2,-0.1,Scheduler
XYZ407,12.1,98.0,321,-12.4,5.7,Congestion
XYZ408,8.2,56.5,464,-10.7,12.4,Scheduler
XYZ409,13.0,30.1,429,-8.0,11.6,None
XYZ410,15.0,67.0,816,-8.9,18.2,Scheduler
XYZ401,5.0,76.4,162,-12.5,-15.0,RF
XYZ402,5.3,74.3,259,-12.7,-3.2,RF
XYZ403,3.8,95.0,243,-13.1,-10.6,Congestion
XYZ404,4.7,37.8,99,-12.5,2.4,Scheduler
XYZ405,7.3,76.5,330,-12.5,9.4,Scheduler
XYZ406,8.9,69.8,529,-9.7,7.2,Scheduler
XYZ407,12.7,88.0,481,-10.3,8.5,Congestion
XYZ408,8.5,75.7,499,-10.3,12.8,Scheduler
XYZ409,13.8,32.6,740,-9.7,13.0,None
XYZ410,15.0,15.8,839,-11.4,20.5,None
XYZ401,6.5,56.0,107,-11.8,-0.5,Scheduler
XYZ402,6.1,48.8,242,-11.4,2.7,None
XYZ403,6.5,81.1,173,-13.7,-3.5,Scheduler
XYZ404,7.4,35.9,166,-12.1,4.1,RF
XYZ405,8.3,50.8,356,-10.8,2.7,None
XYZ406,8.6,83.5,330,-11.4,7.0,Congestion
XYZ407,9.0,38.9,519,-11.3,7.1,None
XYZ408,10.9,91.0,468,-11.7,8.4,Congestion
XYZ409,12.1,66.5,739,-9.2,11.0,Scheduler
XYZ410,14.4,90.3,806,-9.3,15.6,Congestion
XYZ401,2.8,57.0,105,-13.5,-0.8,RF
XYZ402,7.8,63.5,214,-14.5,-7.6,Scheduler
XYZ403,9.0,44.5,204,-11.3,0.1,None
XYZ404,7.5,71.4,124,-12.1,1.2,Scheduler
XYZ405,6.6,42.5,317,-14.4,-3.5,None
XYZ406,6.7,62.2,487,-12.9,0.1,Scheduler
XYZ407,11.4,60.3,538,-11.3,12.5,Scheduler
XYZ408,10.8,51.1,470,-10.4,7.0,None
XYZ409,12.9,37.9,685,-9.5,13.5,None
XYZ410,12.6,52.0,722,-8.4,22.8,None
XYZ401,5.3,68.8,195,-11.5,14.9,RF
XYZ402,6.0,64.5,180,-10.6,6.5,RF
XYZ403,3.8,56.8,199,-13.5,-3.2,RF
XYZ404,6.9,68.4,134,-14.5,1.0,Backhaul
XYZ405,9.3,65.1,408,-11.3,13.6,Scheduler
XYZ406,8.4,93.8,540,-11.4,10.8,Congestion
XYZ407,10.1,29.6,416,-11.4,13.6,None
XYZ408,9.8,72.1,441,-11.8,5.4,Scheduler
XYZ409,13.8,35.2,564,-12.0,13.2,None
XYZ410,15.0,74.1,599,-7.6,19.6,Scheduler
XYZ401,5.5,40.3,181,-12.9,0.9,RF
XYZ402,5.7,62.8,180,-14.4,-2.8,RF
XYZ403,6.0,98.0,230,-15.0,-18.9,Congestion
XYZ404,5.9,22.0,108,-11.9,7.5,RF
XYZ405,5.5,61.9,249,-11.7,3.8,RF
XYZ406,9.1,50.1,309,-12.3,5.3,None
XYZ407,12.1,58.9,326,-9.8,5.9,Scheduler
XYZ408,8.4,95.0,507,-10.0,10.9,Congestion
XYZ409,15.0,18.2,522,-9.6,17.4,None
XYZ410,15.0,53.4,677,-8.0,26.2,None
XYZ401,2.2,56.4,191,-11.1,2.3,RF
XYZ402,6.2,61.7,209,-15.4,-4.7,Scheduler
XYZ403,5.4,48.2,250,-12.0,4.4,RF
XYZ404,6.9,40.6,101,-11.9,-0.3,Scheduler
XYZ405,7.3,57.9,396,-13.1,5.2,Scheduler
XYZ406,9.8,73.7,335,-13.4,2.4,Scheduler
XYZ407,8.2,63.9,489,-13.6,4.0,Scheduler
XYZ408,10.0,72.3,541,-11.6,15.5,Scheduler
XYZ409,11.4,43.5,656,-7.9,16.2,None
XYZ410,11.8,44.9,800,-8.8,18.0,None
XYZ401,4.1,53.5,200,-16.4,-17.2,RF
XYZ402,6.7,67.5,278,-12.2,-4.0,Scheduler
XYZ403,4.7,68.5,230,-12.9,-4.7,RF
XYZ404,8.4,97.8,141,-11.9,-4.7,Congestion
XYZ405,8.6,46.3,259,-11.6,5.1,None
XYZ406,8.7,68.4,374,-10.8,7.6,Scheduler
XYZ407,12.5,64.5,378,-12.0,8.2,Scheduler
XYZ408,10.9,84.3,524,-8.9,10.7,Congestion
XYZ409,15.0,45.4,457,-11.2,17.7,None
XYZ410,11.3,66.8,757,-9.2,19.0,Scheduler
XYZ401,8.8,49.0,229,-12.0,6.7,None
XYZ402,7.7,52.8,184,-13.6,1.1,None
XYZ403,4.7,51.6,164,-16.7,-7.6,RF
XYZ404,8.3,45.9,153,-13.9,-1.7,RF
XYZ405,5.8,77.8,276,-16.1,2.5,RF
XYZ406,9.8,43.2,365,-9.0,17.5,None
XYZ407,11.9,79.2,460,-10.9,8.3,Scheduler
XYZ408,11.1,79.0,569,-10.4,11.7,Scheduler
XYZ409,13.4,38.4,760,-9.2,17.5,None
XYZ410,15.0,50.0,708,-7.3,22.3,None
XYZ401,4.6,61.0,168,-11.3,9.3,RF
XYZ402,5.1,87.9,251,-14.9,-10.8,Congestion
XYZ403,6.5,92.0,219,-12.3,2.8,Congestion
XYZ404,6.4,67.9,131,-13.2,-4.0,Scheduler
XYZ405,9.8,53.6,419,-14.9,2.9,None
XYZ406,10.1,82.6,367,-11.2,9.4,Congestion
XYZ407,8.3,50.0,363,-10.8,7.4,None
XYZ408,7.6,69.5,554,-13.6,5.8,Scheduler
XYZ409,12.1,51.4,629,-8.6,14.3,None
XYZ410,14.4,59.2,749,-7.8,21.2,Scheduler
XYZ401,6.0,76.2,120,-12.2,0.1,RF
XYZ402,5.4,55.9,217,-12.7,2.4,RF
XYZ403,5.9,76.8,189,-13.4,-11.1,RF
XYZ404,9.9,89.0,111,-11.8,3.9,Backhaul
XYZ405,5.5,71.0,261,-16.3,-9.3,RF
XYZ406,9.3,80.9,304,-10.4,15.5,Scheduler
XYZ407,8.7,70.0,302,-11.9,8.5,Scheduler
XYZ408,9.7,61.9,452,-10.6,6.5,Scheduler
XYZ409,14.4,46.9,681,-8.0,13.9,None
XYZ410,11.9,24.3,624,-7.3,17.8,None
XYZ401,5.1,89.5,164,-12.4,0.4,Congestion
XYZ402,7.5,45.6,213,-10.4,2.0,None
XYZ403,4.1,36.6,181,-11.6,8.8,RF
XYZ404,7.2,60.5,107,-12.2,-2.4,Backhaul
XYZ405,12.2,50.8,403,-12.4,-0.9,None
XYZ406,11.9,44.0,413,-13.9,1.3,None
XYZ407,9.5,28.9,465,-9.9,4.5,None
XYZ408,12.6,55.9,621,-10.5,5.4,Scheduler
XYZ409,15.0,43.2,551,-9.9,14.1,None
XYZ410,15.0,54.3,710,-7.1,21.3,None
XYZ401,5.5,25.7,181,-12.0,13.3,RF
XYZ402,7.4,66.7,268,-13.6,-6.6,Scheduler
XYZ403,7.2,59.1,223,-14.9,-6.5,Scheduler
XYZ404,8.3,27.9,121,-11.0,3.6,None
XYZ405,7.9,68.3,396,-13.7,-3.3,Scheduler
XYZ406,8.5,32.9,333,-13.5,-0.2,None
XYZ407,8.2,81.3,399,-11.6,6.5,Scheduler
XYZ408,11.7,61.0,434,-10.9,11.1,Scheduler
XYZ409,9.2,43.8,736,-12.2,12.3,None
XYZ410,11.1,61.1,899,-6.0,23.2,Scheduler
XYZ401,2.9,52.8,189,-11.0,5.1,RF
XYZ402,5.1,89.9,158,-11.6,4.0,Congestion
XYZ403,2.9,74.5,219,-11.5,6.4,RF
XYZ404,5.3,61.4,119,-14.2,-2.4,RF
XYZ405,9.1,80.3,379,-12.9,3.1,Scheduler
XYZ406,11.4,73.4,435,-11.9,6.0,Scheduler
XYZ407,12.6,75.8,475,-11.9,7.8,Scheduler
XYZ408,11.2,62.5,405,-8.7,13.9,Scheduler
XYZ409,14.7,26.4,597,-9.5,16.3,None
XYZ410,14.7,33.5,431,-7.4,22.2,None
XYZ401,3.7,48.7,228,-11.6,-5.9,RF
XYZ402,6.7,60.3,282,-12.5,8.2,Scheduler
XYZ403,7.6,75.3,207,-13.8,3.3,Scheduler
XYZ404,6.0,43.5,127,-12.9,1.3,RF
XYZ405,5.7,59.5,255,-10.9,2.0,RF
XYZ406,8.2,27.5,446,-12.3,10.0,None
XYZ407,9.6,42.3,534,-10.0,13.3,None
XYZ408,10.5,38.1,395,-10.1,16.1,None
XYZ409,12.3,64.0,640,-12.6,9.6,Scheduler
XYZ410,11.8,60.2,723,-7.9,24.2,Scheduler
XYZ401,5.0,52.0,176,-12.9,8.4,RF
XYZ402,6.0,7.7,169,-14.8,-3.0,RF
XYZ403,6.7,64.6,145,-14.4,-9.8,Scheduler
XYZ404,7.0,50.5,126,-12.1,4.3,None
XYZ405,4.6,82.9,374,-11.2,-0.2,Congestion
XYZ406,8.1,66.7,421,-11.1,12.8,Scheduler
XYZ407,10.4,65.4,314,-10.6,2.9,Scheduler
XYZ408,11.1,75.6,511,-13.1,11.0,Scheduler
XYZ409,11.6,32.9,549,-9.6,17.1,None
XYZ410,12.7,36.2,817,-9.6,18.8,None
XYZ401,6.8,42.8,202,-12.1,-2.8,None
XYZ402,6.3,30.3,123,-14.1,-4.9,None
XYZ403,9.7,79.8,216,-13.5,10.7,Scheduler
XYZ404,5.1,43.9,133,-14.0,-16.1,RF
XYZ405,7.7,82.9,287,-9.4,7.0,Congestion
XYZ406,8.8,39.8,295,-11.2,13.2,None
XYZ407,9.5,65.1,345,-9.9,11.3,Scheduler
XYZ408,11.5,98.0,493,-10.8,10.0,Congestion
XYZ409,14.1,44.5,600,-9.7,13.4,None
XYZ410,15.0,20.8,494,-9.9,17.7,None
XYZ401,6.0,39.5,176,-13.7,-3.0,RF
XYZ402,4.4,86.3,216,-14.3,8.3,Congestion
XYZ403,7.0,58.1,127,-11.1,-5.9,Scheduler
XYZ404,8.0,74.7,141,-12.0,5.0,RF
XYZ405,11.1,61.4,267,-13.1,2.9,Scheduler
XYZ406,7.2,57.7,459,-9.8,22.9,Scheduler
XYZ407,10.5,84.2,298,-11.6,15.2,Congestion
XYZ408,9.7,75.6,546,-9.7,6.0,Scheduler
XYZ409,11.8,54.9,679,-10.8,13.6,None
XYZ410,15.0,30.7,546,-8.6,20.3,None
XYZ401,3.0,44.3,215,-16.5,-9.7,RF
XYZ402,1.9,56.9,180,-13.3,-3.1,RF
XYZ403,4.6,78.0,156,-14.7,-11.6,RF
XYZ404,5.6,61.3,99,-13.0,-4.9,RF
XYZ405,5.9,48.8,387,-11.1,3.3,RF
XYZ406,11.9,77.6,404,-9.9,5.2,Scheduler
XYZ407,7.7,75.6,381,-11.4,3.8,Scheduler
XYZ408,10.5,36.9,392,-9.8,12.6,None
XYZ409,12.9,30.9,605,-8.4,22.4,None
XYZ410,15.0,50.6,881,-10.2,21.4,None
XYZ401,5.1,17.8,140,-12.8,-8.3,RF
XYZ402,3.9,58.0,202,-12.9,-3.8,RF
XYZ403,4.7,67.3,208,-15.0,5.5,RF
XYZ404,6.0,89.3,56,-13.7,-3.9,Backhaul
XYZ405,9.1,58.5,281,-11.2,7.0,Scheduler
XYZ406,8.0,24.7,304,-11.4,4.0,None
XYZ407,11.4,75.5,510,-11.5,7.0,Scheduler
XYZ408,11.3,45.2,471,-11.3,13.8,None
XYZ409,11.8,26.4,685,-9.5,15.3,None
XYZ410,11.9,14.6,547,-6.3,21.5,None
XYZ401,4.9,45.6,196,-16.4,-18.5,RF
XYZ402,8.2,48.6,179,-15.4,-5.8,None
XYZ403,6.8,77.5,226,-15.6,-7.3,Scheduler
XYZ404,7.8,61.0,148,-10.2,-4.0,Backhaul
XYZ405,7.9,77.1,257,-10.6,11.3,Scheduler
XYZ406,6.4,59.3,347,-11.5,7.5,Scheduler
XYZ407,10.0,79.0,484,-11.9,8.1,Scheduler
XYZ408,12.5,98.0,435,-9.2,15.3,Congestion
XYZ409,15.0,44.2,647,-8.8,16.3,None
XYZ410,15.0,48.5,833,-7.8,21.2,None
XYZ401,4.5,87.6,170,-13.6,2.0,Congestion
XYZ402,4.4,54.1,225,-13.2,-3.5,RF
XYZ403,3.9,80.2,209,-12.6,9.5,RF
XYZ404,8.9,98.0,117,-12.5,3.2,Congestion
XYZ405,8.0,63.0,358,-13.4,1.3,Scheduler
XYZ406,10.9,50.9,439,-12.6,6.0,None
XYZ407,10.3,64.3,303,-9.2,14.8,Scheduler
XYZ408,8.5,79.4,590,-9.7,17.6,Scheduler
XYZ409,12.7,44.0,535,-8.5,14.0,None
XYZ410,13.4,81.7,873,-5.8,20.9,Scheduler
XYZ401,4.3,70.8,201,-14.0,-3.5,RF
XYZ402,4.2,11.1,167,-10.7,10.4,RF
XYZ403,9.3,22.4,162,-12.2,13.3,None
XYZ404,6.7,89.4,132,-12.0,9.6,Backhaul
XYZ405,6.4,81.1,327,-12.1,8.1,Scheduler
XYZ406,10.0,68.3,267,-10.8,15.6,Scheduler
XYZ407,9.8,54.9,568,-11.3,13.5,None
XYZ408,13.2,84.1,620,-11.8,8.3,Congestion
XYZ409,14.1,61.7,502,-9.5,11.2,Scheduler
XYZ410,14.9,45.5,735,-6.0,24.6,None
XYZ401,6.1,47.4,155,-13.7,-0.3,None
XYZ402,8.4,64.6,254,-11.7,5.8,Scheduler
XYZ403,6.4,74.0,254,-14.0,-6.2,Scheduler
XYZ404,7.6,77.8,141,-10.2,9.4,Scheduler
XYZ405,7.3,48.5,322,-13.8,-1.4,None
XYZ406,7.0,15.7,440,-9.5,3.6,None
XYZ407,8.6,74.6,432,-10.1,10.5,Scheduler
XYZ408,14.1,48.2,519,-10.0,11.5,None
XYZ409,13.6,68.5,506,-10.2,11.4,Scheduler
XYZ410,12.8,61.1,701,-6.7,24.0,Scheduler
XYZ401,6.4,61.6,164,-15.4,-18.7,Scheduler
XYZ402,5.7,70.9,159,-13.2,4.4,RF
XYZ403,3.6,82.6,189,-12.3,-0.2,Congestion
XYZ404,5.3,86.7,130,-12.0,6.2,Congestion
XYZ405,5.3,54.6,327,-13.3,1.1,RF
XYZ406,10.1,67.9,413,-11.4,8.3,Scheduler
XYZ407,9.3,66.0,335,-10.9,7.1,Scheduler
XYZ408,9.1,69.0,603,-11.8,3.1,Scheduler
XYZ409,10.5,21.8,685,-9.1,12.6,None
XYZ410,13.6,43.7,556,-9.8,14.7,None
XYZ401,3.7,92.2,167,-11.2,7.1,Congestion
XYZ402,8.7,60.8,236,-13.9,-2.0,Scheduler
XYZ403,8.6,62.3,148,-12.8,8.8,Scheduler
XYZ404,6.1,65.3,154,-13.2,-2.8,Scheduler
XYZ405,8.7,61.7,464,-9.4,4.7,Scheduler
XYZ406,11.0,30.1,410,-9.8,6.9,None
XYZ407,5.7,62.7,581,-11.1,7.3,RF
XYZ408,11.1,85.9,419,-8.4,10.7,Congestion
XYZ409,12.7,39.0,652,-9.7,14.8,None
XYZ410,15.0,20.6,708,-9.2,20.6,None
XYZ401,7.9,63.9,210,-10.5,16.8,Scheduler
XYZ402,6.5,58.5,205,-13.3,0.4,Scheduler
XYZ403,5.1,68.1,147,-13.4,-4.4,RF
XYZ404,8.5,81.6,112,-14.6,-10.2,Backhaul
XYZ405,7.6,20.4,313,-11.5,2.5,None
XYZ406,8.1,61.3,512,-11.0,6.2,Scheduler
XYZ407,11.3,70.5,377,-10.1,9.6,Scheduler
XYZ408,8.3,55.9,457,-11.8,10.3,Scheduler
XYZ409,14.6,60.8,599,-9.4,13.2,Scheduler
XYZ410,13.8,53.1,647,-8.2,20.9,None
XYZ401,3.3,42.2,156,-10.2,5.4,RF
XYZ402,7.2,49.6,188,-14.1,-9.5,None
XYZ403,3.7,57.1,148,-14.3,-7.4,RF
XYZ404,4.7,58.5,149,-14.1,0.6,Scheduler
XYZ405,9.8,64.4,281,-12.2,6.0,Scheduler
XYZ406,9.5,81.0,326,-13.1,4.2,Scheduler
XYZ407,7.4,44.1,557,-12.9,11.7,None
XYZ408,9.9,71.0,477,-11.2,6.5,Scheduler
XYZ409,11.5,29.9,607,-8.4,20.4,None
XYZ410,14.5,61.6,628,-8.0,21.3,Scheduler
XYZ401,4.9,59.9,188,-14.1,-6.0,RF
XYZ402,2.3,35.3,239,-14.3,-6.4,RF
XYZ403,7.0,76.1,209,-14.8,-11.0,Scheduler
XYZ404,6.6,55.5,126,-13.1,2.6,Scheduler
XYZ405,8.6,83.6,329,-11.8,-0.4,Congestion
XYZ406,10.0,78.9,286,-11.6,1.1,Scheduler
XYZ407,8.4,53.2,384,-10.3,15.3,None
XYZ408,10.9,56.9,312,-10.8,8.2,Scheduler
XYZ409,12.5,47.0,526,-7.4,22.0,None
XYZ410,15.0,43.5,560,-7.6,22.3,None
XYZ401,10.3,64.5,206,-12.4,1.5,Scheduler
XYZ402,6.6,70.5,156,-12.6,0.8,Scheduler
XYZ403,4.4,65.3,181,-14.2,-10.5,RF
XYZ404,7.1,63.9,112,-10.0,17.1,Scheduler
XYZ405,3.9,78.6,250,-11.7,8.9,RF
XYZ406,9.4,70.5,332,-11.7,7.9,Scheduler
XYZ407,7.2,37.0,311,-12.5,11.2,None
XYZ408,7.5,85.1,589,-12.1,3.9,Congestion
XYZ409,14.2,5.0,578,-10.4,14.5,None
XYZ410,15.0,26.2,511,-9.2,16.9,None
XYZ401,7.9,58.4,139,-13.5,2.8,Scheduler
XYZ402,5.7,51.0,191,-12.8,-4.7,RF
XYZ403,3.3,82.9,171,-14.9,-10.6,Congestion
XYZ404,3.9,87.0,94,-9.5,17.0,Backhaul
XYZ405,6.3,81.8,377,-11.9,-1.2,Scheduler
XYZ406,8.1,98.0,386,-11.6,0.6,Congestion
XYZ407,12.4,78.2,440,-10.8,2.3,Scheduler
XYZ408,6.9,28.1,374,-10.3,8.0,None
XYZ409,13.8,53.1,701,-10.0,16.2,None
XYZ410,13.6,41.4,639,-8.3,20.8,None
XYZ401,4.8,55.7,162,-11.2,8.3,RF
XYZ402,7.2,75.6,260,-13.5,-0.9,Scheduler
XYZ403,4.9,43.9,153,-13.3,-6.1,RF
XYZ404,6.1,83.2,103,-11.9,4.7,Congestion
XYZ405,5.5,78.5,390,-10.6,10.6,RF
XYZ406,6.6,29.0,397,-9.6,7.7,None
XYZ407,11.7,51.0,462,-10.2,18.5,None
XYZ408,9.8,67.7,387,-11.6,11.1,Scheduler
XYZ409,11.4,58.3,667,-8.8,14.4,Scheduler
XYZ410,15.0,16.4,660,-7.4,15.3,None
XYZ401,3.4,52.0,196,-12.8,-4.1,RF
XYZ402,7.4,45.7,205,-13.8,0.1,None
XYZ403,4.6,98.0,170,-11.7,11.1,Congestion
XYZ404,7.4,34.9,115,-11.8,-0.4,Backhaul
XYZ405,11.9,69.9,251,-8.5,18.7,Scheduler
XYZ406,11.2,61.1,473,-13.8,-1.0,Scheduler
XYZ407,10.4,61.1,483,-12.2,2.1,Scheduler
XYZ408,12.2,65.2,584,-12.2,9.6,Scheduler
XYZ409,15.0,20.8,452,-9.6,14.9,None
XYZ410,14.8,43.8,717,-9.4,12.4,None
XYZ401,7.6,44.7,165,-13.1,5.7,None
XYZ402,5.4,70.0,189,-12.9,6.2,RF
XYZ403,5.1,5.0,195,-13.7,-0.7,RF
XYZ404,6.8,48.1,107,-11.6,1.1,None
XYZ405,9.5,66.8,364,-14.2,1.5,Scheduler
XYZ406,6.8,95.5,285,-13.8,1.1,Congestion
XYZ407,8.7,45.6,399,-13.6,0.2,None
XYZ408,8.1,78.4,559,-13.1,2.5,Scheduler
XYZ409,15.0,53.6,538,-10.5,19.6,None
XYZ410,14.7,19.7,781,-8.5,21.7,None
XYZ401,3.4,44.9,150,-14.1,-3.2,RF
XYZ402,6.4,44.0,213,-13.4,-5.7,None
XYZ403,6.4,98.0,199,-11.8,-12.0,Congestion
XYZ404,6.7,80.2,83,-14.7,-4.5,Scheduler
XYZ405,7.3,69.1,345,-13.8,1.1,Scheduler
XYZ406,10.6,63.9,458,-11.5,13.0,Scheduler
XYZ407,9.3,52.7,258,-10.6,10.2,None
XYZ408,12.1,40.5,580,-10.3,7.8,None
XYZ409,15.0,81.6,770,-10.2,14.4,Scheduler
XYZ410,15.0,34.7,853,-9.3,20.1,None
XYZ401,6.6,48.1,201,-14.5,0.8,None
XYZ402,6.4,71.7,218,-12.9,-2.8,Scheduler
XYZ403,2.5,49.4,166,-14.6,-4.6,RF
XYZ404,5.6,60.8,132,-11.6,7.7,Backhaul
XYZ405,10.7,63.2,357,-11.9,-0.1,Scheduler
XYZ406,11.9,58.8,346,-11.9,2.7,Scheduler
XYZ407,8.7,61.2,451,-13.0,5.5,Scheduler
XYZ408,9.1,45.7,516,-11.3,8.4,None
XYZ409,15.0,34.1,622,-11.2,8.0,None
XYZ410,15.0,24.3,828,-8.8,22.5,None
XYZ401,7.3,65.1,227,-15.9,-14.1,Scheduler
XYZ402,8.9,70.5,233,-11.1,10.3,Scheduler
XYZ403,10.8,73.5,150,-15.7,-15.4,Scheduler
XYZ404,6.3,75.1,112,-13.0,-0.7,Scheduler
XYZ405,7.6,70.0,215,-9.7,9.4,Scheduler
XYZ406,9.0,72.3,355,-12.3,5.4,Scheduler
XYZ407,9.5,58.0,334,-10.9,8.3,Scheduler
XYZ408,11.8,70.1,416,-11.4,9.5,Scheduler
XYZ409,11.7,26.2,506,-9.8,8.7,None
XYZ410,15.0,28.7,692,-7.6,22.4,None
XYZ401,6.0,24.2,217,-12.5,-4.7,RF
XYZ402,4.7,88.5,162,-13.2,-1.9,Congestion
XYZ403,5.3,69.1,212,-12.1,-0.9,RF
XYZ404,7.6,73.3,128,-12.5,-5.5,Scheduler
XYZ405,7.7,26.0,238,-11.0,5.4,None
XYZ406,9.4,36.0,348,-13.2,-3.4,None
XYZ407,5.8,70.2,396,-9.2,16.7,RF
XYZ408,8.6,98.0,222,-8.2,17.7,Congestion
XYZ409,9.8,58.4,528,-9.2,17.9,Scheduler
XYZ410,13.4,47.3,763,-9.4,17.8,None
XYZ401,7.3,60.0,173,-12.1,-10.4,Scheduler
XYZ402,8.2,59.1,120,-11.7,6.6,Scheduler
XYZ403,2.7,73.6,241,-13.1,-7.9,RF
XYZ404,4.4,44.1,130,-15.2,-5.6,RF
XYZ405,10.0,58.0,331,-10.6,14.8,Scheduler
XYZ406,12.2,64.0,296,-8.8,13.2,Scheduler
XYZ407,8.0,34.5,298,-9.9,5.3,None
XYZ408,12.8,72.2,503,-9.2,9.8,Scheduler
XYZ409,14.1,28.9,775,-7.1,15.2,None
XYZ410,14.9,47.8,658,-6.0,21.8,None
XYZ401,2.9,55.8,197,-12.9,-3.3,RF
XYZ402,8.6,44.1,207,-11.6,4.8,None
XYZ403,6.4,40.7,142,-11.2,9.5,None
XYZ404,8.5,61.7,138,-12.2,5.1,RF
XYZ405,7.7,63.5,341,-12.3,2.5,Scheduler
XYZ406,8.3,70.4,497,-12.0,5.7,Scheduler
XYZ407,9.8,38.7,191,-13.0,2.9,Backhaul
XYZ408,9.6,5.0,552,-10.3,11.9,None
XYZ409,11.1,37.9,412,-7.1,17.9,None
XYZ410,15.0,52.8,633,-8.4,16.4,None
XYZ401,6.0,44.7,199,-12.8,-0.4,RF
XYZ402,9.6,56.1,207,-11.4,0.5,Scheduler
XYZ403,3.8,83.8,201,-12.0,7.0,Congestion
XYZ404,7.7,72.4,111,-12.6,3.0,Scheduler
XYZ405,9.6,52.6,410,-9.2,3.3,None
XYZ406,9.0,60.3,442,-12.2,8.9,Scheduler
XYZ407,7.5,46.4,359,-11.4,12.7,None
XYZ408,12.3,63.9,500,-10.9,4.0,Scheduler
XYZ409,13.3,50.5,871,-9.4,16.0,None
XYZ410,12.6,60.3,875,-5.7,26.0,Scheduler
XYZ401,5.1,76.5,177,-13.7,1.5,RF
XYZ402,4.1,60.4,166,-12.4,1.8,RF
XYZ403,4.9,37.3,256,-12.2,6.0,RF
XYZ404,4.7,59.0,146,-10.9,10.8,RF
XYZ405,6.0,71.8,319,-14.5,-6.2,RF
XYZ406,12.0,81.7,403,-13.2,6.3,Scheduler
XYZ407,8.9,59.1,418,-12.3,8.3,Scheduler
XYZ408,12.1,57.5,585,-9.4,13.9,Scheduler
XYZ409,12.1,60.5,655,-9.3,17.7,Scheduler
XYZ410,14.6,70.3,709,-10.9,17.8,Scheduler
XYZ401,6.6,98.0,214,-16.0,-22.7,Congestion
XYZ402,8.1,52.5,249,-11.0,5.6,None
XYZ403,7.1,46.5,155,-14.5,-15.1,None
