timestamp,cell_id,ue_id,issue_domain,event_type,result,cause,rsrp,sinr,cqi,target_cell,source_cell,dl_tp,prb_util,severity,alarm_name,module,event_code,message,details,beam_id,beam_health_score,beam_switch_rate
,XYZ405,UE10497,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10171,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10085,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10557,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10857,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10185,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10155,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10492,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10909,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10520,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ407,UE10626,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10665,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10129,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ408,UE10842,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10080,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10383,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10801,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10658,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10294,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10977,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10268,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10644,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10561,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10534,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10377,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10375,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10087,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10924,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10623,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10110,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10583,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10153,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10462,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ410,UE10568,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10768,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10155,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ407,UE10624,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10317,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10558,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10237,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10333,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10105,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ407,UE10481,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10698,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ404,UE10670,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10709,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10381,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10688,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ404,UE10260,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10798,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10292,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10334,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10654,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10819,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10708,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ402,UE10475,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10224,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ405,UE10906,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ407,UE10554,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10453,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10662,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10295,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10574,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10641,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10766,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ410,UE10462,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10854,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10213,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ403,UE10584,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10942,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ402,UE10615,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10157,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10271,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10826,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10237,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ402,UE10302,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10883,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10669,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10620,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10520,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10320,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10058,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10357,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10703,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10647,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10250,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10890,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10435,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10145,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10858,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10977,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10351,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10569,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10688,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10799,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10244,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10559,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ410,UE10300,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10437,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10867,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10099,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10724,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10813,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10479,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10414,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10164,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ409,UE10911,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10941,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10637,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10301,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10973,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10120,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10087,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ403,UE10216,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10572,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10813,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10178,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10701,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10162,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10592,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ404,UE10169,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10300,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10373,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE10707,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10202,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10046,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ408,UE10462,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ405,UE10669,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10407,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10193,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10426,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10929,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10790,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10316,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ409,UE10478,rach,MSG4,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10420,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10268,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ404,UE10480,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ403,UE10710,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE10735,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10262,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ404,UE10425,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ405,UE10165,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ407,UE10691,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ401,UE10427,rach,MSG3,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10703,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ401,UE10396,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ408,UE99993,rach,MSG2,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE99994,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ402,UE99995,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ402,UE99996,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ403,UE99997,rach,MSG1,FAIL,,,,,,,,,,,,,,,,,
,XYZ406,UE99998,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ401,UE99999,rach,SUCCESS,SUCCESS,,,,,,,,,,,,,,,,,
,XYZ401,UE10206,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10911,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10696,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ405,UE10480,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ407,UE10649,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ403,UE10402,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ408,UE10996,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10834,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ405,UE10675,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ405,UE10899,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ408,UE10586,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ402,UE10232,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10928,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ408,UE10283,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ409,UE10479,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ410,UE10888,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ410,UE10766,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ402,UE10975,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ404,UE10008,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ408,UE10714,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10901,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ404,UE10378,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ410,UE10816,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ401,UE10602,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10380,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ407,UE10843,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ401,UE10661,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10359,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10175,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ404,UE10484,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ407,UE10404,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ404,UE10032,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ405,UE10464,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ404,UE10695,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ404,UE10156,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ409,UE10564,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ406,UE10807,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ403,UE10201,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10785,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10174,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10243,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ408,UE10268,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ404,UE10922,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ401,UE10445,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10073,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ408,UE10095,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ405,UE10872,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ403,UE10172,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ404,UE10898,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ408,UE10405,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10154,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10182,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ409,UE10322,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ410,UE10288,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ403,UE10257,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ407,UE10586,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ409,UE10173,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ404,UE10329,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ410,UE10230,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ410,UE10758,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ403,UE10160,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ401,UE10185,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ409,UE10902,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10142,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ402,UE10281,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ409,UE10906,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10639,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ404,UE10677,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ409,UE10026,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ409,UE10245,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10486,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ403,UE10646,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ403,UE10896,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ405,UE10201,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ403,UE10020,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ410,UE10590,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ406,UE10669,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10093,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ406,UE10007,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10471,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10338,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10258,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ406,UE10054,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10910,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10547,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10005,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10376,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ401,UE10553,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ409,UE10049,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ403,UE10111,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ402,UE10145,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ410,UE10229,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ406,UE10722,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ408,UE10496,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ402,UE10305,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ404,UE10541,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10460,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ409,UE10806,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ410,UE10627,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10907,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ410,UE10225,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10058,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10075,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10427,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10727,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10131,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10931,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10497,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ402,UE10815,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ404,UE10909,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ410,UE10592,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ406,UE10304,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10066,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10982,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ408,UE10332,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10904,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10276,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ404,UE10872,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10583,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10720,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10783,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10143,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ406,UE10250,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ401,UE10795,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10690,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10951,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ401,UE10079,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ401,UE10056,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10365,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ407,UE10307,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ406,UE10173,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ405,UE10461,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ406,UE10749,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ403,UE10677,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ409,UE10595,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ405,UE10492,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10559,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ410,UE10638,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ410,UE10680,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ407,UE10865,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ403,UE10373,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ401,UE10954,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ403,UE10348,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ409,UE10066,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ405,UE10329,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ407,UE10851,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ403,UE10193,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ404,UE10154,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ401,UE10159,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ403,UE10695,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ407,UE10265,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ404,UE10167,call_drop,Mobility,FAIL,Mobility,,,,,,,,,,,,,,,,
,XYZ402,UE10144,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10185,call_drop,Transport,FAIL,Transport,,,,,,,,,,,,,,,,
,XYZ405,UE10885,call_drop,Radio,FAIL,Radio,,,,,,,,,,,,,,,,
,XYZ402,UE10864,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
,XYZ406,UE10773,call_drop,IMS,FAIL,IMS,,,,,,,,,,,,,,,,
