ue_id,cell_id,rsrp,rsrq,sinr,failure_type
UE10427,XYZ408,-101.3,-8.9,8.9,SUCCESS
UE10428,XYZ409,-91.1,-7.8,17.0,SUCCESS
UE10429,XYZ410,-86.1,-8.6,21.3,SUCCESS
UE10430,XYZ401,-123.4,-12.2,6.1,SUCCESS
UE10431,XYZ402,-105.8,-10.6,10.4,SUCCESS
UE10432,XYZ403,-113.6,-14.3,-15.8,SUCCESS
UE10433,XYZ404,-112.5,-15.1,-8.5,SUCCESS
UE10434,XYZ405,-116.9,-11.1,8.3,SUCCESS
UE10435,XYZ406,-109.9,-10.9,4.3,SUCCESS
UE10436,XYZ407,-102.5,-8.7,16.2,SUCCESS
UE10437,XYZ408,-105.0,-11.6,4.8,SUCCESS
UE10438,XYZ409,-91.2,-8.3,16.6,SUCCESS
UE10439,XYZ410,-88.9,-7.6,18.0,SUCCESS
UE10440,XYZ401,-110.6,-14.5,-17.7,SUCCESS
UE10441,XYZ402,-115.8,-18.4,-15.1,SUCCESS
UE10442,XYZ403,-121.2,-13.4,4.4,SUCCESS
UE10443,XYZ404,-104.8,-8.9,6.5,SUCCESS
UE10444,XYZ405,-105.0,-12.9,4.6,SUCCESS
UE10445,XYZ406,-103.1,-8.5,8.8,PING_PONG
UE10446,XYZ407,-103.7,-11.9,4.7,SUCCESS
UE10447,XYZ408,-105.3,-9.4,10.3,SUCCESS
UE10448,XYZ409,-93.0,-11.9,13.3,SUCCESS
UE10449,XYZ410,-86.8,-7.1,20.1,SUCCESS
UE10450,XYZ401,-112.0,-13.1,-4.5,SUCCESS
UE10451,XYZ402,-124.7,-11.2,7.2,SUCCESS
UE10452,XYZ403,-119.6,-12.5,-4.5,SUCCESS
UE10453,XYZ404,-108.0,-12.8,-2.5,PING_PONG
UE10454,XYZ405,-102.3,-10.7,6.2,SUCCESS
UE10455,XYZ406,-100.5,-10.3,5.2,SUCCESS
UE10456,XYZ407,-104.0,-10.2,13.7,SUCCESS
UE10457,XYZ408,-105.6,-10.9,4.2,SUCCESS
UE10458,XYZ409,-92.5,-10.1,18.4,SUCCESS
UE10459,XYZ410,-86.1,-8.7,18.1,SUCCESS
UE10460,XYZ401,-122.2,-13.3,-12.5,SUCCESS
UE10461,XYZ402,-112.3,-14.7,10.4,TOO_LATE_HO
UE10462,XYZ403,-115.5,-14.2,-0.2,WRONG_CELL
UE10463,XYZ404,-111.5,-13.6,3.1,PING_PONG
UE10464,XYZ405,-105.1,-11.3,3.7,SUCCESS
UE10465,XYZ406,-105.9,-11.4,-0.3,SUCCESS
UE10466,XYZ407,-108.3,-8.9,10.6,SUCCESS
UE10467,XYZ408,-104.2,-9.0,5.0,SUCCESS
UE10468,XYZ409,-91.2,-12.2,9.6,SUCCESS
UE10469,XYZ410,-83.7,-8.7,15.5,SUCCESS
UE10470,XYZ401,-120.0,-14.7,-8.4,WRONG_CELL
UE10471,XYZ402,-119.5,-12.5,-8.9,N2_FAILURE
UE10472,XYZ403,-120.3,-12.8,0.2,SUCCESS
UE10473,XYZ404,-115.2,-13.8,-3.5,SUCCESS
UE10474,XYZ405,-115.5,-12.2,0.6,SUCCESS
UE10475,XYZ406,-103.8,-12.2,2.2,SUCCESS
UE10476,XYZ407,-105.4,-12.6,8.4,SUCCESS
UE10477,XYZ408,-104.7,-11.5,7.1,SUCCESS
UE10478,XYZ409,-93.4,-9.7,20.2,SUCCESS
UE10479,XYZ410,-86.8,-7.1,21.2,SUCCESS
UE10480,XYZ401,-126.1,-16.6,-7.6,N2_FAILURE
UE10481,XYZ402,-119.9,-12.7,-4.2,SUCCESS
UE10482,XYZ403,-106.8,-13.7,-2.7,SUCCESS
UE10483,XYZ404,-112.3,-15.3,-1.2,SUCCESS
UE10484,XYZ405,-101.4,-11.0,2.2,SUCCESS
UE10485,XYZ406,-103.0,-10.0,6.1,SUCCESS
UE10486,XYZ407,-99.5,-11.8,6.8,SUCCESS
UE10487,XYZ408,-103.5,-8.2,14.8,SUCCESS
UE10488,XYZ409,-99.7,-8.8,19.9,SUCCESS
UE10489,XYZ410,-87.5,-8.1,22.1,SUCCESS
UE10490,XYZ401,-130.2,-12.1,5.0,SUCCESS
UE10491,XYZ402,-119.9,-13.4,0.8,SUCCESS
UE10492,XYZ403,-114.7,-13.2,0.9,SUCCESS
UE10493,XYZ404,-107.6,-14.4,-1.7,SUCCESS
UE10494,XYZ405,-110.6,-13.5,9.1,SUCCESS
UE10495,XYZ406,-98.9,-13.2,-3.1,SUCCESS
UE10496,XYZ407,-108.7,-7.6,13.2,TOO_LATE_HO
UE10497,XYZ408,-101.4,-9.7,10.0,SUCCESS
UE10498,XYZ409,-89.3,-8.7,13.8,SUCCESS
UE10499,XYZ410,-88.7,-9.9,16.5,SUCCESS
UE10500,XYZ401,-118.1,-12.6,3.3,SUCCESS
UE10501,XYZ402,-121.7,-15.2,-7.2,WRONG_CELL
UE10502,XYZ403,-115.4,-12.9,1.3,TOO_LATE_HO
UE10503,XYZ404,-107.3,-12.2,-10.6,XN_FAILURE
UE10504,XYZ405,-106.5,-12.4,4.1,SUCCESS
UE10505,XYZ406,-113.5,-11.4,7.8,N2_FAILURE
UE10506,XYZ407,-98.8,-10.3,13.3,TOO_LATE_HO
UE10507,XYZ408,-104.3,-11.2,11.1,SUCCESS
UE10508,XYZ409,-91.5,-8.4,19.6,SUCCESS
UE10509,XYZ410,-92.2,-9.7,16.7,SUCCESS
UE10510,XYZ401,-119.3,-12.4,0.5,SUCCESS
UE10511,XYZ402,-114.8,-13.0,-6.7,SUCCESS
UE10512,XYZ403,-118.0,-11.3,-0.0,SUCCESS
UE10513,XYZ404,-103.9,-10.2,10.0,SUCCESS
UE10514,XYZ405,-111.0,-9.2,9.4,SUCCESS
UE10515,XYZ406,-105.3,-8.8,10.8,SUCCESS
UE10516,XYZ407,-106.3,-10.6,8.1,SUCCESS
UE10517,XYZ408,-99.3,-11.1,9.4,SUCCESS
UE10518,XYZ409,-93.0,-7.4,17.8,SUCCESS
UE10519,XYZ410,-83.5,-9.8,16.8,SUCCESS
UE10520,XYZ401,-116.0,-14.6,-6.9,XN_FAILURE
UE10521,XYZ402,-106.2,-15.9,-13.6,SUCCESS
UE10522,XYZ403,-117.1,-13.6,-6.2,PING_PONG
UE10523,XYZ404,-117.4,-11.8,2.7,SUCCESS
UE10524,XYZ405,-107.4,-11.2,4.8,XN_FAILURE
UE10525,XYZ406,-109.9,-9.1,15.9,SUCCESS
UE10526,XYZ407,-104.6,-11.5,7.1,SUCCESS
UE10527,XYZ408,-104.5,-11.8,7.4,SUCCESS
UE10528,XYZ409,-95.2,-8.6,18.4,SUCCESS
UE10529,XYZ410,-89.2,-8.9,20.1,SUCCESS
UE10530,XYZ401,-116.8,-13.1,0.8,SUCCESS
UE10531,XYZ402,-115.8,-14.1,-9.1,PING_PONG
UE10532,XYZ403,-114.9,-12.7,-11.0,SUCCESS
UE10533,XYZ404,-101.9,-13.2,-3.6,SUCCESS
UE10534,XYZ405,-106.0,-12.3,-0.1,SUCCESS
UE10535,XYZ406,-97.8,-7.2,17.3,SUCCESS
UE10536,XYZ407,-103.3,-11.8,9.1,SUCCESS
UE10537,XYZ408,-104.2,-12.9,10.4,SUCCESS
UE10538,XYZ409,-90.7,-10.2,13.9,SUCCESS
UE10539,XYZ410,-86.5,-11.1,15.8,TOO_LATE_HO
UE10540,XYZ401,-110.2,-11.8,15.6,SUCCESS
UE10541,XYZ402,-107.7,-12.2,-1.6,SUCCESS
UE10542,XYZ403,-114.4,-13.0,4.1,SUCCESS
UE10543,XYZ404,-114.0,-12.2,7.5,SUCCESS
UE10544,XYZ405,-108.6,-14.4,-7.9,SUCCESS
UE10545,XYZ406,-110.3,-9.8,10.8,SUCCESS
UE10546,XYZ407,-101.2,-11.9,5.0,SUCCESS
UE10547,XYZ408,-104.6,-12.6,4.3,SUCCESS
UE10548,XYZ409,-91.9,-8.1,17.4,SUCCESS
UE10549,XYZ410,-88.5,-8.2,22.4,SUCCESS
UE10550,XYZ401,-114.7,-13.9,-5.6,SUCCESS
UE10551,XYZ402,-118.5,-13.2,1.0,PREP_FAILURE
UE10552,XYZ403,-110.1,-12.1,0.7,SUCCESS
UE10553,XYZ404,-100.5,-13.7,0.5,SUCCESS
UE10554,XYZ405,-113.8,-9.9,9.1,SUCCESS
UE10555,XYZ406,-103.9,-10.6,6.0,SUCCESS
UE10556,XYZ407,-104.3,-10.8,3.3,SUCCESS
UE10557,XYZ408,-107.1,-11.4,3.4,SUCCESS
UE10558,XYZ409,-90.9,-8.7,15.6,SUCCESS
UE10559,XYZ410,-88.7,-9.8,18.3,SUCCESS
UE10560,XYZ401,-120.4,-12.8,-3.5,SUCCESS
UE10561,XYZ402,-115.3,-14.3,-4.9,PING_PONG
UE10562,XYZ403,-118.3,-13.8,-5.5,SUCCESS
UE10563,XYZ404,-110.1,-12.0,3.8,SUCCESS
UE10564,XYZ405,-112.2,-11.4,8.9,PING_PONG
UE10565,XYZ406,-114.0,-14.8,7.2,XN_FAILURE
UE10566,XYZ407,-102.9,-12.7,6.1,SUCCESS
UE10567,XYZ408,-100.2,-11.7,6.2,PREP_FAILURE
UE10568,XYZ409,-93.1,-10.8,15.5,SUCCESS
UE10569,XYZ410,-88.4,-8.2,19.4,SUCCESS
UE10570,XYZ401,-130.3,-11.0,-6.4,WRONG_CELL
UE10571,XYZ402,-123.7,-11.0,7.2,SUCCESS
UE10572,XYZ403,-118.0,-14.0,3.2,SUCCESS
UE10573,XYZ404,-115.3,-13.3,-6.2,SUCCESS
UE10574,XYZ405,-109.8,-11.3,9.4,SUCCESS
UE10575,XYZ406,-100.4,-12.1,-4.4,SUCCESS
UE10576,XYZ407,-104.4,-11.0,12.8,SUCCESS
UE10577,XYZ408,-110.4,-10.7,11.3,SUCCESS
UE10578,XYZ409,-90.9,-10.5,17.2,SUCCESS
UE10579,XYZ410,-88.1,-7.9,21.2,SUCCESS
UE10580,XYZ401,-119.4,-14.7,-6.3,SUCCESS
UE10581,XYZ402,-120.2,-13.0,-1.2,SUCCESS
UE10582,XYZ403,-121.0,-14.6,-10.3,PREP_FAILURE
UE10583,XYZ404,-112.5,-12.1,1.6,SUCCESS
UE10584,XYZ405,-105.2,-11.7,2.1,SUCCESS
UE10585,XYZ406,-111.0,-11.2,14.2,SUCCESS
UE10586,XYZ407,-104.7,-12.4,6.2,SUCCESS
UE10587,XYZ408,-104.1,-12.0,14.7,SUCCESS
UE10588,XYZ409,-94.9,-7.7,19.9,SUCCESS
UE10589,XYZ410,-87.2,-9.6,18.5,SUCCESS
UE10590,XYZ401,-109.6,-11.7,4.7,SUCCESS
UE10591,XYZ402,-109.2,-11.5,-6.6,SUCCESS
UE10592,XYZ403,-121.8,-12.7,1.8,TOO_LATE_HO
UE10593,XYZ404,-108.0,-13.0,-5.5,SUCCESS
UE10594,XYZ405,-110.0,-10.1,18.0,SUCCESS
UE10595,XYZ406,-110.1,-9.7,12.7,SUCCESS
UE10596,XYZ407,-108.6,-12.6,4.1,SUCCESS
UE10597,XYZ408,-99.7,-10.3,10.4,SUCCESS
UE10598,XYZ409,-90.9,-10.4,17.2,SUCCESS
UE10599,XYZ410,-87.3,-7.6,21.1,SUCCESS
UE10600,XYZ401,-119.2,-11.6,10.7,N2_FAILURE
UE10601,XYZ402,-117.6,-12.2,-1.0,SUCCESS
UE10602,XYZ403,-119.3,-12.1,-3.5,PING_PONG
UE10603,XYZ404,-114.7,-16.7,-5.8,SUCCESS
UE10604,XYZ405,-115.8,-10.1,8.8,SUCCESS
UE10605,XYZ406,-98.2,-12.5,4.9,SUCCESS
UE10606,XYZ407,-102.7,-11.6,4.8,XN_FAILURE
UE10607,XYZ408,-96.7,-8.8,9.9,SUCCESS
UE10608,XYZ409,-87.4,-9.6,13.7,SUCCESS
UE10609,XYZ410,-88.1,-9.2,20.3,SUCCESS
UE10610,XYZ401,-121.7,-15.5,0.9,XN_FAILURE
UE10611,XYZ402,-118.6,-12.7,5.0,SUCCESS
UE10612,XYZ403,-126.2,-12.9,2.1,SUCCESS
UE10613,XYZ404,-108.5,-10.7,15.8,SUCCESS
UE10614,XYZ405,-107.5,-10.9,-1.2,SUCCESS
UE10615,XYZ406,-110.2,-12.5,6.7,SUCCESS
UE10616,XYZ407,-101.5,-10.5,5.7,SUCCESS
UE10617,XYZ408,-105.4,-9.9,2.6,SUCCESS
UE10618,XYZ409,-89.8,-10.0,18.8,SUCCESS
UE10619,XYZ410,-84.9,-9.9,17.5,SUCCESS
UE10620,XYZ401,-120.6,-14.0,-8.7,SUCCESS
UE10621,XYZ402,-114.0,-15.5,-5.4,SUCCESS
UE10622,XYZ403,-112.4,-13.0,0.8,N2_FAILURE
UE10623,XYZ404,-116.0,-12.1,1.3,TOO_LATE_HO
UE10624,XYZ405,-113.2,-11.7,7.9,N2_FAILURE
UE10625,XYZ406,-107.4,-11.2,14.1,SUCCESS
UE10626,XYZ407,-104.2,-14.3,11.9,N2_FAILURE
UE10627,XYZ408,-106.0,-10.0,14.1,SUCCESS
UE10628,XYZ409,-88.8,-7.4,13.8,SUCCESS
UE10629,XYZ410,-85.9,-9.2,18.4,SUCCESS
UE10630,XYZ401,-118.5,-14.8,-4.0,SUCCESS
UE10631,XYZ402,-119.2,-15.4,-0.0,TOO_LATE_HO
UE10632,XYZ403,-114.5,-11.9,6.5,WRONG_CELL
UE10633,XYZ404,-109.5,-10.0,-1.8,SUCCESS
UE10634,XYZ405,-108.3,-10.3,14.0,SUCCESS
UE10635,XYZ406,-108.1,-9.4,10.7,SUCCESS
UE10636,XYZ407,-100.4,-11.0,9.1,SUCCESS
UE10637,XYZ408,-98.8,-13.2,5.6,SUCCESS
UE10638,XYZ409,-90.0,-9.9,16.5,SUCCESS
UE10639,XYZ410,-87.3,-8.7,22.3,SUCCESS
UE10640,XYZ401,-119.3,-10.7,12.1,SUCCESS
UE10641,XYZ402,-114.0,-11.4,7.8,SUCCESS
UE10642,XYZ403,-129.3,-13.5,-0.6,SUCCESS
UE10643,XYZ404,-109.4,-11.7,-6.9,SUCCESS
UE10644,XYZ405,-106.1,-12.2,3.1,SUCCESS
UE10645,XYZ406,-104.4,-10.0,9.5,SUCCESS
UE10646,XYZ407,-107.3,-10.0,10.3,SUCCESS
UE10647,XYZ408,-104.6,-9.1,12.4,SUCCESS
UE10648,XYZ409,-89.9,-9.8,15.4,SUCCESS
UE10649,XYZ410,-86.8,-8.5,19.8,SUCCESS
UE10650,XYZ401,-119.7,-13.2,6.1,SUCCESS
UE10651,XYZ402,-119.3,-14.3,-7.9,SUCCESS
UE10652,XYZ403,-111.6,-14.9,-12.0,SUCCESS
UE10653,XYZ404,-112.5,-9.6,13.5,SUCCESS
UE10654,XYZ405,-111.2,-11.0,10.0,SUCCESS
UE10655,XYZ406,-107.0,-10.0,8.2,SUCCESS
UE10656,XYZ407,-104.0,-9.3,9.7,SUCCESS
UE10657,XYZ408,-106.4,-12.8,5.3,SUCCESS
UE10658,XYZ409,-93.7,-12.6,13.3,SUCCESS
UE10659,XYZ410,-85.7,-9.1,19.7,SUCCESS
UE10660,XYZ401,-109.5,-14.6,2.4,SUCCESS
UE10661,XYZ402,-117.7,-14.2,-4.8,SUCCESS
UE10662,XYZ403,-111.4,-11.1,0.6,SUCCESS
UE10663,XYZ404,-108.0,-10.9,14.2,SUCCESS
UE10664,XYZ405,-113.8,-10.8,1.3,SUCCESS
UE10665,XYZ406,-109.4,-10.1,2.8,SUCCESS
UE10666,XYZ407,-106.7,-9.8,3.9,SUCCESS
UE10667,XYZ408,-105.6,-11.5,5.4,SUCCESS
UE10668,XYZ409,-97.7,-9.7,16.9,SUCCESS
UE10669,XYZ410,-89.1,-9.3,15.7,SUCCESS
UE10670,XYZ401,-119.9,-11.1,1.3,SUCCESS
UE10671,XYZ402,-117.7,-16.1,-8.3,SUCCESS
UE10672,XYZ403,-112.0,-10.3,2.1,SUCCESS
UE10673,XYZ404,-115.0,-14.9,-2.6,SUCCESS
UE10674,XYZ405,-109.6,-12.5,6.8,SUCCESS
UE10675,XYZ406,-107.3,-11.8,5.4,SUCCESS
UE10676,XYZ407,-111.3,-12.3,6.7,N2_FAILURE
UE10677,XYZ408,-101.1,-11.4,9.4,SUCCESS
UE10678,XYZ409,-91.2,-9.3,18.6,SUCCESS
UE10679,XYZ410,-88.2,-7.5,14.4,SUCCESS
UE10680,XYZ401,-129.2,-15.6,1.4,XN_FAILURE
UE10681,XYZ402,-116.9,-15.3,-12.3,SUCCESS
UE10682,XYZ403,-107.5,-13.1,6.6,SUCCESS
UE10683,XYZ404,-105.2,-10.8,2.7,SUCCESS
UE10684,XYZ405,-106.7,-10.8,11.1,SUCCESS
UE10685,XYZ406,-103.6,-9.9,7.6,SUCCESS
UE10686,XYZ407,-108.8,-12.2,0.7,SUCCESS
UE10687,XYZ408,-99.4,-9.6,17.3,SUCCESS
UE10688,XYZ409,-90.3,-9.6,12.2,SUCCESS
UE10689,XYZ410,-86.4,-7.4,19.9,SUCCESS
UE10690,XYZ401,-120.7,-14.9,1.4,SUCCESS
UE10691,XYZ402,-116.9,-13.7,2.4,XN_FAILURE
UE10692,XYZ403,-113.4,-11.9,3.1,SUCCESS
UE10693,XYZ404,-113.5,-12.6,6.9,TOO_LATE_HO
UE10694,XYZ405,-106.9,-12.4,9.4,SUCCESS
UE10695,XYZ406,-105.1,-9.4,6.3,TOO_LATE_HO
UE10696,XYZ407,-106.0,-9.9,8.0,SUCCESS
UE10697,XYZ408,-110.6,-10.8,18.0,SUCCESS
UE10698,XYZ409,-96.3,-7.6,19.2,SUCCESS
UE10699,XYZ410,-85.6,-6.2,21.1,SUCCESS
UE10700,XYZ401,-118.0,-14.6,-14.0,SUCCESS
UE10701,XYZ402,-116.4,-11.5,6.9,PING_PONG
UE10702,XYZ403,-115.0,-13.6,-2.4,SUCCESS
UE10703,XYZ404,-109.3,-11.8,8.5,SUCCESS
UE10704,XYZ405,-106.8,-10.5,9.7,SUCCESS
UE10705,XYZ406,-103.7,-11.2,4.3,XN_FAILURE
UE10706,XYZ407,-106.8,-10.9,3.6,SUCCESS
UE10707,XYZ408,-109.6,-13.4,3.7,SUCCESS
UE10708,XYZ409,-95.3,-9.8,11.7,SUCCESS
UE10709,XYZ410,-85.5,-8.7,19.1,SUCCESS
UE10710,XYZ401,-120.6,-14.5,-6.1,SUCCESS
UE10711,XYZ402,-128.5,-14.2,-6.0,SUCCESS
UE10712,XYZ403,-105.6,-12.4,-0.6,SUCCESS
UE10713,XYZ404,-108.4,-12.4,-6.1,SUCCESS
UE10714,XYZ405,-107.4,-12.8,9.2,SUCCESS
UE10715,XYZ406,-112.2,-13.1,1.2,SUCCESS
UE10716,XYZ407,-105.1,-9.9,17.7,SUCCESS
UE10717,XYZ408,-102.4,-11.4,10.8,SUCCESS
UE10718,XYZ409,-91.9,-6.9,13.0,SUCCESS
UE10719,XYZ410,-87.3,-7.3,21.3,SUCCESS
UE10720,XYZ401,-120.7,-13.1,5.5,SUCCESS
UE10721,XYZ402,-110.5,-12.8,-0.5,SUCCESS
UE10722,XYZ403,-118.0,-11.4,4.1,SUCCESS
UE10723,XYZ404,-109.4,-9.3,8.7,SUCCESS
UE10724,XYZ405,-103.0,-11.9,9.1,SUCCESS
UE10725,XYZ406,-104.6,-12.5,3.7,SUCCESS
UE10726,XYZ407,-106.2,-12.6,4.2,SUCCESS
UE10727,XYZ408,-103.4,-12.6,6.2,SUCCESS
UE10728,XYZ409,-89.5,-10.3,16.4,SUCCESS
UE10729,XYZ410,-92.9,-8.5,15.7,SUCCESS
UE10730,XYZ401,-120.5,-10.1,5.1,SUCCESS
UE10731,XYZ402,-121.1,-13.0,6.8,SUCCESS
UE10732,XYZ403,-107.9,-13.5,-10.1,N2_FAILURE
UE10733,XYZ404,-118.2,-11.1,1.8,SUCCESS
UE10734,XYZ405,-110.0,-13.0,-3.9,PING_PONG
UE10735,XYZ406,-113.2,-11.1,7.3,SUCCESS
UE10736,XYZ407,-108.2,-13.2,14.4,SUCCESS
UE10737,XYZ408,-106.7,-10.9,7.0,SUCCESS
UE10738,XYZ409,-85.6,-10.8,11.2,SUCCESS
UE10739,XYZ410,-90.3,-6.5,24.1,SUCCESS
UE10740,XYZ401,-118.1,-13.6,-23.5,SUCCESS
UE10741,XYZ402,-120.3,-16.1,-0.6,SUCCESS
UE10742,XYZ403,-119.6,-14.0,-4.2,N2_FAILURE
UE10743,XYZ404,-102.3,-12.4,-3.4,SUCCESS
UE10744,XYZ405,-110.2,-11.6,4.5,SUCCESS
UE10745,XYZ406,-101.3,-12.1,7.9,SUCCESS
UE10746,XYZ407,-104.7,-9.2,15.6,SUCCESS
UE10747,XYZ408,-99.9,-9.4,7.7,SUCCESS
UE10748,XYZ409,-98.5,-11.0,16.1,SUCCESS
UE10749,XYZ410,-83.8,-7.1,25.0,SUCCESS
UE10750,XYZ401,-109.5,-11.8,8.5,SUCCESS
UE10751,XYZ402,-123.6,-12.6,-1.8,PREP_FAILURE
UE10752,XYZ403,-122.3,-15.5,-15.5,SUCCESS
UE10753,XYZ404,-111.5,-13.8,5.2,XN_FAILURE
UE10754,XYZ405,-112.6,-12.2,-1.5,SUCCESS
UE10755,XYZ406,-109.0,-12.5,3.1,SUCCESS
UE10756,XYZ407,-104.4,-11.6,5.0,SUCCESS
UE10757,XYZ408,-99.7,-10.2,15.6,SUCCESS
UE10758,XYZ409,-85.4,-12.3,12.9,SUCCESS
UE10759,XYZ410,-85.1,-7.6,24.3,SUCCESS
UE10760,XYZ401,-109.0,-15.9,-8.7,SUCCESS
UE10761,XYZ402,-112.7,-12.4,-2.4,SUCCESS
UE10762,XYZ403,-119.2,-10.6,6.9,SUCCESS
UE10763,XYZ404,-117.4,-12.5,-2.0,SUCCESS
UE10764,XYZ405,-112.5,-10.1,13.0,N2_FAILURE
UE10765,XYZ406,-109.3,-8.6,9.1,SUCCESS
UE10766,XYZ407,-103.3,-10.4,11.6,SUCCESS
UE10767,XYZ408,-106.1,-9.6,12.5,SUCCESS
UE10768,XYZ409,-90.4,-10.5,14.0,SUCCESS
UE10769,XYZ410,-88.8,-8.4,23.5,SUCCESS
UE10770,XYZ401,-119.0,-14.6,-7.6,TOO_LATE_HO
UE10771,XYZ402,-121.3,-11.3,1.9,SUCCESS
UE10772,XYZ403,-116.9,-11.0,-5.2,SUCCESS
UE10773,XYZ404,-113.4,-14.5,-0.2,SUCCESS
UE10774,XYZ405,-111.1,-10.4,9.6,TOO_LATE_HO
UE10775,XYZ406,-107.7,-12.6,3.8,SUCCESS
UE10776,XYZ407,-106.2,-9.2,6.1,SUCCESS
UE10777,XYZ408,-106.6,-11.7,9.0,SUCCESS
UE10778,XYZ409,-90.2,-11.9,15.8,SUCCESS
UE10779,XYZ410,-89.5,-11.0,17.5,SUCCESS
UE10780,XYZ401,-116.8,-10.6,-0.7,SUCCESS
UE10781,XYZ402,-121.5,-16.6,-6.8,SUCCESS
UE10782,XYZ403,-113.9,-8.4,17.9,SUCCESS
UE10783,XYZ404,-113.4,-11.4,4.1,PREP_FAILURE
UE10784,XYZ405,-108.6,-13.3,-4.4,SUCCESS
UE10785,XYZ406,-102.1,-11.9,8.5,SUCCESS
UE10786,XYZ407,-109.0,-12.5,5.6,SUCCESS
UE10787,XYZ408,-100.5,-11.5,7.4,SUCCESS
UE10788,XYZ409,-95.5,-10.5,15.4,SUCCESS
UE10789,XYZ410,-90.7,-10.0,17.9,SUCCESS
UE10790,XYZ401,-116.8,-14.6,-15.7,SUCCESS
UE10791,XYZ402,-112.8,-15.3,-13.0,XN_FAILURE
UE10792,XYZ403,-120.0,-12.7,4.1,XN_FAILURE
UE10793,XYZ404,-122.4,-14.7,-1.7,SUCCESS
UE10794,XYZ405,-105.5,-10.5,8.9,SUCCESS
UE10795,XYZ406,-106.7,-10.7,8.3,SUCCESS
UE10796,XYZ407,-105.7,-12.6,4.4,SUCCESS
UE10797,XYZ408,-99.8,-9.6,12.9,SUCCESS
UE10798,XYZ409,-91.7,-8.8,13.7,SUCCESS
UE10799,XYZ410,-85.4,-9.3,19.2,XN_FAILURE
UE10800,XYZ401,-127.9,-12.0,3.3,N2_FAILURE
UE10801,XYZ402,-121.1,-12.1,3.8,PING_PONG
UE10802,XYZ403,-119.3,-14.4,-8.0,SUCCESS
UE10803,XYZ404,-112.8,-11.6,2.1,SUCCESS
UE10804,XYZ405,-113.8,-13.8,5.1,SUCCESS
UE10805,XYZ406,-108.1,-9.4,14.0,SUCCESS
UE10806,XYZ407,-102.5,-11.7,5.1,TOO_LATE_HO
UE10807,XYZ408,-104.7,-10.2,7.3,SUCCESS
UE10808,XYZ409,-89.2,-10.6,16.6,SUCCESS
UE10809,XYZ410,-84.0,-9.8,20.9,SUCCESS
UE10810,XYZ401,-110.3,-16.0,-11.0,SUCCESS
UE10811,XYZ402,-117.2,-13.5,-7.1,SUCCESS
UE10812,XYZ403,-121.7,-11.4,-2.8,SUCCESS
UE10813,XYZ404,-111.2,-12.0,4.4,SUCCESS
UE10814,XYZ405,-104.7,-12.8,0.5,SUCCESS
UE10815,XYZ406,-105.4,-10.7,8.2,SUCCESS
UE10816,XYZ407,-102.1,-11.0,7.3,SUCCESS
UE10817,XYZ408,-104.4,-9.3,12.7,SUCCESS
UE10818,XYZ409,-92.7,-7.1,19.4,SUCCESS
UE10819,XYZ410,-88.2,-8.8,23.2,SUCCESS
UE10820,XYZ401,-111.1,-11.3,3.6,SUCCESS
UE10821,XYZ402,-116.6,-13.2,-1.7,SUCCESS
UE10822,XYZ403,-123.1,-13.8,3.7,SUCCESS
UE10823,XYZ404,-110.3,-11.7,4.2,SUCCESS
UE10824,XYZ405,-115.4,-10.7,8.3,SUCCESS
UE10825,XYZ406,-110.9,-10.2,8.0,SUCCESS
UE10826,XYZ407,-107.8,-8.6,3.2,SUCCESS
UE10827,XYZ408,-109.7,-9.9,9.1,SUCCESS
UE10828,XYZ409,-92.0,-9.3,15.1,SUCCESS
UE10829,XYZ410,-92.2,-9.5,11.4,SUCCESS
UE10830,XYZ401,-114.0,-11.4,6.4,SUCCESS
UE10831,XYZ402,-114.8,-15.1,0.6,SUCCESS
UE10832,XYZ403,-117.0,-11.0,-3.3,SUCCESS
UE10833,XYZ404,-110.7,-13.4,-12.2,SUCCESS
UE10834,XYZ405,-111.8,-12.0,11.8,SUCCESS
UE10835,XYZ406,-108.8,-13.5,2.6,SUCCESS
UE10836,XYZ407,-108.1,-12.1,5.7,SUCCESS
UE10837,XYZ408,-102.6,-13.2,5.1,SUCCESS
UE10838,XYZ409,-86.8,-9.2,11.8,SUCCESS
UE10839,XYZ410,-85.1,-8.8,19.7,SUCCESS
UE10840,XYZ401,-116.0,-14.4,-7.2,TOO_LATE_HO
UE10841,XYZ402,-112.8,-13.9,-5.2,SUCCESS
UE10842,XYZ403,-113.1,-14.4,-1.8,SUCCESS
UE10843,XYZ404,-109.7,-13.4,-1.7,SUCCESS
UE10844,XYZ405,-106.0,-10.5,10.8,SUCCESS
UE10845,XYZ406,-105.1,-12.4,8.5,SUCCESS
UE10846,XYZ407,-106.8,-10.9,9.6,SUCCESS
UE10847,XYZ408,-101.6,-9.8,13.7,SUCCESS
UE10848,XYZ409,-98.7,-9.0,11.4,SUCCESS
UE10849,XYZ410,-90.6,-9.2,24.7,TOO_EARLY_HO
UE10850,XYZ401,-125.3,-16.5,-10.6,SUCCESS
UE10851,XYZ402,-116.0,-14.9,-9.0,SUCCESS
UE10852,XYZ403,-119.6,-14.5,1.5,SUCCESS
UE10853,XYZ404,-111.0,-10.9,1.9,SUCCESS
UE10854,XYZ405,-106.1,-12.6,-1.8,SUCCESS
UE10855,XYZ406,-109.9,-9.0,11.1,SUCCESS
